Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,212.425,5145024790528,85.2,214.5,16.07,-9.78,48.47,207.41,189.19,True,True,True,HIGH CONVICTION DIP BUY,True,70.25,POSITIVE,5,"SpaceX just took Palantir's top spot with one of the most excessive valuation multiples in megacap tech | Why the biggest ""Magnificent 7"" stocks have one giant headwind coming right at them | The Best Vanguard ETF for Your Next $1,000 Investment",32.53,16.69,46335873024.0,6.555,114.29,62.97,97.32,BUY SIGNAL
BMY,https://www.tradingview.com/chart/?symbol=BMY,Bristol-Myers Squibb Company,Healthcare,56.765,115918176256,2.6,9.2,-3.95,-0.01,44.86,57.6,52.76,False,True,True,NO CLEAR ENTRY,False,63.04,POSITIVE,5,A Dramatic Shift in Fed Policy Just Unlocked a New Era for Bristol Myers Squibb | Tech Shakeup on the S&P 500 | How Safe is Bristol Myers Squibb's Dividend? Here's My Honest Take.,15.9,9.21,9851750400.0,230.967,38.73,15.01,47.14,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,26.16,149097463808,5.4,-10.1,-0.07,1.59,54.74,26.14,25.19,True,True,True,BULLISH TREND,False,57.83,NEUTRAL,5,Is Pfizer's Discounted Valuation a Buying Opportunity or a Value Trap? | Investors Heavily Search Pfizer Inc. (PFE): Here is What You Need to Know | Factbox-Global drugmakers rush to boost US presence as tariff threat looms,19.97,9.25,12376625152.0,71.602,8.31,11.83,47.03,IGNORE
DG,https://www.tradingview.com/chart/?symbol=DG,Dollar General Corporation,Consumer Defensive,118.145,26061207552,3.4,12.4,-11.97,12.47,75.31,113.18,120.1,True,False,False,WATCH - OVERBOUGHT,False,48.16,NEUTRAL,5,3 Mid-Cap Stocks We’re Skeptical Of | Dollar General shuffles executive ranks | Dollar General Stock Is Staging a Technical Turnaround as Consumer Sentiment Weakens,16.71,14.77,1882562304.0,178.649,18.91,3.63,46.75,IGNORE
IR,https://www.tradingview.com/chart/?symbol=IR,Ingersoll Rand Inc.,Industrials,77.41,30293385216,7.6,6.5,-7.61,7.78,62.94,76.93,81.42,True,False,False,NO CLEAR ENTRY,False,60.41,POSITIVE,5,Is Ingersoll Rand Inc. (IR) A Good Stock To Buy Now? | How Is Ingersoll Rand's Stock Performance Compared to Other Industrial Stocks | A Weaker Dollar Could Put These 3 Industrial Stocks Back in Focus,52.3,20.14,1035425024.0,48.353,5.72,7.54,46.73,IGNORE
CLX,https://www.tradingview.com/chart/?symbol=CLX,The Clorox Company,Consumer Defensive,96.16,11627797504,0.1,2.7,-13.13,5.47,49.86,95.57,106.47,True,False,False,NO CLEAR ENTRY,False,57.4,NEUTRAL,5,Clorox (CLX) Stock Valuation Snapshot After Mixed Recent Performance | Clorox (CLX) Stock Sees Fair Value Cut As Analysts Lower Targets | 3 Stocks to Load Up On Right Now,15.64,15.27,62750000.0,4876.087,546.1,11.18,46.69,IGNORE
J,https://www.tradingview.com/chart/?symbol=J,Jacobs Solutions Inc.,Industrials,126.775,14969703424,27.0,,-1.28,12.79,68.56,122.57,136.53,True,False,False,NO CLEAR ENTRY,False,74.35,POSITIVE,5,"Jacobs Solutions Benefits From AI Buildout Across Multiple End Markets, RBC Says | Stantec (TSX:STN) Stock After New Melbourne Water Contract Is The Undervaluation Story Still Intact | Stantec (STN), Jacobs (J) Win Melbourne Water Infrastructure Program Contract",37.4,15.32,512446368.0,138.776,9.38,2.9,46.6,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,114.43,37272788992,9.0,7.9,-2.11,2.5,54.46,113.19,110.29,True,True,True,BULLISH TREND,False,70.7,POSITIVE,5,"Is WEC Energy Stock Underperforming the Nasdaq? | Is WEC Energy Group, Inc. (WEC) A Good Stock To Buy Now? | Brookfield Renewable Corp vs. WEC Energy Group: Which Utilities Stock Is a Better Buy in 2026?",22.93,19.06,-2067012480.0,153.184,11.68,16.24,46.56,IGNORE
WM,https://www.tradingview.com/chart/?symbol=WM,"Waste Management, Inc.",Industrials,217.48,87334690816,3.5,13.3,-7.82,-0.18,54.1,221.66,219.65,False,False,True,NO CLEAR ENTRY,False,51.19,NEUTRAL,5,"Waste Management Infrastructure Strengthens WM Amid Weak Liquidity | Is Waste Management, Inc. (WM) A Good Stock To Buy Now? | Assessing Waste Management (WM) Valuation After Mixed Share Performance And Modest Undervaluation Estimate",31.47,23.52,2136749952.0,228.408,29.94,10.99,46.45,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,189.21,204763955200,10.6,-12.0,-11.44,1.09,48.52,189.92,206.07,False,False,False,NO CLEAR ENTRY,False,70.82,POSITIVE,5,"T-Mobile (TMUS) Launches AI-Powered Dynamic CX Network Optimization and Expands Global Innovation Hub | T-Mobile US (TMUS) Launches AI-Powered Dynamic CX Network Optimization | AMD upgraded, Adobe downgraded: Wall Street's top analyst calls",20.09,13.54,11147374592.0,218.569,18.02,11.65,46.27,IGNORE
PNW,https://www.tradingview.com/chart/?symbol=PNW,Pinnacle West Capital Corporation,Utilities,103.46,12538023936,11.4,,1.26,3.7,51.94,101.35,93.25,True,True,True,BULLISH TREND,False,63.76,POSITIVE,5,ENGIY or PNW: Which Is the Better Value Stock Right Now? | Does Pinnacle West’s (PNW) Debt Refinance and EPS Outlook Change The Bull Case For The Stock? | Pinnacle West (PNW) Down 2.5% Since Last Earnings Report: Can It Rebound?,19.3,18.58,-831102848.0,212.957,9.56,11.99,46.25,IGNORE
FANG,https://www.tradingview.com/chart/?symbol=FANG,"Diamondback Energy, Inc.",Energy,190.05,53463597056,4.2,-98.4,4.81,-5.1,45.95,195.57,164.68,False,True,True,BUY THE DIP,False,58.45,NEUTRAL,5,"Jim Cramer Returns To Diamondback Energy (FANG) As Oil Prices Touch $96 | Geopolitical Tensions Put Diamondback Energy’s Swing Producer Role In Focus | Is Viper Energy, Inc. (VNOM) A Good Stock To Buy Now?",193.93,10.79,1397250048.0,32.594,0.47,1.96,46.03,IGNORE
BAX,https://www.tradingview.com/chart/?symbol=BAX,Baxter International Inc.,Healthcare,20.955,10822607872,2.9,,22.75,17.92,69.4,18.29,19.73,True,True,False,BULLISH TREND,False,66.15,POSITIVE,5,Baxter (BAX) Stock After Recent Rebound Is The Discount To DCF Value Warranted | Baxter International (BAX) Stock Valuation Check After Recent Double Digit Gains And Ongoing Turnaround Plans | 3 Unpopular Stocks We’re Skeptical Of,,10.41,900875008.0,161.021,-15.01,-9.7,45.99,IGNORE
XOM,https://www.tradingview.com/chart/?symbol=XOM,Exxon Mobil Corporation,Energy,141.87,588002230272,2.6,-43.4,-9.16,-6.51,36.93,150.94,132.61,False,True,True,BUY THE DIP,False,48.89,NEUTRAL,5,"Update: US Equity Indexes Jump Following Weekend Agreement to End Iran War | Oil Prices Slump, Exxon and Valero Stocks Drop After Trump Iran Deal | Oil Prices Dive On U.S.-Iran Deal, But Prewar Pricing Is Far Off",23.88,13.33,11630499840.0,18.261,9.87,7.76,45.96,IGNORE
TAP,https://www.tradingview.com/chart/?symbol=TAP,Molson Coors Beverage Company,Consumer Defensive,40.77,7646469120,2.0,35.6,-2.0,1.1,50.18,41.67,44.69,False,False,False,NO CLEAR ENTRY,False,51.54,NEUTRAL,5,"What's Driving Molson Coors' Profitability Amid Volume Pressure? | Is Coors Banquet x Wrangler Pushing Molson Coors (TAP) Toward a Deeper Lifestyle Brand Strategy? | Bloom Energy, Astera Labs, Alnylam, Reddit Could Be Among Next Adds to S&P 500",,8.17,774062528.0,62.567,-18.08,-18.85,45.87,IGNORE
CMCSA,https://www.tradingview.com/chart/?symbol=CMCSA,Comcast Corporation,Communication Services,24.2398,86590103552,5.3,-32.6,-19.19,-3.71,38.19,26.26,27.62,False,False,False,NO CLEAR ENTRY,False,60.05,POSITIVE,5,"Roku For Sale? JPMorgan Sees Comcast As The Most Logical Buyer | Why Fox Stock Is Tumbling After $22 Billion Roku Deal | Spielberg’s ’Disclosure Day’ opens to $93.9M globally, beats forecasts",4.75,6.41,4013125120.0,106.858,20.92,15.0,45.85,IGNORE
DASH,https://www.tradingview.com/chart/?symbol=DASH,"DoorDash, Inc.",Consumer Cyclical,166.82,72686600192,33.1,-6.1,-0.57,8.54,59.5,163.58,203.53,True,False,False,NO CLEAR ENTRY,False,57.95,NEUTRAL,5,Must-Watch Stocks to Make the Most of the Gig Economy's Popularity | Salesforce deepens AI automation push with $3.6 billion Fin buyout | 2 Oversold Stocks Set for a Comeback and 1 We Turn Down,79.06,21.33,2295624960.0,32.194,9.92,6.29,45.79,IGNORE
WY,https://www.tradingview.com/chart/?symbol=WY,Weyerhaeuser Company,Real Estate,24.9489,17989220352,-2.0,96.6,6.04,7.75,63.73,24.03,23.83,True,True,True,BULLISH TREND,False,52.96,NEUTRAL,5,A Look At Weyerhaeuser (WY) Valuation As Shares Trade Near Recent Levels | Weyerhaeuser Co (WY) Stock Outlook: What Happened in Q1? | Louisiana-Pacific (LPX) Down 5.6% Since Last Earnings Report: Can It Rebound?,44.55,35.79,-45875000.0,57.729,4.16,5.78,45.69,IGNORE
EIX,https://www.tradingview.com/chart/?symbol=EIX,Edison International,Utilities,72.635,27949508608,7.7,-63.2,0.74,2.69,55.69,70.8,62.68,True,True,True,BULLISH TREND,False,49.63,NEUTRAL,5,Edison International Stock: Is EIX Outperforming the Utility Sector? | Edison International Wildfire Progress And Policy Stance Shape Valuation Debate | Why Is NRG (NRG) Down 6% Since Last Earnings Report?,7.9,11.15,-1134000000.0,226.101,18.86,18.12,45.57,IGNORE
PSX,https://www.tradingview.com/chart/?symbol=PSX,Phillips 66,Energy,173.795,69680496640,6.9,-56.8,0.91,2.07,49.87,171.71,149.09,True,True,True,BULLISH TREND,False,48.28,NEUTRAL,5,"Oil Prices Slump, Exxon and Valero Stocks Drop After Trump Iran Deal | Screening for Top Value Stocks with Growth | Valero Stock Surges 53.3% in Six Months: Should Investors Buy Now?",17.17,10.1,-1134499968.0,91.385,14.55,3.07,45.51,IGNORE
INTC,https://www.tradingview.com/chart/?symbol=INTC,Intel Corporation,Technology,127.795,642197159936,7.2,,179.23,10.25,53.11,97.23,54.02,True,True,True,BULLISH TREND,False,58.87,NEUTRAL,5,"The Best Vanguard ETF for Your Next $1,000 Investment | Is Avalanche About to Have Its Biggest Year Yet? | AMD Jumps 8% to a Record High, NVIDIA Climbs 4%, Intel Rises 3% in a Risk-On Chip Surge",,82.88,-8301250048.0,36.028,-2.91,-5.9,45.51,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,146.205,9788700672,-1.5,17.3,-8.76,3.95,39.44,154.32,202.21,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,Weak Subscription Revenue Growth Pressured Gartner (IT) in Q1 | Adobe CFO Quits to Join a Chipmaker. You Shouldn’t Quit ADBE Stock. | Gartner Flags AI Power Surge As Clients Rework Budgets And Adoption Plans,14.45,9.55,1064192896.0,5293.41,94.88,11.44,45.5,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,225.31,52768919552,11.0,-19.5,3.8,15.91,82.47,203.0,195.54,True,True,True,WATCH - OVERBOUGHT,False,48.62,NEUTRAL,5,"Here's Why You Should Hold Stryker Stock in Your Portfolio for Now | Is Cardinal Health (CAH) Stock Undervalued Right Now? | 2 Dirt Cheap Healthcare Stocks to Buy With $1,000 Right Now",34.35,18.78,4849999872.0,,,0.62,45.39,IGNORE
COR,https://www.tradingview.com/chart/?symbol=COR,"Cencora, Inc.",Healthcare,279.99,54475149312,3.8,128.3,-18.86,7.48,63.64,288.08,323.91,False,False,False,NO CLEAR ENTRY,False,52.46,NEUTRAL,5,"Assessing Cencora (COR) Valuation After Kite CAR T Distribution Deal And Upcoming CFO Transition | Cencora Kite Deal Highlights CAR T Growth And Undervalued Share Price Potential | 2 Dirt Cheap Healthcare Stocks to Buy With $1,000 Right Now",21.47,14.15,-318246112.0,420.985,107.13,0.78,45.3,IGNORE
GEHC,https://www.tradingview.com/chart/?symbol=GEHC,GE HealthCare Technologies Inc.,Healthcare,65.1,29613453312,7.4,-30.9,-9.75,3.88,54.32,65.96,74.76,False,False,False,NO CLEAR ENTRY,False,67.2,POSITIVE,5,Will FDA-Cleared AI Contouring and Adaptive Theranostics Shift GE HealthCare Technologies' (GEHC) Innovation Narrative? | GEHC Expands Carilion Tie to Enhance Patient Care Across Virginia | Is GE HealthCare Stock Underperforming the S&P 500?,15.61,12.14,1483624960.0,97.055,19.46,9.1,45.23,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,117.535,13346560000,4.3,-35.0,-26.5,-2.91,37.63,136.89,168.74,False,False,False,NO CLEAR ENTRY,False,52.62,NEUTRAL,5,Lululemon enters Romania as EMEA expansion gathers pace | Is Birkenstock Holding plc (BIRK) A Good Stock To Buy Now? | Lululemon’s China Renewable Push And What It Means For Weak Shares,9.52,10.17,1133960960.0,44.264,32.03,13.03,45.01,IGNORE
CMS,https://www.tradingview.com/chart/?symbol=CMS,CMS Energy Corporation,Utilities,74.05,22875498496,11.6,8.9,-4.66,1.08,49.46,74.4,72.62,False,True,True,NO CLEAR ENTRY,False,61.29,POSITIVE,5,CMS Leverages Grid Upgrades & Renewable Expansion to Drive Growth | BMO Capital Reaffirms Outperform Rating for CMS Energy (CMS) | How The Investment Story For CMS Energy (CMS) Is Shifting With An Unchanged Fair Value View,20.51,17.75,-2156000000.0,189.842,10.37,12.55,45.0,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,135.085,11608646656,9.7,-7.0,-7.36,3.01,60.6,135.87,156.97,False,False,False,NO CLEAR ENTRY,False,67.19,POSITIVE,5,Allegion (ALLE) Stock And The Value Question After New Access Control Launches | Stocks Settle Sharply Higher on Middle East Peace Hopes | Stocks Supported by a Rebound in Chipmakers and AI Stocks,18.48,14.15,494362496.0,105.863,34.18,15.24,44.98,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,181.085,128166649856,3.7,9.8,-5.18,10.06,59.35,180.4,204.13,True,False,False,NO CLEAR ENTRY,False,53.01,NEUTRAL,5,"Danaher Corporation’s (DHR) Recovery Fell Short of Investor Expectations | 3 of Wall Street’s Favorite Stocks with Questionable Fundamentals | Jim Cramer on Fortive: “It’s Nothing Special, Frankly”",35.03,19.58,4568500224.0,37.17,7.08,14.89,44.89,IGNORE
AEE,https://www.tradingview.com/chart/?symbol=AEE,Ameren Corporation,Utilities,109.84,30398396416,3.7,19.6,-1.99,0.93,48.85,109.42,104.14,True,True,True,BULLISH TREND,False,59.59,NEUTRAL,5,LNT vs. AEE: Which Electric Utility Stock Offers Better Growth in 2026? | How The Ameren (AEE) Story Is Shifting With Data Center Growth And Mixed Analyst Views | Why Is Ameren (AEE) Down 3.1% Since Last Earnings Report?,19.76,18.91,-1869374976.0,155.674,11.75,17.83,44.87,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,88.67,154446561280,7.8,-19.7,-18.85,4.44,56.56,90.84,113.28,False,False,False,NO CLEAR ENTRY,False,72.54,POSITIVE,5,How Investors May Respond To Abbott (ABT) Dividend And CE Mark For Dual Glucose‑Ketone Sensor | Abbott Laboratories (ABT): One of the Best Bargain Stocks to Buy in June | Is Abbott (ABT) the Best Longevity Stock to Buy Now?,24.84,14.63,6341125120.0,64.773,12.33,13.9,44.65,IGNORE
PHM,https://www.tradingview.com/chart/?symbol=PHM,"PulteGroup, Inc.",Consumer Cyclical,123.2201,23471747072,-12.4,-30.4,1.07,8.21,62.65,119.71,124.52,True,False,False,NO CLEAR ENTRY,False,51.22,NEUTRAL,5,"Investors Heavily Search PulteGroup, Inc. (PHM): Here is What You Need to Know | How Is PulteGroup’s Stock Performance Compared to Other Homebuilder Stocks? | Is PulteGroup, Inc. (PHM) A Good Stock To Buy Now?",11.93,11.03,1483359744.0,18.942,16.18,12.14,44.4,IGNORE
ALNY,https://www.tradingview.com/chart/?symbol=ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,286.48,38248685568,96.4,,-10.17,-2.38,44.47,303.21,376.9,False,False,False,NO CLEAR ENTRY,False,49.12,NEUTRAL,5,"Alnylam Taps Generative AI And Nordic Expansion As Market Lags Targets | Can Alnylam Rely on Amvuttra to Sustain Its Rapid Sales Momentum? | Alnylam Pharmaceuticals Unveils 2030 Targets, Betting on AMVUTTRA and Pipeline Readouts",71.8,20.81,204714128.0,276.203,90.36,12.55,44.33,IGNORE
REGN,https://www.tradingview.com/chart/?symbol=REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,613.39,64307216384,19.0,-7.2,-18.84,-13.83,41.44,688.64,694.92,False,False,False,NO CLEAR ENTRY,False,36.75,NEGATIVE,5,"Regeneron Broadens Pipeline With Ebola Antibody Trials And Bispecific Cancer Bets | IMRX Begins Dosing in Phase III Pancreatic Cancer Study, Stock Up | Is Regeneron Pharmaceuticals, Inc. (REGN) A Good Stock To Buy Now?",14.98,11.41,3273349888.0,8.612,14.55,29.65,44.24,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,43.995,50743967744,-0.8,-75.3,-5.69,-6.87,45.79,47.02,40.31,False,True,True,BUY THE DIP,False,61.83,POSITIVE,5,Devon Outperforms Industry in the Past Year: Buy or Hold the Stock? | Devon Energy Corporation (DVN) is Attracting Investor Attention: Here is What You Should Know | Morgan Stanley Reiterates Buy Rating on Devon Energy (DVN) Stock,12.25,8.13,1600499968.0,56.404,15.18,14.17,44.2,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,142.3,22295332864,-1.0,8.9,-34.62,-3.85,47.97,171.39,213.58,False,False,False,NO CLEAR ENTRY,False,81.63,POSITIVE,5,"Charter’s US$7b Fiber Push Targets Growth Opportunity In Underserved Markets | Charter Communications (CHTR) Plans to Expand Fiber Broadband Network | Charter, PENN Entertainment, and Carriage Services Stocks Trade Up, What You Need To Know",3.85,3.19,2403624960.0,459.525,27.5,9.03,44.08,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,84.015,75753406464,-0.9,-15.8,15.42,8.29,60.84,78.51,73.68,True,True,True,BULLISH TREND,False,46.18,NEUTRAL,5,"Ford Stock Up 45% Over the Past Year: Buy, Hold or Sell? | Hut 8 Appoints New Board Chair | See which Tennessee companies are asking for $3B in tariff refunds",30.66,5.97,22466625536.0,199.048,4.01,1.38,44.04,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,36.19,27227557888,10.8,7.3,-5.83,1.96,53.84,36.74,36.01,False,True,True,NO CLEAR ENTRY,False,62.53,POSITIVE,5,PPL (PPL) Outperforms Broader Market: What You Need to Know | Will Rate Hike Approval Support PPL's Investment and Growth Strategy? | How The PPL (PPL) Investment Story Is Shifting After Recent Pennsylvania Decisions,22.2,17.1,-1615124992.0,135.116,8.32,13.09,43.85,IGNORE
MRK,https://www.tradingview.com/chart/?symbol=MRK,"Merck & Co., Inc.",Healthcare,115.743,285864886272,4.9,,0.27,2.06,40.82,116.08,104.11,False,True,True,NO CLEAR ENTRY,False,61.34,POSITIVE,5,June 2026's Noteworthy Stocks Estimated Below Intrinsic Value | Factbox-Global drugmakers rush to boost US presence as tariff threat looms | Jim Cramer Explains Johnson & Johnson’s (JNJ) Shares Have Gained,32.6,12.1,14049250304.0,106.936,18.94,13.59,43.81,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,208.6919,64207003648,2.6,7.5,-6.62,0.01,52.24,208.22,215.59,True,False,False,NO CLEAR ENTRY,False,48.6,NEUTRAL,5,"64-Year-Old Tech Exec Holds $1.6 Million in One Stock. The Wrong Move Could Cost $400,000. | ABM Stock Price Increases 11% Since Reporting Q2 Earnings Miss | Is Republic Services, Inc. (RSG) A Good Stock To Buy Now?",29.94,25.89,1808875008.0,117.578,18.35,12.99,43.79,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,80.23,103006093312,9.9,17.1,-8.34,4.24,57.79,80.58,91.19,False,False,False,NO CLEAR ENTRY,False,48.34,NEUTRAL,5,"Medtronic closes Scientia Vascular takeover, continuing M&A streak | Medtronic Expands Neurovascular Reach With Scientia Deal As Stock Lags | Got $2,500? 1 Unstoppable Medical Juggernaut to Buy Hand Over Fist and Hold for the Next 20 Years",21.51,12.52,,57.06,9.93,13.2,43.67,IGNORE
COF,https://www.tradingview.com/chart/?symbol=COF,Capital One Financial Corporation,Financial Services,196.73,122423656448,46.3,-3.2,9.3,6.34,60.0,189.13,208.47,True,False,False,NO CLEAR ENTRY,False,50.65,NEUTRAL,5,"Capital One Reshapes Card Business With Discover Integration And Policy Shifts | Analysts Maintain Positive Outlook on Capital One Financial (COF) Amidst 25% Drop YTD | DoJ subpoenas major banks over account closures, WSJ reports",60.53,8.1,,,3.26,8.88,43.5,IGNORE
KDP,https://www.tradingview.com/chart/?symbol=KDP,Keurig Dr Pepper Inc.,Consumer Defensive,31.625,43027693568,9.4,-47.7,15.81,8.68,74.1,28.72,27.62,True,True,True,WATCH - OVERBOUGHT,False,67.04,POSITIVE,5,"Is Keurig Dr Pepper Inc. (KDP) A Good Stock To Buy Now? | AMD upgraded, Adobe downgraded: Wall Street's top analyst calls | 1 Unpopular Stock That Deserves Some Love and 2 We Brush Off",23.43,12.53,-16345499648.0,85.985,6.31,10.81,43.46,IGNORE
LOW,https://www.tradingview.com/chart/?symbol=LOW,"Lowe's Companies, Inc.",Consumer Cyclical,222.11,124603711488,10.3,-0.7,-7.82,-0.67,62.15,228.07,244.35,False,False,False,NO CLEAR ENTRY,False,54.17,NEUTRAL,5,"Home Depot's FY26 Earnings Outlook: Signs of a Turnaround? | EA rolls out advertising platform with enhanced offerings for brands | A $750,000 Portfolio That Quietly Pays You More Than the Average Social Security Check",18.78,16.48,4816124928.0,,,7.51,43.43,IGNORE
AEP,https://www.tradingview.com/chart/?symbol=AEP,"American Electric Power Company, Inc.",Utilities,129.825,70638436352,10.2,6.7,-2.52,0.95,47.26,130.9,121.13,False,True,True,NO CLEAR ENTRY,False,40.6,NEUTRAL,5,"Today’s AI market hits all 5 warning signs that preceded 2000 Nasdaq crash. | Expert Warning: America’s Grid Is So Far Behind, Blackouts Are Coming Even Without AI | 3 Utility Stocks That’ll Pay Your Bills For Years",19.2,18.94,-6953449984.0,157.099,12.58,16.29,43.35,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,166.98,80450043904,7.6,-15.4,-3.41,4.35,58.47,167.35,180.01,False,False,False,NO CLEAR ENTRY,False,53.89,NEUTRAL,5,"Here's Why Investors Should Stay Neutral on Marsh Stock for Now | Exchange-Traded Funds Lower, Equity Futures Mixed Pre-Bell Thursday as Investors Weigh Economic Data | 2 Large-Cap Stocks to Research Further and 1 We Turn Down",20.87,14.75,4965374976.0,151.634,27.57,14.26,43.16,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,181.73,23821080576,3.9,4.8,-11.2,15.92,65.28,175.63,208.82,True,False,False,NO CLEAR ENTRY,False,78.01,POSITIVE,5,Stocks Rally on Hopes for a Near-term US-Iran Interim Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Agreement,27.71,21.0,944362496.0,,,29.34,43.14,IGNORE
SYY,https://www.tradingview.com/chart/?symbol=SYY,Sysco Corporation,Consumer Defensive,79.599,38062854144,4.7,-13.5,-5.11,8.97,68.51,74.89,77.6,True,True,False,BULLISH TREND,False,46.08,NEUTRAL,5,Is Sysco Stock Underperforming the Nasdaq? | A Look At Sysco (SYY) Valuation As Cash Flow Strain And Returns On Capital Raise Concerns | Why Is Kraft Heinz (KHC) Down 5% Since Last Earnings Report?,22.11,16.07,1868375040.0,670.44,81.89,2.08,42.59,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,115.655,14547718144,3.7,-7.6,-30.93,-7.88,21.96,137.38,171.87,False,False,False,NO CLEAR ENTRY,False,53.09,NEUTRAL,5,"1 Oversold Stock Ready to Bounce Back and 2 We Turn Down | Is Leidos Holdings, Inc. (LDOS) A Good Stock To Buy Now? | Leidos (LDOS) Stock Moves -1.48%: What You Should Know",10.58,8.79,1194749952.0,137.125,30.58,8.15,42.05,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,304.2,56670924800,190.0,-6.1,-16.6,-0.71,43.68,319.8,313.0,False,False,True,NO CLEAR ENTRY,False,70.14,POSITIVE,5,"Defense Stocks Are in a Bear Market. How a Peace Deal Can Send Them Higher. | Is Axon Enterprise Stock Underperforming the S&P 500? | With EPS Growth And More, L3Harris Technologies (NYSE:LHX) Makes An Interesting Case",33.07,22.31,,34.574,,10.37,42.01,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,215.61,40031588352,6.1,,3.81,-11.06,42.96,217.84,230.94,False,False,False,NO CLEAR ENTRY,False,65.37,POSITIVE,5,"Is Take-Two Interactive Software, Inc. (TTWO) A Good Stock To Buy Now? | Possible Bearish Signals With Take-Two Interactive Software Insiders Disposing Stock | Wall Street Bulls Look Optimistic About Take-Two (TTWO): Should You Buy?",,21.37,1447787520.0,84.26,-10.56,-4.48,41.98,IGNORE
IP,https://www.tradingview.com/chart/?symbol=IP,International Paper Company,Consumer Cyclical,37.51,19862179840,13.4,,1.41,20.47,71.36,33.25,39.03,True,False,False,WATCH - OVERBOUGHT,False,44.27,NEUTRAL,5,3 Mid-Cap Stocks We’re Skeptical Of | A Look At International Paper’s (IP) Valuation After A Year Of Weaker Share Price Performance | International Paper closes North Pacific Paper Company deal,,14.01,1711250048.0,65.904,-16.04,-13.77,41.89,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,32.265,13175597056,22.5,,-26.03,1.3,48.07,35.1,57.73,False,False,False,NO CLEAR ENTRY,False,46.68,NEUTRAL,5,Why These 2 Hotel Stocks Are Beating Travel Peers | Assessing CoStar Group (CSGP) Valuation After Recent 3 Month Share Price Weakness | How Is CoStar’s Stock Performance Compared to Other Real Estate Stocks?,460.93,17.94,202200000.0,14.526,0.3,0.73,41.88,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,130.395,21086113792,25.4,,-15.16,-15.16,28.48,141.6,213.86,False,False,False,NO CLEAR ENTRY,False,61.45,POSITIVE,5,Exploring 3 High Growth Tech Stocks in US Market | Esquire Financial Holdings And 2 Insider Picks For Growth Potential | The Invisible Layer Protecting the World's Biggest Companies,,28.36,1108818560.0,78.939,-3.71,-2.44,41.67,IGNORE
