Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,529.975,182672916480,45.5,482.9,96.32,28.4,63.33,398.16,230.4,True,True,True,BULLISH TREND,False,66.26,POSITIVE,5,"Can Western Digital Deliver Continued Gross Margin Improvement? | Sandisk's QLC Stargate Gains Traction: A New Revenue Growth Catalyst? | Sandisk Rockets 4000% on AI Memory Boom: Buy, Hold, or Take Profits?",31.68,30.09,2075000064.0,17.81,85.92,55.29,90.5,BUY SIGNAL
GEHC,https://www.tradingview.com/chart/?symbol=GEHC,GE HealthCare Technologies Inc.,Healthcare,62.69,28517165056,7.4,-30.9,-21.76,5.39,46.34,67.43,75.31,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,GE HealthCare (GEHC) Up 3.3% Since Last Earnings Report: Can It Continue? | UBS Flips GE HealthCare (GEHC) From Sell to Neutral After a 30% Stock Decline | 2 Monster Stocks to Hold for the Next 10 Years,15.03,11.69,1483624960.0,97.055,19.46,9.1,44.1,IGNORE
LOW,https://www.tradingview.com/chart/?symbol=LOW,"Lowe's Companies, Inc.",Consumer Cyclical,215.55,120923553792,10.3,-0.7,-15.78,-7.69,31.9,232.16,246.54,False,False,False,NO CLEAR ENTRY,False,62.01,POSITIVE,5,Prediction: Lowe’s Stock Could Reach $300+ Sooner Than You Expect | Home Depot Stock: Is HD Underperforming the Consumer Discretionary Sector? | Carysil Ltd (BOM:524091) Q4 2026 Earnings Call Highlights: Strong Growth Amidst Global Challenges,18.22,16.01,5280124928.0,,,7.51,44.06,IGNORE
FE,https://www.tradingview.com/chart/?symbol=FE,FirstEnergy Corp.,Utilities,46.48,26885480448,11.6,12.9,-7.89,-4.05,68.31,47.84,45.9,False,True,True,NO CLEAR ENTRY,False,52.68,NEUTRAL,5,FirstEnergy (FE) Down 4.4% Since Last Earnings Report: Can It Rebound? | FE vs. PNW: Which Utility Stock Is a Better Investment Pick in 2026? | FirstEnergy Seeks Ohio Rate Hikes Under New Three-Year Grid Plan,25.26,15.77,-1835124992.0,198.922,9.46,6.94,44.06,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,131.275,11281229824,9.7,-7.0,-18.91,-4.44,42.79,138.8,159.05,False,False,False,NO CLEAR ENTRY,False,55.45,NEUTRAL,5,"Allegion (ALLE) Down 4.5% Since Last Earnings Report: Can It Rebound? | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing | Is Allegion (ALLE) Still Attractive After Recent Share Price Weakness And DCF Upside Estimate",17.93,13.75,494362496.0,105.863,34.18,15.24,44.04,IGNORE
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,28.265,39150968832,6.1,,-2.41,11.17,61.73,26.24,28.29,True,False,False,NO CLEAR ENTRY,False,56.06,NEUTRAL,5,"Did You Know That Viking Holdings Has Doubled Over the Past Year? | 3 Reasons to Buy Carnival Stock in June | Carnival Data Breach Exposes Names, Addresses And Government ID Numbers After Cybercriminals Trick Employee In Social Engineering Attack",12.45,10.87,2174000128.0,203.901,27.85,11.48,44.03,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,43.805,50524823552,-0.8,-75.3,-2.04,-14.24,41.14,48.03,39.67,False,True,True,BUY THE DIP,False,56.98,NEUTRAL,5,Citi Raises its Price Target on Devon Energy (DVN) | Stocks Settle Mixed on Conflicting US-Iran Signals | Stocks Mixed Awaiting Fresh Iran News,12.2,8.14,1600499968.0,56.404,15.18,14.17,43.81,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,16.29,33021960192,33.6,-26.5,-3.03,-0.12,53.88,16.07,16.54,True,False,False,NO CLEAR ENTRY,False,52.02,NEUTRAL,5,3 Leading Dividend Stocks With Yields Up To 4.6% | May 2026 Dividend Stocks To Consider | Three Noteworthy Dividend Stocks To Consider,12.53,8.56,,,8.39,26.6,43.71,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,32.765,13379774464,22.5,,-27.46,-4.03,49.96,36.82,60.8,False,False,False,NO CLEAR ENTRY,False,65.92,POSITIVE,5,Discover May 2026's Stocks That Could Be Trading Below Estimated Value | 3 Stocks That Could Be Trading Below Their Estimated Value In May 2026 | Why Is CoStar (CSGP) Down 5.3% Since Last Earnings Report?,468.07,18.22,202200000.0,14.526,0.3,0.73,43.42,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,35.425,26652010496,10.8,7.3,-7.85,-8.37,44.61,37.49,36.32,False,False,True,NO CLEAR ENTRY,False,57.05,NEUTRAL,5,PPL vs. IDACORP: Which Utility Stock Looks More Attractive Now? | Will PPL Continue Raising Dividends for Long-Term Shareholders? | PPL Leans Into Data Center Demand With US$23b Grid Buildout,21.73,16.73,-1615124992.0,135.116,8.32,13.09,43.41,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,105.645,38933319680,6.2,12.9,-4.93,-2.16,50.78,108.99,102.42,False,True,True,NO CLEAR ENTRY,False,65.81,POSITIVE,5,DTE Energy Advances Growth Through Renewables and Data Centers | Why Investors Should Add Atmos Energy to Their Portfolio Right Now? | Top 3 Energy Dividend Stocks for Reliable Income in 2026,17.82,16.28,-833249984.0,106.177,8.73,12.52,43.31,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,73.25,20876703744,69.2,-6.9,-13.33,-3.86,38.98,75.55,75.84,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"Why Is Omnicom (OMC) Down 1.8% Since Last Earnings Report? | Omnicom Stock Outlook: Is Wall Street Bullish or Bearish? | Down 10.0% in 4 Weeks, Here's Why You Should You Buy the Dip in Omnicom (OMC)",,5.89,5066650112.0,110.574,2.02,0.32,43.25,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,160.1,77135298560,7.6,-15.4,-13.68,-6.28,43.76,169.15,182.28,False,False,False,NO CLEAR ENTRY,False,54.35,NEUTRAL,5,Marsh ENEOS Deal Tests Acquisition Driven Growth In Japanese Insurance Market | Booz Allen Hamilton Set to Report Q4 Earnings: What's in the Cards? | 2 Services Stocks with Competitive Advantages and 1 We Brush Off,20.04,14.15,4965374976.0,151.634,27.57,14.26,43.2,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,110.39,73762619392,9.1,,-5.55,-2.33,44.93,109.42,115.2,True,False,False,NO CLEAR ENTRY,False,41.69,NEUTRAL,5,BP’s Ousted Chair Says He Was Fired Without Explanation | Dycom to Report Q1 Earnings: Here's What to Expect This Season | CRH (CRH) Appoints Company Veteran Aylwyn Bryan as New CFO,20.48,16.51,786124992.0,83.227,15.81,9.64,43.19,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,85.7366,149337145344,7.8,-19.7,-24.4,-6.12,54.97,93.98,115.48,False,False,False,NO CLEAR ENTRY,False,53.29,NEUTRAL,5,BSX vs. ABT: Which Medical Stock Has More Upside Potential? | Investors Heavily Search Abbott Laboratories (ABT): Here is What You Need to Know | Wolfe Research cuts Boston Scientific rating as key growth drivers falter,24.02,14.15,6341125120.0,64.773,12.33,13.9,43.11,IGNORE
LYB,https://www.tradingview.com/chart/?symbol=LYB,LyondellBasell Industries N.V.,Basic Materials,66.7375,21541849088,-6.3,-29.5,15.3,-8.94,33.33,73.62,55.67,False,True,True,BUY THE DIP,False,68.09,POSITIVE,5,"Zacks.com featured highlights include Nexstar Media, Murphy USA, LyondellBasell and Avnet | 4 PEG-Driven Value Stocks to Buy Amid 2026 Market Volatility | 5 Value Plays Amid Uncertainty Over US-Iran Peace Deal",,8.85,987000000.0,141.24,-6.01,-2.69,42.55,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,113.52,138300735488,-5.3,-20.2,-3.28,-10.83,51.0,122.39,102.32,False,True,True,BUY THE DIP,False,64.57,POSITIVE,5,"GOP lawmakers' portfolios are migrating to Trump favorites like Intel and bitcoin | Republican lawmakers are trading like Trump, piling into Big Tech stocks | Unpacking Q1 Earnings: ConocoPhillips (NYSE:COP) In The Context Of Other Diversified Upstream E&P Stocks",19.24,12.33,5289124864.0,36.143,11.28,12.33,42.47,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,83.785,75546025984,-0.9,-15.8,8.0,9.35,60.12,76.95,72.43,True,True,True,BULLISH TREND,False,52.73,NEUTRAL,5,Ford stock is powering up as the automaker dives into energy storage | Exclusive-GM-LG battery company delays return of laid-off workers to Ohio plant | Why Is Ford Motor (F) Up 37.8% Since Last Earnings Report?,30.58,5.96,22466625536.0,199.048,4.01,1.38,42.47,IGNORE
SBAC,https://www.tradingview.com/chart/?symbol=SBAC,SBA Communications Corporation,Real Estate,203.96,21632614400,5.9,-14.7,3.86,-4.99,33.26,203.55,194.74,True,True,True,BULLISH TREND,False,56.25,NEUTRAL,5,SBA Communications (SBAC) Down 7.5% Since Last Earnings Report: Can It Rebound? | 5 Strong Buy Passive Income Giants Have Raised Their Dividends by Double Digits for Years | Are Wall Street Analysts Predicting SBA Communications Stock Will Climb or Sink?,21.49,25.16,-301849504.0,,,35.66,42.4,IGNORE
FANG,https://www.tradingview.com/chart/?symbol=FANG,"Diamondback Energy, Inc.",Energy,191.57,53891194880,4.2,-98.4,8.28,-6.18,55.02,194.99,161.45,False,True,True,NO CLEAR ENTRY,False,65.07,POSITIVE,5,Stocks Settle Mixed on Conflicting US-Iran Signals | Stocks Finish Mostly Higher on Iran Peace Progress | Winners And Losers Of Q1: Diamondback Energy (NASDAQ:FANG) Vs The Rest Of The U.S. Shale E&P Stocks,197.49,11.02,1397250048.0,32.594,0.47,1.96,42.16,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,226.5701,545403371520,9.9,-52.9,-8.32,0.23,60.48,231.31,209.52,False,True,True,NO CLEAR ENTRY,False,46.64,NEUTRAL,5,"VYM Climbs 26% In a Year While Its Core Dividend Payers Extend Their Streaks | Want $1,400 in Passive Income? Invest $10,000 Into These 4 Dividend Stocks | J&J Mastered Cancer Biotech Deals on the Cheap. Can It Stay on the Cutting Edge?",26.25,17.83,12511375360.0,67.73,26.42,21.83,42.13,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,225.535,41874329600,6.1,,5.45,4.73,54.45,213.67,231.8,True,False,False,NO CLEAR ENTRY,False,65.57,POSITIVE,5,"5 Insightful Analyst Questions From Take-Two’s Q1 Earnings Call | Wall Street Analysts Think Take-Two (TTWO) Is a Good Investment: Is It? | Stocks Set to Open Higher as U.S.-Iran Peace Hopes Hold, PCE Inflation Data and Fed Speak Awaited",,22.22,1447787520.0,84.26,-10.56,-4.48,42.0,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,130.975,16474752000,3.7,-7.6,-26.81,-10.24,51.73,145.32,174.96,False,False,False,NO CLEAR ENTRY,False,51.63,NEUTRAL,5,"Leidos Holdings, Inc. (LDOS) Is a Trending Stock: Facts to Know Before Betting on It | Jim Cramer on Leidos: “Stock Is in Freefall, That Makes No Sense to Me” | A Look At Leidos Holdings (LDOS) Valuation After New State Department Evolve Contract Awards",11.97,9.93,1194749952.0,137.125,30.58,8.15,41.93,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,403.15,66921119744,7.4,-13.8,-16.85,-6.08,61.71,428.78,425.92,False,False,True,NO CLEAR ENTRY,False,74.97,POSITIVE,5,"A Look At Motorola Solutions (MSI) Valuation After Recent Share Price Pullback | BlackBerry Is Back, But This Time It’s About Cars, Robots, and AI | MSI Gains From a Growing Public Safety Ecosystem: More Upside Ahead?",32.54,21.8,1815124992.0,374.132,99.29,17.61,41.9,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,457.52,79917957120,8.1,7.8,-1.61,-0.33,54.74,444.68,475.44,True,False,False,NO CLEAR ENTRY,False,37.06,NEGATIVE,5,5 Warren Buffett Stocks to Hold Forever | South East Water breaches Ofwat licence after supply chaos | Investors Say It’s Time for Pemex to Tap Global Debt Markets,32.87,24.6,2266125056.0,235.539,71.36,31.69,41.86,IGNORE
TECH,https://www.tradingview.com/chart/?symbol=TECH,Bio-Techne Corporation,Healthcare,51.78,8107129856,-1.5,128.6,-10.28,-0.14,62.45,52.18,57.4,False,False,False,NO CLEAR ENTRY,False,58.43,NEUTRAL,5,Are Wall Street Analysts Bullish on Bio-Techne Stock? | 2 Healthcare Stocks to Research Further and 1 We Find Risky | The 5 Most Interesting Analyst Questions From Bio-Techne’s Q1 Earnings Call,73.97,25.11,299849376.0,13.922,5.34,9.05,41.82,IGNORE
FER,https://www.tradingview.com/chart/?symbol=FER,Ferrovial N.V.,Industrials,68.42,49023545344,5.7,-87.6,-5.26,2.23,45.49,67.42,64.09,True,True,True,BULLISH TREND,False,60.31,POSITIVE,5,TxDOT selects Ferrovial for $1.47bn SH 99 Grand Parkway project | Ferrovial (BME:FER) Valuation Check As Fair Value Sits Close To Market Price | Semafor World Economy: Ferrovial CEO Ignacio Madridejos on its Infrastructure,49.58,45.68,321375008.0,140.013,14.32,9.22,41.77,IGNORE
XYZ,https://www.tradingview.com/chart/?symbol=XYZ,"Block, Inc.",Technology,76.05,45263515648,4.9,,18.0,9.49,52.7,67.29,67.71,True,True,False,BULLISH TREND,False,52.1,NEUTRAL,5,"Palidye Holdings Initiates PENN Entertainment Position, According to Recent SEC Filing | Block's Cash App: Can Banking Engagement Keep Scaling? | Block vs. Upstart: Which Is the Better Fintech Stock to Consider?",59.41,15.27,-794561728.0,37.514,3.74,3.3,41.77,IGNORE
MSTR,https://www.tradingview.com/chart/?symbol=MSTR,Strategy Inc,Technology,160.04,56188059648,11.9,,16.27,1.17,33.07,155.8,207.7,True,False,False,NO CLEAR ENTRY,False,46.27,NEUTRAL,5,"Strategy’s STRC Funding Loop ‘Gives Me the Shivers,’ Says Analyst Worried About Saylor’s Shrinking Window | ‘Someone May Lose Badly’: Arca CIO Warns Strategy’s $15B Preferred Stock Model Has Gotten Out of Hand | Strategy Moved $30 Million In Bitcoin To Coinbase — Is Michael Saylor Preparing to Sell?",,35.87,-8699502592.0,18.094,-30.76,0.0,41.6,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,74.49,95636586496,8.7,-11.8,-23.45,-6.15,43.85,82.15,91.78,False,False,False,NO CLEAR ENTRY,False,48.47,NEUTRAL,5,Teleflex Divestitures: What Investors Should Watch in 2026 | Seeking Clues to Medtronic (MDT) Q4 Earnings? A Peek Into Wall Street Projections for Key Metrics | BSX vs. ABT: Which Medical Stock Has More Upside Potential?,20.81,12.29,4073125120.0,57.06,9.39,13.0,41.48,IGNORE
PNW,https://www.tradingview.com/chart/?symbol=PNW,Pinnacle West Capital Corporation,Utilities,100.12,12133259264,11.4,,0.48,-0.65,53.98,100.74,92.55,False,True,True,NO CLEAR ENTRY,False,63.85,POSITIVE,5,"ENGIY vs. PNW: Which Stock Is the Better Value Option? | FE vs. PNW: Which Utility Stock Is a Better Investment Pick in 2026? | After Next Era’s Dominion Purchase, Are These High-Yield Dividend Utilities Next?",18.68,17.98,-831102848.0,212.957,9.56,11.99,41.46,IGNORE
LNT,https://www.tradingview.com/chart/?symbol=LNT,Alliant Energy Corporation,Utilities,71.655,18506840064,5.0,4.9,-0.19,0.27,49.44,71.85,67.53,False,True,True,NO CLEAR ENTRY,False,65.46,POSITIVE,5,CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Alliant Energy Stock: Analyst Estimates & Ratings | We Think You Should Be Aware Of Some Concerning Factors In Alliant Energy's (NASDAQ:LNT) Earnings,22.53,19.44,-1202625024.0,159.526,11.31,18.58,41.34,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,174.66,22884274176,3.9,4.8,-18.48,-7.19,53.9,177.66,213.51,False,False,False,NO CLEAR ENTRY,False,55.22,NEUTRAL,5,Why Is Verisk (VRSK) Down 6.3% Since Last Earnings Report? | 1 S&P 500 Stock Worth Investigating and 2 That Underwhelm | Are Options Traders Betting on a Big Move in Verisk Analytics Stock?,26.58,20.17,944362496.0,,,29.34,41.32,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,111.59,36347723776,9.0,7.9,-3.49,-1.72,53.49,113.52,109.92,False,True,True,NO CLEAR ENTRY,False,64.95,POSITIVE,5,Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus? | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | Forget Utility Dividends. Kevin Warsh Just Made the 30-Year Treasury a Better Income Play,22.36,18.59,-2067012480.0,153.184,11.68,16.24,41.3,IGNORE
CRL,https://www.tradingview.com/chart/?symbol=CRL,"Charles River Laboratories International, Inc.",Healthcare,183.91,8858526720,1.2,,2.97,12.25,54.54,169.13,176.3,True,True,False,BULLISH TREND,False,68.55,POSITIVE,5,"Best Buy downgrade, Dell upgraded: Wall Street's top analyst calls | Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Are Wall Street Analysts Bullish on Charles River Laboratories Stock?",,14.94,510023744.0,102.551,-5.87,-4.58,41.28,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,313.805,58460282880,190.0,-6.1,-16.8,-2.36,63.08,330.42,312.23,False,True,True,NO CLEAR ENTRY,False,59.53,NEUTRAL,5,Can GE's Growth Investments Create Long-Term Value for Investors? | Is Wall Street Bullish or Bearish on L3Harris Technologies Stock? | The Commercial Space Economy Just Crossed a Real Revenue Threshold and After Following This Industry for Years These Are the 3 ETFs Worth Owning,34.04,23.02,,34.574,,10.37,41.16,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,24.6799,171484299264,2.9,-11.3,-10.97,-4.16,43.88,26.27,26.03,False,False,True,NO CLEAR ENTRY,False,60.06,POSITIVE,5,3 Value Stocks We Steer Clear Of | Is AT&T Inc. (T) the Most Undervalued Stock to Invest In? | AST SpaceMobile (ASTS) Could Benefit From A Major Telecom Industry Initiative,8.12,9.67,8849000448.0,125.175,18.37,16.94,41.1,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,145.33,32073447424,3.8,-10.6,-3.69,3.42,55.08,139.34,137.58,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,32.66,30.37,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,43.855,21435170816,12.8,,-8.75,17.83,61.36,39.75,38.37,True,True,True,BULLISH TREND,False,56.88,NEUTRAL,5,"Southwest eliminated free checked bags — here's how you can still get the perk | Southwest limited-time offer: Earn up to 90,000 Rapid Rewards points before your summer vacation | Yes, Airfares Are Rising—But Airline Executives Say That Isn't Stopping You From Flying",29.24,9.69,-372375008.0,93.033,10.06,2.83,41.0,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,141.45,19969679360,-1.0,8.9,-39.24,-10.84,35.8,188.99,220.82,False,False,False,NO CLEAR ENTRY,False,42.83,NEUTRAL,5,"3 Reasons to Sell CHTR and 1 Stock to Buy Instead | Charter Communications Stock Outlook: Is Wall Street Bullish or Bearish? | Charter Communications Eyes Cash Flow Lift as Network Upgrades, Cox Deal Advance",3.83,3.2,2403624960.0,459.525,27.5,9.03,40.98,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,32.375,41528512512,7.4,-17.9,-11.76,-1.86,49.02,33.25,36.69,False,False,False,NO CLEAR ENTRY,False,61.58,POSITIVE,5,Why Is Chipotle (CMG) Down 4.6% Since Last Earnings Report? | Chipotle's menu adds a trendy ingredient | How Chipotle’s rewards relaunch extends reach of its marketing flywheel,29.7,23.83,1087909760.0,217.885,49.23,11.96,40.83,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,170.6925,28491962368,0.6,14.5,-8.24,-7.57,30.06,182.58,173.09,False,False,True,NO CLEAR ENTRY,False,62.75,POSITIVE,5,Why Investors Should Add Atmos Energy to Their Portfolio Right Now? | 4 Defensive Stocks to Take Refuge in as Consumer Confidence Tanks | Atmos (ATO) Upgraded to Buy: Here's Why,21.02,19.03,-2210371840.0,64.588,9.6,27.58,40.82,IGNORE
NSC,https://www.tradingview.com/chart/?symbol=NSC,Norfolk Southern Corporation,Industrials,304.03,68283314176,0.2,-26.6,-3.82,-2.17,43.49,302.66,292.02,True,True,True,BULLISH TREND,False,46.6,NEUTRAL,5,"Brookfield Infrastructure Could Quietly Cash In on the Coming Rail Megamerger | How rail mega-merger moved ahead, and STB avoided making history | Stocks to Watch Recap: Snowflake, Union Pacific, Hormel Foods",25.59,22.49,1298749952.0,111.586,17.61,21.91,40.43,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,79.76,12399136768,2.7,-34.8,-4.04,5.1,45.34,74.38,74.4,True,True,False,BULLISH TREND,False,51.25,NEUTRAL,5,Why Is Stanley Black & Decker (SWK) Up 1.4% Since Last Earnings Report? | Q1 Earnings Outperformers: Stanley Black & Decker (NYSE:SWK) And The Rest Of The Professional Tools and Equipment Stocks | 3 Reasons to Avoid SWK and 1 Stock to Buy Instead,32.69,12.86,842187520.0,77.606,4.17,2.44,40.3,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,197.35,46220525568,11.0,-19.5,-13.94,-2.71,77.34,203.01,192.2,False,True,True,WATCH - OVERBOUGHT,False,70.43,POSITIVE,5,2 S&P 500 Stocks to Target This Week and 1 We Brush Off | Is Cardinal Health (CAH) a Great Value Stock Right Now? | Is Cardinal (CAH) a Buy as Wall Street Analysts Look Optimistic?,30.08,16.48,4849999872.0,,,0.62,40.13,IGNORE
MRK,https://www.tradingview.com/chart/?symbol=MRK,"Merck & Co., Inc.",Healthcare,118.76,293291655168,4.9,,-1.47,7.03,66.34,116.04,102.15,True,True,True,BULLISH TREND,False,40.62,NEUTRAL,5,Can MRK's New Drugs & Pipeline Aid Long-Term Growth Post Keytruda LOE? | Is Merck & Co. Stock Outperforming the S&P 500? | How Investors Are Reacting To Exelixis (EXEL) Expanding Beyond CABOMETYX With New Colorectal Cancer Trials,33.45,12.42,14049250304.0,106.936,18.94,13.59,39.95,IGNORE
AEE,https://www.tradingview.com/chart/?symbol=AEE,Ameren Corporation,Utilities,108.18,29938989056,3.7,19.6,-3.53,-2.79,46.91,110.36,104.39,False,True,True,NO CLEAR ENTRY,False,57.43,NEUTRAL,5,"The Bull Case For Ameren (AEE) Could Change Following New Midwest High-Voltage Grid Project Win | Google commits $15 billion to Missouri expansion with new data center project (GOOG) | Here Are Thursday’s Top Wall Street Analyst Research Calls: DraftKings, ETSY, GE Healthcare, Golar LNG, Mastec, Medtronic, Mobileye Global, Occidental Petroleum, and More",19.46,18.64,-1869374976.0,155.674,11.75,17.83,39.89,IGNORE
NI,https://www.tradingview.com/chart/?symbol=NI,NiSource Inc.,Utilities,46.47,22279540736,8.2,6.0,-0.61,-2.94,47.86,47.06,43.73,False,True,True,NO CLEAR ENTRY,False,61.47,POSITIVE,5,Is NiSource (NI) Pricing Look Stretched After 27.5% One Year Share Price Rise? | Will Strong Q1 Results and New Debt Financing Shift NiSource's (NI) Regulated Infrastructure Narrative? | ENGIY or NI: Which Is the Better Value Stock Right Now?,23.12,20.73,-1562412544.0,140.908,9.11,14.1,39.77,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,156.775,43390152704,-2.8,-24.1,21.91,4.03,69.1,143.57,125.77,True,True,True,BULLISH TREND,False,55.7,NEUTRAL,5,2 Major Regional Bank Stocks to Buy on Favorable Industry Trends | Q1 Earnings Highs And Lows: State Street (NYSE:STT) Vs The Rest Of The Custody Bank Stocks | Regional Banks or Megabanks? These ETFs Make Very Different Bets on the Sector,15.92,11.35,,,11.26,21.3,39.76,IGNORE
GIS,https://www.tradingview.com/chart/?symbol=GIS,"General Mills, Inc.",Consumer Defensive,34.2051,18254620672,2.2,-14.5,-22.91,-0.77,45.46,35.0,42.96,False,False,False,NO CLEAR ENTRY,False,52.41,NEUTRAL,5,Market Crash: This Dividend Stock Becomes a No-Brainer Buy at a Discount | General Mills Extends Ornaments Licensing As Brand Reach Faces Market Pressure | Campbell Soup stock hasn't been this low in over 30 years,8.36,10.59,2263375104.0,217.629,23.59,12.05,39.74,IGNORE
MELI,https://www.tradingview.com/chart/?symbol=MELI,"MercadoLibre, Inc.",Consumer Cyclical,1699.26,86147694592,49.0,-15.6,-4.37,-3.83,57.71,1725.25,2026.44,False,False,False,NO CLEAR ENTRY,False,50.55,NEUTRAL,5,"Jim Cramer and Larry Williams Just Spotted a $85 Billion Contrarian Buy With Only 10% Bullish Sentiment | JPMorgan Cuts MercadoLibre (MELI) Price Target after Earnings, Sees Margin Pressure Ahead | 3 Growth Stocks to Buy and Hold Forever",44.94,28.98,-4104624896.0,169.977,31.26,6.04,39.69,IGNORE
BDX,https://www.tradingview.com/chart/?symbol=BDX,"Becton, Dickinson and Company",Healthcare,148.825,41007300608,5.2,,-15.16,2.42,48.8,151.55,153.44,False,False,False,NO CLEAR ENTRY,False,52.86,NEUTRAL,5,"Here’s Hinde Group’s Updates on Becton, Dickinson and Company (BDX) | How Abbott's Diagnostics Unit Is Shaping Up Through the Rest of 2026 | BD Sharpens Urology And Infection Prevention Focus As Valuation Lags Targets",25.97,11.1,4531250176.0,71.599,6.67,5.12,39.63,IGNORE
HD,https://www.tradingview.com/chart/?symbol=HD,"The Home Depot, Inc.",Consumer Cyclical,319.02,318100144128,4.8,-4.3,-13.39,-1.17,51.4,324.75,361.61,False,False,False,NO CLEAR ENTRY,False,63.73,POSITIVE,5,"2 Mega-Cap Stocks on Our Buy List and 1 We Find Risky | Which retail giant — Walmart, Costco, or Best Buy — is built to win 2026? | Home Depot Stock: Is HD Underperforming the Consumer Discretionary Sector?",22.67,19.81,10128249856.0,459.356,128.38,8.41,39.2,IGNORE
