Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
MU,https://www.tradingview.com/chart/?symbol=MU,"Micron Technology, Inc.",Technology,983.0,1110193471488.0,345.7,1368.5,104.09,-6.52,50.76,952.05,498.2,True,True,True,BUY THE DIP,False,49.56,NEUTRAL,5.0,Why Micron Stock Popped Today | Stock Market Today: Nasdaq Pounded As Oil Surges; Honeywell Crosses Trendline (Live Coverage) | Micron vs. SK Hynix: Which Is the Better Memory Stock to Buy?,22.22,6.39,7639499776.0,6.33,66.64,55.91,93.76,BUY SIGNAL
GEHC,https://www.tradingview.com/chart/?symbol=GEHC,GE HealthCare Technologies Inc.,Healthcare,61.465,27959922688.0,7.4,-30.9,-12.05,-3.54,34.98,63.54,73.28,False,False,False,NO CLEAR ENTRY,False,61.52,POSITIVE,5.0,GEHC Launches MIM Anyware for Secure Remote Imaging Collaboration | GE Aerospace Faces a Prove-It Moment in Q2 Earnings | GEHC Stock Up on $500M Strategic Care Alliance With Catholic Health,14.74,11.46,1483624960.0,97.055,19.46,9.1,46.97,IGNORE
HII,https://www.tradingview.com/chart/?symbol=HII,"Huntington Ingalls Industries, Inc.",Industrials,284.22,11199413248.0,13.4,0.0,-22.88,0.26,41.95,295.55,344.75,False,False,False,NO CLEAR ENTRY,False,51.28,NEUTRAL,5.0,"Analysts Estimate Huntington Ingalls (HII) to Report a Decline in Earnings: What to Look Out for | LANL nuke waste cleanup contractor's ex-employees allege safety lapses, retaliation | Is Lockheed Martin Expanding Its Presence in the Submarine Market?",18.47,14.09,634124992.0,56.946,12.2,4.71,46.95,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,22.96,159533842432.0,2.3,6.0,-11.19,2.01,84.44,22.69,24.67,True,False,False,WATCH - OVERBOUGHT,False,62.62,POSITIVE,5.0,"Earnings live: Google stock drops on capex concerns, ServiceNow pops | Nvidia, Tesla, SpaceX, Alphabet, Lockheed, AT&T, and More Stocks That Explain Today’s Market | T-Mobile Falls Despite Earnings Beat. CEO Shoots Down Expanded Starlink Deal.",7.58,8.94,11957250048.0,126.821,18.34,16.94,46.91,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,168.98,56977092608.0,43.4,,2.96,4.06,72.67,154.71,164.96,True,True,False,WATCH - OVERBOUGHT,False,65.44,POSITIVE,5.0,Turn The VST Shares You Own Into A 16% Income Stream | Vistra (VST) Could Be 26% Below Fair Value On Power Demand Optimism | Wall Street Analysts Think Vistra (VST) Could Surge 34.12%: Read This Before Placing a Bet,28.21,15.64,-164124992.0,366.613,42.9,11.53,46.74,IGNORE
CHRW,https://www.tradingview.com/chart/?symbol=CHRW,"C.H. Robinson Worldwide, Inc.",Industrials,205.64,24239411200.0,-0.8,9.9,12.3,14.99,71.04,185.68,169.86,True,True,True,WATCH - OVERBOUGHT,False,61.81,POSITIVE,5.0,C.H. Robinson to Report Q2 Earnings: What's in the Cards? | C.H. Robinson Worldwide (CHRW) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | 1 Profitable Stock with Impressive Fundamentals and 2 We Brush Off,41.71,27.62,642142272.0,96.501,34.84,3.7,46.74,IGNORE
DIS,https://www.tradingview.com/chart/?symbol=DIS,The Walt Disney Company,Communication Services,93.25,161929691136.0,6.5,-29.8,-9.34,-9.24,28.93,99.53,104.21,False,False,False,NO CLEAR ENTRY,False,53.7,NEUTRAL,5.0,"The Big Question Hanging Over Netflix Stock | Paramount Skydance Wins EU Approval for Warner Bros. Discovery Deal After Offering This Key Concession— but US Hurdles Loom | Comcast's Peacock records first ever profit on World Cup, 'Love Island USA' boost",14.92,12.49,3751375104.0,41.069,11.01,11.54,46.6,IGNORE
MCD,https://www.tradingview.com/chart/?symbol=MCD,McDonald's Corporation,Consumer Cyclical,262.04,186180960256.0,9.4,6.9,-12.8,-3.54,27.35,275.26,298.38,False,False,False,NO CLEAR ENTRY,False,43.19,NEUTRAL,5.0,"McDonald's (MCD) Faces Stubborn Price Sensitive Traffic Despite Lower Gas Prices | These 4 Dividend Stocks Are Money-Printing Machines | Why Did PEGA, ISRG, MCD Stocks Plunge To 52-Week Lows Today?",21.62,18.55,5952249856.0,,,31.62,46.56,IGNORE
LITE,https://www.tradingview.com/chart/?symbol=LITE,Lumentum Holdings Inc.,Technology,836.22,65057914880.0,90.1,,-1.26,1.0,61.4,858.88,585.23,False,True,True,NO CLEAR ENTRY,False,67.25,POSITIVE,5.0,Lumentum and 5 Other Stocks Set to Win From Big Tech’s AI Spending Spree | Lumentum Holdings' Quarterly Earnings Preview: What You Need to Know | NVIDIA is Acquiring ‘Dark Fiber’ Across the United States. Here’s Why That’s a Big Deal.,148.27,45.55,93350000.0,111.445,22.83,17.68,46.53,IGNORE
CL,https://www.tradingview.com/chart/?symbol=CL,Colgate-Palmolive Company,Consumer Defensive,89.515,71628947456.0,8.4,-5.9,7.53,-1.53,37.93,90.0,84.6,False,True,True,NO CLEAR ENTRY,False,43.86,NEUTRAL,5.0,"Are Options Traders Betting on a Big Move in Colgate-Palmolive Stock? | What to Expect From Colgate-Palmolive's Next Quarterly Earnings Report | China cuts Iranian oil purchases by 40%, Bessentsays",34.7,22.09,3319500032.0,1640.535,363.58,10.04,46.41,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,131.325,69114535936.0,-8.9,19.7,3.75,12.46,72.6,118.36,114.0,True,True,True,WATCH - OVERBOUGHT,False,47.98,NEUTRAL,5.0,"The Two Divergent Futures Priced Into Caterpillar Stock | Exploring Analyst Estimates for Paccar (PCAR) Q2 Earnings, Beyond Revenue and EPS | CAT Earns Its Premium Over Peers. Now What?",26.91,19.16,1481787520.0,76.163,13.11,8.91,46.29,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,77.24,13376015360.0,-3.0,-91.0,12.73,4.39,46.85,77.24,74.89,False,True,True,NO CLEAR ENTRY,False,55.22,NEUTRAL,5.0,Solventum’s Q2 2026 Earnings: What to Expect | 3M investors are still waiting for a more 'consistent' growth story | 2 S&P 500 Stocks to Own for Decades and 1 We Question,9.45,10.9,377500000.0,106.48,34.79,17.33,46.02,IGNORE
SNPS,https://www.tradingview.com/chart/?symbol=SNPS,"Synopsys, Inc.",Technology,373.52,71521353728.0,41.9,-96.0,-25.42,-19.06,22.82,461.01,452.15,False,False,True,NO CLEAR ENTRY,False,60.67,POSITIVE,5.0,ADSK Stock: Where Compounding Could Take The Price | Does This Dip In Cadence Design Systems Stock Signal An Opening? | Buy the dip in EDA stocks as Kimi K3 boosts agentic AI thesis: Mizuho,85.28,21.62,3538958592.0,35.574,3.82,8.91,46.0,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,131.325,8792456192.0,-1.5,17.3,-11.63,1.66,45.48,145.13,186.89,False,False,False,NO CLEAR ENTRY,False,55.61,NEUTRAL,5.0,SoundHound AI (SOUN) Stock Could Trade At A Premium Despite Gartner Recognition | Why Gartner Stock Swooned in the First Half of 2026 | Datadog (DDOG) Stock Looks Fairly Valued With Sales Still Looking Rich,12.98,8.58,1064192896.0,5293.41,94.88,11.44,45.95,IGNORE
DASH,https://www.tradingview.com/chart/?symbol=DASH,"DoorDash, Inc.",Consumer Cyclical,170.7327,74391429120.0,33.1,-6.1,-3.54,-0.46,31.1,170.6,193.62,True,False,False,NO CLEAR ENTRY,False,58.48,NEUTRAL,5.0,"Amazon Workers on Food Stamps Nearly Tripled, While Company Spends $200 Billion on AI | Washington Eyes Chinese AI Models as U.S. Usage Nears 60% | Domino’s Shrugs Off Mixed Q2 Results, Promises Better Days Ahead",80.92,21.98,2295624960.0,32.194,9.92,6.29,45.83,IGNORE
TAP,https://www.tradingview.com/chart/?symbol=TAP,Molson Coors Beverage Company,Consumer Defensive,40.04,7509556736.0,2.0,35.6,-4.53,0.83,51.25,40.19,43.91,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5.0,"Will Molson Coors (TAP) Beat Estimates Again in Its Next Earnings Report? | Portfolio Diversification and Premiumization Fuel Molson Coors' Outlook | Consumer Staple Companies Likely Saw Another 'Tricky' Quarter, UBS Says",,8.05,774062528.0,62.567,-18.08,-18.85,45.75,IGNORE
COO,https://www.tradingview.com/chart/?symbol=COO,"The Cooper Companies, Inc.",Healthcare,69.905,13633615872.0,7.9,,7.63,5.68,37.75,66.67,73.01,True,False,False,NO CLEAR ENTRY,False,60.45,POSITIVE,5.0,1 Profitable Stock to Research Further and 2 We Turn Down | Reasons to Retain Cooper Companies Stock in Your Portfolio for Now | 2 Momentum  Stocks to Consider Right Now and 1 We Turn Down,59.24,13.97,424275008.0,33.093,2.85,5.57,45.74,IGNORE
NOC,https://www.tradingview.com/chart/?symbol=NOC,Northrop Grumman Corporation,Industrials,530.96,75429789696.0,5.1,-5.8,-9.25,3.46,39.72,535.95,605.24,False,False,False,NO CLEAR ENTRY,False,62.85,POSITIVE,5.0,"Lockheed Q2 Earnings Beat Estimates, Sales Increase Year Over Year | Northrop Grumman (NOC) Stock May Be A Bargain Following Raised Outlook | Is Northrop Grumman (NOC) Undervalued As Earnings Beat And Guidance Rise?",16.65,17.49,2478000128.0,95.348,26.96,10.48,45.63,IGNORE
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,117.64,13873831936.0,32.7,,-38.94,-21.56,18.47,152.14,151.21,False,False,True,NO CLEAR ENTRY,False,55.79,NEUTRAL,5.0,BASF Expands Specialty Emollients Capacity With New Dusseldorf Plant | Albemarle (ALB) Rises As Market Takes a Dip: Key Facts | Do Rising Earnings Estimates Reframe Albemarle’s (ALB) Lithium Strategy as Discipline or Cyclicality?,,9.4,716711744.0,19.845,-1.82,-4.24,45.46,IGNORE
PSX,https://www.tradingview.com/chart/?symbol=PSX,Phillips 66,Energy,206.9,82953453568.0,6.9,-56.8,27.97,21.46,77.85,181.79,156.26,True,True,True,WATCH - OVERBOUGHT,False,50.0,ERROR,0.0,,20.42,11.29,-1134499968.0,91.385,14.55,3.07,45.45,IGNORE
FDX,https://www.tradingview.com/chart/?symbol=FDX,FedEx Corporation,Industrials,314.805,74476937216.0,12.5,-4.3,-0.14,-0.77,51.7,318.73,270.98,False,True,True,NO CLEAR ENTRY,False,53.47,NEUTRAL,5.0,"FedEx (FDX) Up 1.3% Since Last Earnings Report: Can It Continue? | Zacks Industry Outlook Highlights United Parcel Service, FedEx and GXO Logistics | Is FDXF Stock a Buy With Growth Targets Amid High Debt and Macro Risks",16.97,15.36,5656625152.0,135.697,14.85,4.68,45.38,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,170.42,184429314048.0,10.6,-12.0,-9.72,-7.67,43.69,184.81,198.95,False,False,False,NO CLEAR ENTRY,False,58.65,NEUTRAL,5.0,Intel earnings loom as investors watch jobs data and corporate results | T-Mobile Falls 5.7% Despite EPS Beat and 8% Revenue Growth | T-Mobile US Inc (TMUS) Q2 2026 Earnings Call Highlights: Strong Growth in Service Revenue and ...,18.11,11.85,11147374592.0,218.569,18.02,11.65,45.29,IGNORE
KR,https://www.tradingview.com/chart/?symbol=KR,The Kroger Co.,Consumer Defensive,55.48,33989670912.0,2.2,13.2,-19.29,-2.75,38.49,61.32,64.98,False,False,False,NO CLEAR ENTRY,False,58.64,NEUTRAL,5.0,"Why Kohl's (KSS) Shares Are Plunging Today | Kroger Offers the Cheapest Store-Brand Grocery Basket Among Four Major Chains, Study Finds | Kroger supermarkets land exclusive Coca-Cola soda",32.44,10.01,2994500096.0,373.449,13.78,0.71,45.29,IGNORE
COR,https://www.tradingview.com/chart/?symbol=COR,"Cencora, Inc.",Healthcare,303.04,58959785984.0,3.8,128.3,-2.46,7.81,55.97,281.99,323.56,True,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5.0,Bet on 5 Top-Ranked Stocks With Rising P/E | Cencora Earnings Preview: What to Expect | Health Insurance Providers Stocks Q1 In Review: Cencora (NYSE:COR) Vs Peers,23.22,15.29,-318246112.0,420.985,107.13,0.78,45.1,IGNORE
CMS,https://www.tradingview.com/chart/?symbol=CMS,CMS Energy Corporation,Utilities,73.965,22849239040.0,11.6,8.9,-2.72,-1.81,31.94,74.01,73.33,False,True,True,NO CLEAR ENTRY,False,62.46,POSITIVE,5.0,"PG&E Q2 Earnings Surpass Estimates, Revenues Increase Y/Y | NorthWestern (NWE) Reports Next Week: Wall Street Expects Earnings Growth | Earnings Preview: CMS Energy (CMS) Q2 Earnings Expected to Decline",20.43,17.73,-2161625088.0,189.842,10.37,12.55,45.1,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,178.6,29811881984.0,0.6,14.5,-4.37,4.39,53.03,173.9,174.92,True,True,False,BULLISH TREND,False,55.46,NEUTRAL,5.0,What You Need to Know Ahead of Atmos Energy's Earnings Release | Atmos Energy (ATO) Stock Looks About Right With 102% Returned | Is Atmos Energy (ATO) Cheap After Rising Earnings Expectations?,22.0,19.8,-2210371840.0,64.588,9.6,27.58,45.04,IGNORE
CMCSA,https://www.tradingview.com/chart/?symbol=CMCSA,Comcast Corporation,Communication Services,22.665,80964567040.0,5.3,-32.6,-27.39,0.76,37.84,23.73,26.49,False,False,False,NO CLEAR ENTRY,False,49.74,NEUTRAL,5.0,"Comcast's Q2 Earnings Surpass Estimates, Revenues Decrease Y/Y | Comcast quarterly earnings beat as company advances NBCUniversal and Sky separation | Comcast Stock Is Trapped Between Strong Earnings and Bleeding Broadband",4.44,6.16,4013125120.0,106.858,20.92,15.0,45.03,IGNORE
PNR,https://www.tradingview.com/chart/?symbol=PNR,Pentair plc,Industrials,61.87,9998534656.0,2.6,13.0,,,,,,False,False,False,ERROR,False,36.44,NEGATIVE,5.0,Pentair Gears Up to Report Q2 Earnings: What's in Store for the Stock? | Earnings Preview: Pentair plc (PNR) Q2 Earnings Expected to Decline | Major water company in distress as pool business collapses,15.55,11.62,574212480.0,54.634,17.61,15.97,44.97,IGNORE
NSC,https://www.tradingview.com/chart/?symbol=NSC,Norfolk Southern Corporation,Industrials,347.505,78047535104.0,0.2,-26.6,8.58,14.54,73.21,316.75,298.97,True,True,True,WATCH - OVERBOUGHT,False,67.68,POSITIVE,5.0,"These Three Railroad Stocks Hit Fresh 52-Week Highs Today – What’s Got Investors Buzzing? | Norfolk Southern Q2 Earnings Beat on Record Revenue and Volume Growth | Norfolk, Union Pacific Top Second-Quarter Views on Strong Freight Demand, Higher Fuel Surcharges",29.25,25.1,1298749952.0,111.586,17.61,21.91,44.71,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,79.6925,72078000128.0,1.9,-26.2,1.71,0.94,60.08,78.9,76.19,True,True,True,BULLISH TREND,False,59.37,NEUTRAL,5.0,"TSLA vs. GM: Which Stock Holds an Upper Hand Post Q2 Earnings? | General Motors analyst sets new stock price target after earnings | Top Midday Stories: Alphabet Doubles Q2 Capital Spending; Tesla Reports Earnings Decline, Negative Free Cash Flow",35.58,5.48,21933750272.0,202.341,3.16,1.05,44.7,IGNORE
SO,https://www.tradingview.com/chart/?symbol=SO,The Southern Company,Utilities,96.6,108897288192.0,8.0,-0.8,4.18,1.76,45.41,94.17,91.84,True,True,True,BULLISH TREND,False,59.92,NEUTRAL,5.0,Turn The VST Shares You Own Into A 16% Income Stream | Vinson & Elkins Advises Georgia Power in 3.2GW OpenAI Data Center | Southern Co. (SO) Earnings Expected to Grow: What to Know Ahead of Next Week's Release,24.71,19.65,-3950000128.0,190.431,10.99,14.46,44.69,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,98.13,65570484224.0,9.1,,-15.94,-11.02,25.8,105.58,113.97,False,False,False,NO CLEAR ENTRY,False,59.46,NEUTRAL,5.0,"Armstrong World to Post Q2 Earnings: What's in Store for the Stock? | 5 Construction Stocks Poised to Beat This Earnings Season | PulteGroup Q2 Earnings & Revenues Beat Estimates, New Orders Up Y/Y",18.21,14.68,786124992.0,83.227,15.81,9.64,44.61,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,111.03,12607891456.0,4.3,-35.0,-21.62,1.94,34.82,119.04,160.71,False,False,False,NO CLEAR ENTRY,False,47.5,NEUTRAL,5.0,"Lululemon (LULU) Stock Could Be Reasonable After Recycling Supply Bet | Lululemon, MAS back $30m Syntetica funding to advance mixed nylon recycling | Here's Why Lululemon (LULU) Fell More Than Broader Market",8.99,9.85,1133960960.0,44.264,32.03,13.03,44.6,IGNORE
MGM,https://www.tradingview.com/chart/?symbol=MGM,MGM Resorts International,Consumer Cyclical,45.215,11568313344.0,4.2,-5.9,16.11,-3.63,28.41,45.01,37.81,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5.0,V.F. Corp. Set to Report Q1 Earnings: What Investors Should Expect | Reynolds Consumer Products to Post Q2 Earnings: Key Things to Note | Whirlpool's Q2 Earnings Coming Up: Here's What You Should Know,61.94,20.49,528360256.0,951.186,13.49,1.03,44.6,IGNORE
SW,https://www.tradingview.com/chart/?symbol=SW,Smurfit Westrock Plc,Consumer Cyclical,43.71,22924322816.0,0.7,-83.6,10.63,-1.47,41.55,42.48,40.54,True,True,True,BULLISH TREND,False,48.72,NEUTRAL,5.0,How Investors May Respond To Smurfit Westrock (SW) Lowered EPS Forecasts Despite Rising Revenue | Smurfit Westrock (SW) Could Be 17% Undervalued On Earnings Reset Bets | Analysts Estimate Smurfit Westrock (SW) to Report a Decline in Earnings: What to Look Out for,60.71,13.0,1360249984.0,78.831,2.11,1.22,44.4,IGNORE
BAX,https://www.tradingview.com/chart/?symbol=BAX,Baxter International Inc.,Healthcare,21.545,11127324672.0,2.9,,17.09,7.19,41.26,20.41,19.5,True,True,True,BULLISH TREND,False,41.84,NEUTRAL,5.0,Earnings Preview: Baxter International (BAX) Q2 Earnings Expected to Decline | 1 S&P 500 Stock for Long-Term Investors and 2 We Find Risky | 3 Reasons to Avoid BAX and 1 Stock to Buy Instead,,10.74,900875008.0,161.021,-15.01,-9.7,44.05,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,100.38,174843199488.0,13.0,-47.5,9.32,11.67,61.94,90.35,107.7,True,False,False,NO CLEAR ENTRY,False,61.95,POSITIVE,5.0,"Abbott Laboratories (ABT) Earnings Drew Fresh Attention, Is It Still Below Fair Value? | Why BSX Stock Hands You So Much Cash Right Now | Johnson & Johnson vs Abbott Laboratories: Two Healthcare Giants on Opposite Trajectories",32.49,16.55,,64.773,,11.65,43.91,IGNORE
SRE,https://www.tradingview.com/chart/?symbol=SRE,Sempra,Utilities,93.44,61082419200.0,-3.9,13.7,0.97,1.97,51.69,91.53,90.88,True,True,True,BULLISH TREND,False,55.98,NEUTRAL,5.0,"Bloom Energy Set to Report Q2 Earnings: Buy, Sell or Hold the Stock? | Sempra's Quarterly Earnings Preview: What You Need to Know | The Peer-Group Mispricing Sitting On VG Stock",31.78,16.88,-28243374080.0,85.267,5.69,14.43,43.88,IGNORE
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,25.415,34809634816.0,5.3,-6.5,-4.05,-11.51,28.62,27.28,27.8,False,False,False,NO CLEAR ENTRY,False,52.88,NEUTRAL,5.0,Truist cuts Norwegian Cruise Line to Hold on rising promotional activity | Carnival (CCL) Down 9.7% Since Last Earnings Report: Can It Rebound? | Is Carnival Rewriting the Cruise Industry's Growth Playbook?,11.45,9.66,1899374976.0,201.556,26.69,11.24,43.78,IGNORE
AVB,https://www.tradingview.com/chart/?symbol=AVB,"AvalonBay Communities, Inc.",Real Estate,190.065,27001333760.0,2.1,-41.3,10.66,5.27,43.04,186.18,176.7,True,True,True,BULLISH TREND,False,53.4,NEUTRAL,5.0,"AvalonBay Q2 FFO Beats Estimates on Same-Store Gains, '26 Views Raised | AvalonBay (AVB) Reports Q2 Earnings: What Key Metrics Have to Say | AvalonBay Communities (AVB) Beats Q2 FFO and Revenue Estimates",23.55,39.01,,73.8,8.49,33.33,43.47,IGNORE
CNP,https://www.tradingview.com/chart/?symbol=CNP,"CenterPoint Energy, Inc.",Utilities,44.055,28819435520.0,1.9,6.7,2.58,1.28,46.06,42.98,40.95,True,True,True,BULLISH TREND,False,56.2,NEUTRAL,5.0,OGE Energy (OGE) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | CenterPoint Energy (CNP) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | 4 Stocks That Recently Hiked Dividends Amid Geopolitical Tensions,26.38,21.13,-4945375232.0,215.591,9.56,11.38,43.45,IGNORE
EIX,https://www.tradingview.com/chart/?symbol=EIX,Edison International,Utilities,80.045,30800830464.0,7.7,-63.2,15.15,11.04,73.2,72.61,64.88,True,True,True,WATCH - OVERBOUGHT,False,51.45,NEUTRAL,5.0,"Rogers Communications Q2 Earnings Beat Estimates, Revenues Rise Y/Y | Edison International (EIX) Earnings Expected to Grow: Should You Buy? | AI Power Demand Continues to Surge: 5 Highest Yielding Utility Stocks You Can Hold for Decades",8.7,12.29,-1134000000.0,226.101,18.86,18.12,43.42,IGNORE
ODFL,https://www.tradingview.com/chart/?symbol=ODFL,"Old Dominion Freight Line, Inc.",Industrials,229.71,47772397568.0,-2.9,-4.2,3.24,5.57,61.46,223.39,185.36,True,True,True,BULLISH TREND,False,57.53,NEUTRAL,5.0,"What Makes Old Dominion Freight Line (ODFL) a Strong Momentum Stock: Buy Now? | Old Dominion Freight Line (ODFL) Heads Toward Earnings, Is The Stock Already Fully Valued? | Is FDXF Stock a Buy With Growth Targets Amid High Debt and Macro Risks",47.86,35.43,861986240.0,0.909,23.33,18.46,43.3,IGNORE
EXC,https://www.tradingview.com/chart/?symbol=EXC,Exelon Corporation,Utilities,47.195,48290308096.0,7.9,-0.3,1.9,1.23,45.64,45.81,45.6,True,True,True,BULLISH TREND,False,56.49,NEUTRAL,5.0,Exelon (EXC) Earnings Expected to Grow: What to Know Ahead of Next Week's Release | Exelon (EXC) Upgraded to Buy: Here's What You Should Know | EXC or PNW: Which Is the Better Value Stock Right Now?,17.29,15.53,-2807749888.0,174.794,9.76,11.21,43.17,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,26.795,10941891584.0,22.5,,-28.32,-11.45,36.29,31.13,50.26,False,False,False,NO CLEAR ENTRY,False,55.48,NEUTRAL,5.0,"Roper Q2 Earnings Top Estimates, Application Software Sales Up Y/Y | 1 S&P 500 Stock with Solid Fundamentals and 2 We Ignore | CFOs On the Move: Week ending July 17",382.79,15.09,202200000.0,14.35,0.3,0.73,42.59,IGNORE
TSLA,https://www.tradingview.com/chart/?symbol=TSLA,"Tesla, Inc.",Consumer Cyclical,319.69,1200667361280.0,25.5,-3.0,-15.04,-16.23,28.97,404.97,415.41,False,False,False,NO CLEAR ENTRY,False,51.47,NEUTRAL,5.0,'Magnificent 7' stocks erase $797 billion in market value in worst day since April 2025 | Elon Musk and Tesla's next big engineering challenge? Thumbs. | IBM may be caught up in latest bout of AI volatility: 'Don't concentrate in any one theme',296.01,142.48,4706999808.0,10.674,4.67,3.67,42.27,IGNORE
XOM,https://www.tradingview.com/chart/?symbol=XOM,ExxonMobil Holdings Corporation,Energy,156.89,650300751872.0,2.6,-43.4,6.07,12.28,82.23,146.37,136.68,True,True,True,WATCH - OVERBOUGHT,False,59.91,NEUTRAL,5.0,Insurers Flock to Oil Projects Outside the Middle East | HDV Delivers 3.1% Yield While Beating SPY Year to Date by 9 Points | Why Oil Stocks Are a Portfolio’s Best Friend,26.37,14.63,11630499840.0,18.261,9.87,7.76,42.04,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,109.035,13715018752.0,3.7,-7.6,-25.87,2.76,50.73,115.06,161.34,False,False,False,NO CLEAR ENTRY,False,47.52,NEUTRAL,5.0,Leidos (LDOS) Stock Drops Despite Market Gains: Important Facts to Note | Leidos (LDOS) Stock Looks Cheap On Value Checks But Weak On Returns | Leidos Holdings (LDOS) Partners On Defence Logistics As Fair Value Narrative Stays In Focus,9.98,8.31,1194749952.0,137.125,30.58,8.15,41.6,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,125.56,19672535040.0,-1.0,8.9,-48.07,-4.7,32.57,136.95,196.25,False,False,False,NO CLEAR ENTRY,False,50.52,NEUTRAL,5.0,"Comcast (CMCSA) Q2 Earnings and Revenues Surpass Estimates | Intel Earnings, New Home Sales: What to Watch the Rest of the Week | Earnings To Watch: Charter (CHTR) Reports Q2 Results Tomorrow",3.4,2.82,2403624960.0,459.525,27.5,9.03,41.59,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,24.995,142457618432.0,5.4,-10.1,-4.73,1.11,59.49,25.17,25.33,False,False,False,NO CLEAR ENTRY,False,49.03,NEUTRAL,5.0,PFE's Talzenna sNDA Gets FDA Priority Tag in Wider Prostate Cancer Use | Verizon Was Booted From the Dow – 5 Dividend Giants Got the Same Treatment and Eventually Soared | Big Pharma Is Buying Growth. Novartis (NVS) Is Betting on Its Pipeline,19.08,8.82,12376625152.0,71.602,8.31,11.83,41.52,IGNORE
MAA,https://www.tradingview.com/chart/?symbol=MAA,"Mid-America Apartment Communities, Inc.",Real Estate,132.29,15785720832.0,0.8,-31.5,6.21,-0.05,29.84,132.85,129.1,False,True,True,NO CLEAR ENTRY,False,70.7,POSITIVE,5.0,Equity Residential (EQR) Q2 FFO Top Estimates | Earnings Preview: What To Expect From Mid-America Apartment Communities' Report | Citizens Highlights Mid-America Apartment Communities (MAA) on Strong Leasing Momentum and AI Strategy,40.09,40.34,909082496.0,99.825,6.71,17.6,41.31,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,297.73,55465594880.0,190.0,-6.1,-9.47,1.35,45.56,299.26,314.49,False,False,False,NO CLEAR ENTRY,False,60.59,POSITIVE,5.0,"RTX Q2 Earnings Outpace Estimates, Revenues Increase Y/Y | Is Ondas in Play? Potential Acquirers Eye This Autonomous-Defense Specialist. | GE Aerospace Rises 29.5% in a Year: Should You Buy the Stock Now or Wait?",32.33,21.84,,34.574,,10.37,41.25,IGNORE
Q,https://www.tradingview.com/chart/?symbol=Q,"Qnity Electronics, Inc.",Technology,138.66,29026973696.0,17.6,-21.7,-3.98,,,,,False,False,False,NO DATA,False,55.6,NEUTRAL,5.0,Earnings Preview: What to Expect From Qnity Electronics' Report | Can Qnity Electronics' Interconnect Solutions Sustain Momentum? | Can Qnity Electronics Sustain AI-Driven Semiconductor Growth?,44.59,28.4,702374976.0,60.756,7.48,13.13,41.1,IGNORE
EQR,https://www.tradingview.com/chart/?symbol=EQR,Equity Residential,Real Estate,68.13,26323795968.0,2.1,-40.5,9.88,4.78,40.64,66.73,61.86,True,True,True,BULLISH TREND,False,50.74,NEUTRAL,5.0,"Equity Residential Q2 FFO Beats Estimates, Coastal Demand Lifts Results | Equity Residential (EQR) Q2 Earnings: How Key Metrics Compare to Wall Street Estimates | Equity Residential (EQR) Q2 FFO Top Estimates",29.75,43.4,,78.679,8.02,27.97,41.06,IGNORE
