Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GEV,https://www.tradingview.com/chart/?symbol=GEV,GE Vernova Inc.,Industrials,1048.61,281782484992,16.3,1816.5,20.11,-6.39,39.0,996.07,744.54,True,True,True,HIGH CONVICTION DIP BUY,True,62.03,POSITIVE,5,"GE Vernova Turbine Milestone Raises Questions On Cash Flows And Dividends | Dow Jones Futures Rise After S&P 500, Nasdaq Hit Highs; 5 AI Stocks In Buy Areas | Why GE Vernova Stock Triumphed on Tuesday",30.61,42.78,9315624960.0,24.925,75.71,23.81,90.66,BUY SIGNAL
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,75.08,21398265856,69.2,-6.9,-11.09,-1.22,44.31,75.7,75.82,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"Omnicom Stock Outlook: Is Wall Street Bullish or Bearish? | Down 10.0% in 4 Weeks, Here's Why You Should You Buy the Dip in Omnicom (OMC) | Omnicom Reshapes PR Leadership As Data And Commerce Strategy Evolves",,6.04,5066650112.0,110.574,2.02,0.32,43.25,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,116.0,141322108928,-5.3,-20.2,3.0,-3.96,46.27,122.74,102.09,False,True,True,NO CLEAR ENTRY,False,76.75,POSITIVE,5,"Energy Stocks Are Secretly Better Than Treasuries. Here’s Why Bob Brackett Is Loading Up on Exxon and Chevron. | Update: Market Chatter: Exxon, ConocoPhillips Push for Safeguards Before Returning to Venezuela | Alaska’s Oil Revival Gains Momentum",19.66,12.67,5289124864.0,36.143,11.28,12.33,43.24,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,160.625,77388242944,7.6,-15.4,-13.54,-5.6,44.25,169.58,182.69,False,False,False,NO CLEAR ENTRY,False,54.35,NEUTRAL,5,Marsh ENEOS Deal Tests Acquisition Driven Growth In Japanese Insurance Market | Booz Allen Hamilton Set to Report Q4 Earnings: What's in the Cards? | 2 Services Stocks with Competitive Advantages and 1 We Brush Off,20.08,14.19,4965374976.0,151.634,27.57,14.26,43.2,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,106.055,70865969152,9.1,,-10.97,-8.77,35.06,109.19,115.21,False,False,False,NO CLEAR ENTRY,False,41.69,NEUTRAL,5,BP’s Ousted Chair Says He Was Fired Without Explanation | Dycom to Report Q1 Earnings: Here's What to Expect This Season | CRH (CRH) Appoints Company Veteran Aylwyn Bryan as New CFO,19.68,15.87,786124992.0,83.227,15.81,9.64,43.19,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,108.925,40142098432,6.2,12.9,-2.38,0.93,61.19,109.3,102.37,False,True,True,NO CLEAR ENTRY,False,63.22,POSITIVE,5,Top 3 Energy Dividend Stocks for Reliable Income in 2026 | Is It Time To Reassess Consolidated Edison (ED) After Its Recent Share Price Performance? | Will PPL Continue Raising Dividends for Long-Term Shareholders?,18.37,16.78,-833249984.0,106.177,8.73,12.52,43.11,IGNORE
DLTR,https://www.tradingview.com/chart/?symbol=DLTR,"Dollar Tree, Inc.",Consumer Defensive,93.41,18189301760,9.0,,-26.15,-4.68,43.39,100.19,109.43,False,False,False,NO CLEAR ENTRY,False,43.75,NEUTRAL,5,"Dollar Tree (DLTR) Reports Q1: Everything You Need To Know Ahead Of Earnings | Sector Update: Consumer Stocks Mixed Late Afternoon | Dollar Tree Cuts Prices on Select Groceries After Weak Shopper Reaction, Oppenheimer Says",15.73,12.68,1284562560.0,187.904,31.69,6.61,43.1,IGNORE
FANG,https://www.tradingview.com/chart/?symbol=FANG,"Diamondback Energy, Inc.",Energy,194.0,54574784512,4.2,-98.4,12.73,-0.69,49.98,194.79,160.87,False,True,True,NO CLEAR ENTRY,False,71.35,POSITIVE,5,Stocks Finish Mostly Higher on Iran Peace Progress | Winners And Losers Of Q1: Diamondback Energy (NASDAQ:FANG) Vs The Rest Of The U.S. Shale E&P Stocks | Diamondback Energy (FANG) Gains from Its High-Quality Acreage Position,197.96,11.15,1397250048.0,32.594,0.47,1.96,42.66,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,200.18,46883328000,11.0,-19.5,-12.46,-1.07,64.51,203.62,191.72,False,True,True,NO CLEAR ENTRY,False,70.43,POSITIVE,5,2 S&P 500 Stocks to Target This Week and 1 We Brush Off | Is Cardinal Health (CAH) a Great Value Stock Right Now? | Is Cardinal (CAH) a Buy as Wall Street Analysts Look Optimistic?,30.56,16.71,4849999872.0,,,0.62,42.53,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,32.365,13216433152,22.5,,-27.48,-10.69,39.91,37.27,61.38,False,False,False,NO CLEAR ENTRY,False,50.44,NEUTRAL,5,3 Reasons to Avoid CSGP and 1 Stock to Buy Instead | CoStar Data Highlights Shifting Office Yields And New Residential Insights | Are Wall Street Analysts Bullish on CoStar Group Stock?,462.36,18.0,202200000.0,14.526,0.3,0.73,42.19,IGNORE
MSTR,https://www.tradingview.com/chart/?symbol=MSTR,Strategy Inc,Technology,155.92,54744997888,11.9,,20.4,-7.85,31.48,155.42,210.13,True,False,False,NO CLEAR ENTRY,False,52.17,NEUTRAL,5,"Bitcoin falls to $75,000 as token decouples from tech rally | Strategy vs. TeraWulf: Which Bitcoin Stock Is a Safe Investment Bet? | Elon Musk’s SpaceX Bitcoin Holdings Could Eclipse Public Companies After IPO Despite Tiny Valuation Share, Grayscale Says",,34.94,-8699502592.0,18.094,-30.76,0.0,42.07,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,223.255,41451012096,6.1,,5.57,4.44,51.17,213.12,231.89,True,False,False,NO CLEAR ENTRY,False,65.57,POSITIVE,5,"Wall Street Analysts Think Take-Two (TTWO) Is a Good Investment: Is It? | Stocks Set to Open Higher as U.S.-Iran Peace Hopes Hold, PCE Inflation Data and Fed Speak Awaited | Wedbush sends bold message on Take-Two stock after earnings",,22.18,1447787520.0,84.26,-10.56,-4.48,42.0,IGNORE
A,https://www.tradingview.com/chart/?symbol=A,"Agilent Technologies, Inc.",Healthcare,115.47,32632088576,7.0,-3.6,-4.65,-0.13,44.06,114.87,129.0,True,False,False,NO CLEAR ENTRY,False,54.29,NEUTRAL,5,"If You Invested $1000 in Keysight a Decade Ago, This is How Much It'd Be Worth Now | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Agilent, Dollar General, FedEx, GE Aerospace, Hershey, Intuit, SanDisk, Workday, Zscaler, and More | What To Expect From Agilent’s (A) Q1 Earnings",25.49,17.63,855875008.0,51.39,19.95,18.26,41.99,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,76.47,98185101312,8.7,-11.8,-21.05,-7.78,45.87,82.64,91.93,False,False,False,NO CLEAR ENTRY,False,54.35,NEUTRAL,5,PODD and Omnipod 5: What's Driving Insulet's 2026 Growth | NPCE Explains How NeuroPace's RNS System Makes Money | Analysts Estimate Medtronic (MDT) to Report a Decline in Earnings: What to Look Out for,21.36,12.62,4073125120.0,57.06,9.39,13.0,41.95,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,411.28,68270661632,7.4,-13.8,-14.49,-4.71,40.62,431.21,426.48,False,False,True,NO CLEAR ENTRY,False,74.97,POSITIVE,5,"A Look At Motorola Solutions (MSI) Valuation After Recent Share Price Pullback | BlackBerry Is Back, But This Time It’s About Cars, Robots, and AI | MSI Gains From a Growing Public Safety Ecosystem: More Upside Ahead?",33.17,22.24,1815124992.0,374.132,99.29,17.61,41.9,IGNORE
TECH,https://www.tradingview.com/chart/?symbol=TECH,Bio-Techne Corporation,Healthcare,47.46,7430752768,-1.5,128.6,-19.41,-13.72,50.41,52.14,57.39,False,False,False,NO CLEAR ENTRY,False,58.43,NEUTRAL,5,Are Wall Street Analysts Bullish on Bio-Techne Stock? | 2 Healthcare Stocks to Research Further and 1 We Find Risky | The 5 Most Interesting Analyst Questions From Bio-Techne’s Q1 Earnings Call,67.8,22.99,299849376.0,13.922,5.34,9.05,41.82,IGNORE
FER,https://www.tradingview.com/chart/?symbol=FER,Ferrovial N.V.,Industrials,69.38,49736925184,5.7,-87.6,-5.81,3.46,44.69,67.25,63.93,True,True,True,BULLISH TREND,False,60.31,POSITIVE,5,TxDOT selects Ferrovial for $1.47bn SH 99 Grand Parkway project | Ferrovial (BME:FER) Valuation Check As Fair Value Sits Close To Market Price | Semafor World Economy: Ferrovial CEO Ignacio Madridejos on its Infrastructure,49.56,45.71,321375008.0,140.013,14.32,9.22,41.77,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,43.385,21205446656,12.8,,-11.55,13.57,59.25,39.63,38.23,True,True,True,BULLISH TREND,False,65.55,POSITIVE,5,"Airline stocks rally as oil retreat eases fuel cost pressure | American Airlines plans to double India tech hub staff, sources say | Book Those Summer Airline Tickets Now to Beat Even Higher Fares",28.92,9.62,-372375008.0,93.033,10.06,2.83,41.69,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,131.66,16560914432,3.7,-7.6,-24.62,-8.72,44.45,146.81,175.42,False,False,False,NO CLEAR ENTRY,False,47.86,NEUTRAL,5,GM clinches NASA contract to build battery for moon-bound vehicle | Leidos (LDOS) Selected for $10B “Evolve” Contract to Modernize US State Department IT Systems | New US$2.7 Billion Hypersonic Weapons Contract Might Change The Case For Investing In Leidos Holdings (LDOS),12.05,9.98,1194749952.0,137.125,30.58,8.15,41.63,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,26.2,149325447168,5.4,-10.1,-3.68,-0.59,52.1,26.46,25.06,False,True,True,NO CLEAR ENTRY,False,50.36,NEUTRAL,5,This Biotech Stock Is Stuck in the Red. Its Cancer Portfolio Is About to Change the Narrative. | Pfizer Bets on New & Acquired Drugs to Offset Its LOE Pressure? | BofA Raises Price Target on Pfizer (PFE) Following Strong Q1 Results,20.0,9.23,12376625152.0,71.602,8.31,11.83,41.63,IGNORE
PM,https://www.tradingview.com/chart/?symbol=PM,Philip Morris International Inc.,Consumer Defensive,181.39,282707001344,9.1,-9.3,-2.05,12.73,64.67,169.03,163.5,True,True,True,BULLISH TREND,False,47.77,NEUTRAL,5,Target and 6 Other Dividend Stocks to Beat Inflation | Market Crash: 3 Stocks I'd Buy Without Hesitation | BofA Raises Philip Morris International (PM) Price Target by $9,25.55,19.85,8575249920.0,,,26.74,41.52,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,107.4375,22107293696,1.4,-6.3,-2.35,-3.36,60.41,108.1,104.22,False,True,True,NO CLEAR ENTRY,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.65,37.05,2084000000.0,45.603,9.22,8.82,41.49,IGNORE
MELI,https://www.tradingview.com/chart/?symbol=MELI,"MercadoLibre, Inc.",Consumer Cyclical,1692.6,85810053120,49.0,-15.6,-3.7,-7.97,39.26,1725.65,2032.66,False,False,False,NO CLEAR ENTRY,False,71.75,POSITIVE,5,Could This Fintech Stock Help Make You a Millionaire? | Is MercadoLibre (MELI) Attractive After Recent Share Price Weakness And DCF Upside? | The Best Stocks to Buy After This Year's Sell-Off,44.66,28.6,-4104624896.0,169.977,31.26,6.04,41.39,IGNORE
MRK,https://www.tradingview.com/chart/?symbol=MRK,"Merck & Co., Inc.",Healthcare,120.75,298231300096,4.9,,-1.76,9.54,65.14,115.89,101.74,True,True,True,BULLISH TREND,False,57.88,NEUTRAL,5,"Stock Market Today, May 26: Soaring Tech Stocks Push S&P 500 and Nasdaq to New Highs | How Agenus' Pipeline Progress Unlock Its Next Growth Phase | Here's Why You Should Add JANX Stock to Your Portfolio Now",33.92,12.67,14049250304.0,106.936,18.94,13.59,41.33,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,171.51,22471555072,3.9,4.8,-17.16,-1.94,50.73,178.88,214.4,False,False,False,NO CLEAR ENTRY,False,55.22,NEUTRAL,5,1 S&P 500 Stock Worth Investigating and 2 That Underwhelm | Are Options Traders Betting on a Big Move in Verisk Analytics Stock? | Is It Time To Reassess Verisk Analytics (VRSK) After Its Recent Share Price Rebound?,26.14,19.81,944362496.0,,,29.34,41.32,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,113.36,36924260352,9.0,7.9,-2.25,-0.69,51.43,113.68,109.86,False,True,True,NO CLEAR ENTRY,False,64.95,POSITIVE,5,Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus? | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | Forget Utility Dividends. Kevin Warsh Just Made the 30-Year Treasury a Better Income Play,22.72,18.88,-2067012480.0,153.184,11.68,16.24,41.3,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,126.71,20373790720,25.4,,-13.8,-5.52,45.17,144.43,222.92,False,False,False,NO CLEAR ENTRY,False,55.97,NEUTRAL,5,"Tech stocks today: Samsung defuses strike threat, Micron and SK Hynix join the $1 trillion club | Zscaler Reported 'Decent' Fiscal Q3 but Offered Mixed Guidance, RBC Says | ZS Stock On Track For Its Biggest Decline Ever – Evercore Expects Meaningful Shift In Zscaler's Narrative Going Forward",,27.51,983958272.0,78.644,-3.71,-2.44,41.23,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,77.545,13428833280,-3.0,-91.0,4.51,11.13,76.92,69.15,73.95,True,True,False,WATCH - OVERBOUGHT,False,59.67,NEUTRAL,5,1 Unpopular Stock That Should Get More Attention and 2 We Turn Down | What Are Wall Street Analysts' Target Price for Solventum Stock? | Target the Red-Hot Spin-Off and Merger Space With These ETFs,9.49,10.98,378500000.0,106.46,34.79,17.33,41.17,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,144.9,31978547200,3.8,-10.6,-2.95,3.84,52.73,139.03,137.44,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,32.56,30.28,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,147.0,20753219584,-1.0,8.9,-37.35,-15.81,40.53,191.84,221.98,False,False,False,NO CLEAR ENTRY,False,42.83,NEUTRAL,5,"3 Reasons to Sell CHTR and 1 Stock to Buy Instead | Charter Communications Stock Outlook: Is Wall Street Bullish or Bearish? | Charter Communications Eyes Cash Flow Lift as Network Upgrades, Cox Deal Advance",3.98,3.32,2403624960.0,459.525,27.5,9.03,40.98,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,25.025,173882179584,2.9,-11.3,-9.72,-1.94,43.18,26.37,26.05,False,False,True,NO CLEAR ENTRY,False,57.51,NEUTRAL,5,Ellison Privately Vows to Limit Enlarged Paramount’s Debt | T-Mobile Joins Rivals On Satellite Venture With Shares Below Targets | AT&T (T) Expands Fiber and Wireless Investments With New Flexible Plan Launch,8.23,9.8,8849000448.0,125.175,18.37,16.94,40.9,IGNORE
XEL,https://www.tradingview.com/chart/?symbol=XEL,Xcel Energy Inc.,Utilities,80.71,50384797696,2.9,6.0,-2.46,1.64,50.9,79.9,77.27,True,True,True,BULLISH TREND,False,62.48,POSITIVE,5,"New Mexico regulators approve SPS’ $9B, gas-heavy resource plan | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | Is It Too Late To Consider Xcel Energy (XEL) After Its Recent Share Price Climb?",23.26,17.81,-7471625216.0,164.845,9.59,14.14,40.65,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,176.015,29380392960,0.6,14.5,-5.24,-4.64,32.09,183.1,172.99,False,True,True,NO CLEAR ENTRY,False,60.02,POSITIVE,5,4 Defensive Stocks to Take Refuge in as Consumer Confidence Tanks | Atmos (ATO) Upgraded to Buy: Here's Why | Is Wall Street Bullish or Bearish on Atmos Energy Stock?,21.68,19.71,-2210371840.0,64.588,9.6,27.58,40.6,IGNORE
MAA,https://www.tradingview.com/chart/?symbol=MAA,"Mid-America Apartment Communities, Inc.",Real Estate,131.215,15657444352,0.8,-31.5,-0.77,4.65,53.53,125.99,130.71,True,True,False,BULLISH TREND,False,55.01,NEUTRAL,5,"Morgan Stanley Maintains Overweight Rating on Mid-America Apartment (MAA) | Mid-America Apartment Communities (MAA) Faces Lower Rent Growth Expectations, Scotiabank Says | Is Mid-America Apartment Communities (MAA) Offering Value After Recent Share Price Rebound?",39.76,33.73,909082496.0,99.825,6.71,17.6,40.6,IGNORE
XOM,https://www.tradingview.com/chart/?symbol=XOM,Exxon Mobil Corporation,Energy,148.175,614177570816,2.6,-43.4,-2.18,0.67,50.65,154.47,129.84,False,True,True,NO CLEAR ENTRY,False,71.1,POSITIVE,5,BP’s Ousted Chair Says He Was Fired Without Explanation | ExxonMobil wins decisive backing to move corporate domicile to Texas | Eni Advances Baleine Phase 3 Expansion With Investment Approval,24.9,14.1,11630499840.0,18.261,9.87,7.76,40.54,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,310.43,57831538688,190.0,-6.1,-14.55,-3.13,58.46,332.62,311.76,False,False,True,NO CLEAR ENTRY,False,50.24,NEUTRAL,5,Is Wall Street Bullish or Bearish on L3Harris Technologies Stock? | The Commercial Space Economy Just Crossed a Real Revenue Threshold and After Following This Industry for Years These Are the 3 ETFs Worth Owning | How L3Harris’ Fiber‑Optic Tether Production Ramp Will Impact L3Harris Technologies (LHX) Investors,33.67,22.77,,34.574,,10.37,40.42,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,32.81,42086502400,7.4,-17.9,-11.85,-2.47,50.5,33.29,36.78,False,False,False,NO CLEAR ENTRY,False,56.1,NEUTRAL,5,Chipotle takes on Taco Bell with new value play | Sweetgreen names first chief strategy officer | A Look At Chipotle Mexican Grill (CMG) Valuation After A Year Of Weaker Share Price Returns,30.1,24.18,1087909760.0,217.885,49.23,11.96,40.39,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,79.61,12375818240,2.7,-34.8,-6.93,-0.31,45.34,74.01,74.29,True,True,False,BULLISH TREND,False,52.03,NEUTRAL,5,"Q1 Earnings Outperformers: Stanley Black & Decker (NYSE:SWK) And The Rest Of The Professional Tools and Equipment Stocks | 3 Reasons to Avoid SWK and 1 Stock to Buy Instead | Wall Street Is Sleeping on This Dividend King Industrial Stock, and That's Your Opportunity",32.63,12.85,842187520.0,77.606,4.17,2.44,40.36,IGNORE
GIS,https://www.tradingview.com/chart/?symbol=GIS,"General Mills, Inc.",Consumer Defensive,33.741,18006937600,2.2,-14.5,-24.14,-2.82,39.67,35.14,43.09,False,False,False,NO CLEAR ENTRY,False,59.83,NEUTRAL,5,"General Mills Extends Ornaments Licensing As Brand Reach Faces Market Pressure | Campbell Soup stock hasn't been this low in over 30 years | Our $100,000 Blue-Chip Value Portfolio Pays $6,500 per Year and Offers Boomers Big Passive Income",8.25,10.38,2263375104.0,217.629,23.59,12.05,40.34,IGNORE
BDX,https://www.tradingview.com/chart/?symbol=BDX,"Becton, Dickinson and Company",Healthcare,147.42,40620167168,5.2,,-15.93,-1.86,53.71,152.0,153.45,False,False,False,NO CLEAR ENTRY,False,58.72,NEUTRAL,5,How Abbott's Diagnostics Unit Is Shaping Up Through the Rest of 2026 | BD Sharpens Urology And Infection Prevention Focus As Valuation Lags Targets | BD Launches Elyra Thulium Fiber Laser System for Kidney Stone Care,25.73,10.96,4531250176.0,71.599,6.67,5.12,40.1,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,83.64,75415281664,-0.9,-15.8,6.52,7.29,60.27,76.53,72.13,True,True,True,BULLISH TREND,False,55.42,NEUTRAL,5,This Space Stocks Boom Has Echoes of the EV Bubble. Red Flags as Rocket Lab and AST Soar. | GM clinches NASA contract to build battery for moon-bound vehicle | Cleveland-Cliffs’ GM Award Highlights Auto Exposure And Debt-Cash Flow Tradeoff,30.53,5.95,22466625536.0,199.048,4.01,1.38,39.88,IGNORE
XYZ,https://www.tradingview.com/chart/?symbol=XYZ,"Block, Inc.",Technology,71.245,42403672064,4.9,,11.84,-0.05,50.91,66.63,67.7,True,True,False,BULLISH TREND,False,52.32,NEUTRAL,5,"Another Company Trades AI Layoffs For Stock Price | Block's Square Adds Magnolia Soap: Will This Boost Franchise Growth? | Elon Musk’s SpaceX Bitcoin Holdings Could Eclipse Public Companies After IPO Despite Tiny Valuation Share, Grayscale Says",55.66,14.32,-794561728.0,37.514,3.74,3.3,39.69,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,30.07,15770199040,3.6,-8.1,-41.99,-15.7,35.56,38.9,50.49,False,False,False,NO CLEAR ENTRY,False,42.22,NEUTRAL,5,Piper Sandler Sees Pressure on Tractor Supply (TSCO) from Weak Pet Spending Trends | Tractor Supply (TSCO) Valuation Check After Recent Share Price Weakness | Tractor Supply (TSCO) Down 18.7% Since Last Earnings Report: Can It Rebound?,14.81,12.99,350726016.0,254.949,45.5,6.91,39.68,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,157.48,43585273856,-2.8,-24.1,23.26,2.25,64.48,142.09,125.28,True,True,True,BULLISH TREND,False,54.4,NEUTRAL,5,Regional Banks or Megabanks? These ETFs Make Very Different Bets on the Sector | How Institutional Investors Are Reshaping the ETF Industry | Assessing State Street (STT) Valuation After Recent Share Price Momentum,16.0,11.4,,,11.26,21.3,39.65,IGNORE
CAG,https://www.tradingview.com/chart/?symbol=CAG,"Conagra Brands, Inc.",Consumer Defensive,13.495,6456509440,-1.9,39.0,-28.13,-2.02,41.84,14.38,16.58,False,False,False,NO CLEAR ENTRY,False,42.12,NEUTRAL,5,Campbell Soup stock hasn't been this low in over 30 years | A Look At Conagra Brands (CAG) Valuation After Earnings Miss And Cut To EPS Guidance | Bear of the Day: Conagra Brands (CAG),,8.03,654675008.0,89.813,-0.51,-0.39,39.12,IGNORE
HD,https://www.tradingview.com/chart/?symbol=HD,"The Home Depot, Inc.",Consumer Cyclical,317.84,316577415168,4.8,-4.3,-15.96,-4.35,45.34,325.39,362.26,False,False,False,NO CLEAR ENTRY,False,59.63,NEUTRAL,5,Stock Market Today: Dow Higher As Oil Falls To $90; Tesla Nears Buy Point (Live Coverage) | 5 Battered Blue-Chip Stocks That Pay Huge Dividends and Won’t Be Down Forever | A Bright Spot in Home Depot’s Earnings,22.59,19.73,10128249856.0,455.218,128.38,8.41,38.87,IGNORE
IP,https://www.tradingview.com/chart/?symbol=IP,International Paper Company,Consumer Cyclical,32.321,17114517504,13.4,,-24.68,0.47,45.85,33.5,39.81,False,False,False,NO CLEAR ENTRY,False,60.0,NEUTRAL,5,International Paper starts work on Mississippi plant | International Paper Starts Brandon Plant As Valuation Gap Draws Attention | Here’s Why Diamond Hill Capital Large Cap Strategy Exited International Paper Company (IP) in Q1,,12.07,1711250048.0,65.904,-16.04,-13.77,38.55,IGNORE
EIX,https://www.tradingview.com/chart/?symbol=EIX,Edison International,Utilities,71.89,27662837760,7.7,-63.2,-2.65,4.84,63.66,70.7,61.5,True,True,True,BULLISH TREND,False,48.26,NEUTRAL,5,Morgan Stanley Trims Edison International (EIX) Price Forecast After April Utility Review | Sandy Fire Puts Edison International Wildfire Risks And Valuation In Focus | Verizon and 4 Other Stocks With 5% Yields—and Market-Beating Returns,7.81,11.04,-1134000000.0,226.101,18.86,18.12,38.46,IGNORE
WY,https://www.tradingview.com/chart/?symbol=WY,Weyerhaeuser Company,Real Estate,24.29,17514125312,-2.0,96.6,-0.12,-2.92,53.54,24.01,24.09,True,True,False,BULLISH TREND,False,50.0,NEUTRAL,5,Dycom to Report Q1 Earnings: Here's What to Expect This Season | How Weyerhaeuser's New Cash-Return Framework Could Reshape WY Investors' Total-Return Expectations | Cardinal Infrastructure to Report Q1 Earnings: Here's What to Know,43.38,34.85,-45875000.0,57.729,4.16,5.78,38.45,IGNORE
CVX,https://www.tradingview.com/chart/?symbol=CVX,Chevron Corporation,Energy,183.29,365039943680,2.3,-44.5,-0.96,0.1,49.73,191.24,166.44,False,True,True,NO CLEAR ENTRY,False,71.37,POSITIVE,5,Stock Market Today: Dow Higher As Oil Falls To $90; Tesla Nears Buy Point (Live Coverage) | Eni Advances Baleine Phase 3 Expansion With Investment Approval | 3 Profitable Stocks to Consider Right Now,31.93,14.88,11776499712.0,23.989,6.64,5.93,38.36,IGNORE
ODFL,https://www.tradingview.com/chart/?symbol=ODFL,"Old Dominion Freight Line, Inc.",Industrials,221.3,46023380992,-2.9,-4.2,9.14,0.35,71.37,203.05,169.51,True,True,True,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,Why Old Dominion Freight Line (ODFL) Stock Is Trading Up Today | Should Investors Hold Old Dominion Stock Despite Its Higher Valuation? | 3 High-Flying Stocks That Fall Short,46.2,35.74,861986240.0,0.909,23.33,18.46,38.3,IGNORE
IFF,https://www.tradingview.com/chart/?symbol=IFF,International Flavors & Fragrances Inc.,Basic Materials,77.34,19752830976,-3.6,,-5.39,8.99,37.97,72.76,68.58,True,True,True,BULLISH TREND,False,57.72,NEUTRAL,5,Reasons Why You Should Retain IFF Stock in Your Portfolio Now | 1 Profitable Stock for Long-Term Investors and 2 We Find Risky | 3 Cash-Producing Stocks Walking a Fine Line,23.95,16.1,3702625024.0,45.701,6.05,7.66,38.27,IGNORE
UPS,https://www.tradingview.com/chart/?symbol=UPS,"United Parcel Service, Inc.",Industrials,103.905,88319901696,-1.6,-27.2,-8.89,-2.39,68.79,99.29,94.97,True,True,True,BULLISH TREND,False,48.24,NEUTRAL,5,"Is Boeing Running Into More Quality-Control Issues? Investigative Error Raises Questions. | 2 Reasons to Buy FedEx Stock Now, According to J.P. Morgan | 5 Battered Blue-Chip Stocks That Pay Huge Dividends and Won’t Be Down Forever",16.81,12.98,4625500160.0,181.508,33.35,5.94,38.26,IGNORE
APTV,https://www.tradingview.com/chart/?symbol=APTV,Aptiv PLC,Consumer Cyclical,61.14,12938478592,5.4,,-16.86,1.78,59.96,60.79,75.01,True,False,False,NO CLEAR ENTRY,False,56.67,NEUTRAL,5,Investors Heavily Search Aptiv PLC (APTV): Here is What You Need to Know | Is It Worth Investing in APTIV PLC (APTV) Based on Wall Street's Bullish Views? | Symbotic Stock Declines 15.5% Since Q2 Earnings Release,36.39,8.99,1091124992.0,103.823,4.08,1.77,38.18,IGNORE
