Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
GOOG,https://www.tradingview.com/chart/?symbol=GOOG,Alphabet Inc.,Communication Services,368.19,4492865568768,21.8,82.0,21.02,-6.33,39.5,362.16,308.71,True,True,True,HIGH CONVICTION DIP BUY,True,61.56,POSITIVE,5,"SpaceX rockets past Amazon, eyes Microsoft in sprint toward $3 trillion | Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Elon Musk could lose nearly $1 trillion and still be the world's richest person",28.08,25.43,27921750016.0,20.026,38.88,37.92,93.62,BUY SIGNAL
FCX,https://www.tradingview.com/chart/?symbol=FCX,Freeport-McMoRan Inc.,Basic Materials,70.63,101534842880,8.8,153.1,22.19,12.09,62.34,64.37,53.92,True,True,True,BULLISH TREND,False,68.8,POSITIVE,5,First Quantum Minerals (FQVLF) Surges 5.8%: Is This an Indication of Further Gains? | Freeport-McMoRan (FCX) Beats Stock Market Upswing: What Investors Need to Know | Stocks Rally as US-Iran Peace Deal Sinks Oil and Bond Yields,37.37,18.13,1709874944.0,33.008,15.63,10.34,77.1,BUY SIGNAL
VRT,https://www.tradingview.com/chart/?symbol=VRT,Vertiv Holdings Co,Industrials,306.635,117781209088,30.1,135.7,15.88,-17.32,44.35,319.47,221.89,False,True,True,NO CLEAR ENTRY,False,63.54,POSITIVE,5,3 Reasons Why Investors Should Stay Away From APLD Stock Right Now | Forget the Chips. Half of Every AI Datacenter Dollar Goes Somewhere Else | 3 Stocks Estimated To Be Up To 46.2% Below Fair Value Offering A 12.2% Discount Opportunity,76.85,34.64,1964749952.0,76.913,45.1,14.37,76.63,BUY SIGNAL
RL,https://www.tradingview.com/chart/?symbol=RL,Ralph Lauren Corporation,Consumer Cyclical,412.85,24571322368,16.6,20.0,22.03,26.33,67.46,367.1,347.66,True,True,True,BULLISH TREND,False,54.98,NEUTRAL,5,"5 Consumer Discretionary Stocks to Buy Despite the Sector's Bloodbath | Ralph Lauren and Tapestry Shares Skyrocket, What You Need To Know | 3 Inflated  Stocks Walking a Fine Line",27.36,20.26,656187520.0,105.913,34.66,11.6,76.1,BUY SIGNAL
A,https://www.tradingview.com/chart/?symbol=A,"Agilent Technologies, Inc.",Healthcare,129.85,36673789952,10.0,60.0,16.38,14.65,68.53,120.45,130.05,True,False,False,NO CLEAR ENTRY,False,54.53,NEUTRAL,5,Madison Large Cap Fund Maintains Position on Agilent Technologies (A) Amid AI Fears | 1 Profitable Stock to Target This Week and 2 We Avoid | Strength in Technology Enabled Products Drives Roper: Can the Momentum Sustain?,26.07,19.66,930625024.0,49.733,21.33,19.55,75.91,BUY SIGNAL
CF,https://www.tradingview.com/chart/?symbol=CF,"CF Industries Holdings, Inc.",Basic Materials,104.97,16126466048,19.4,115.1,-13.84,-14.29,27.86,119.69,97.9,False,True,True,BUY THE DIP,False,57.2,NEUTRAL,5,Why Fertilizer Stocks Didn’t Sell Off on Iran Peace Deal Announcement | Is Albemarle (ALB) Outperforming Other Basic Materials Stocks This Year? | BASF's Tinosorb S Gets FDA Nod as First New UV Filter in 27 Years,9.46,9.33,1076375040.0,43.847,27.3,23.73,75.83,BUY SIGNAL
APP,https://www.tradingview.com/chart/?symbol=APP,AppLovin Corporation,Communication Services,497.395,167094632448,59.0,113.1,9.73,-0.72,36.44,488.6,542.21,True,False,False,NO CLEAR ENTRY,False,66.42,POSITIVE,5,"AppLovin and Elastic Shares Are Soaring, What You Need To Know | Here is Why AppLovin (APP) is One of the Best S&P 500 Stocks to Buy Now According to Analysts | 3 Reasons We’re Fans of AppLovin (APP)",43.21,22.68,3180097280.0,162.888,266.44,64.29,75.76,BUY SIGNAL
V,https://www.tradingview.com/chart/?symbol=V,Visa Inc.,Financial Services,331.94,631264837632,17.1,35.5,7.26,2.92,54.67,319.34,328.26,True,True,False,BULLISH TREND,False,59.66,NEUTRAL,5,"Visa Exec Says ‘AI is Transforming Everything We Do’ at Visa Payments Forum | The Zacks Analyst Blog Highlights Lenovo Group, Alphabet, Salesforce, Visa and NVIDIA | Visa (V) Holds Steady Amid Macro Concerns",28.97,22.33,20839749632.0,67.233,60.35,51.68,75.72,BUY SIGNAL
FFIV,https://www.tradingview.com/chart/?symbol=FFIV,"F5, Inc.",Technology,389.34,21966270464,11.0,4.0,37.22,6.79,45.3,349.89,298.2,True,True,True,BULLISH TREND,False,65.12,POSITIVE,5,"1 Software Stock with Exciting Potential and 2 Facing Headwinds | Assessing F5 (FFIV) Valuation As Shares Trade Near Estimated 3% Intrinsic Discount | F5 Positioned for Extended 'Refresh Plus' Growth Cycle, RBC Says",31.97,22.01,759182528.0,7.12,20.34,21.96,75.66,BUY SIGNAL
CDNS,https://www.tradingview.com/chart/?symbol=CDNS,"Cadence Design Systems, Inc.",Technology,390.52,107711660032,18.7,23.0,33.41,10.68,53.29,347.3,325.72,True,True,True,BULLISH TREND,False,59.61,NEUTRAL,5,Cadence Design Systems (CDNS) Beats Stock Market Upswing: What Investors Need to Know | Stifel Raises Price Target for Cadence Design (CDNS) Following Intel Foundry Partnership | Why Wall Street Loves Cadence Design Systems Stock Here,90.82,41.61,1499152256.0,46.992,20.66,21.18,75.32,BUY SIGNAL
IVZ,https://www.tradingview.com/chart/?symbol=IVZ,Invesco Ltd.,Financial Services,29.29,12984159232,14.1,35.0,28.18,8.0,61.57,26.47,24.91,True,True,True,BULLISH TREND,False,67.25,POSITIVE,5,"Asset Managers' May AUM Climbs: TROW, LAZ, BEN & IVZ in Focus | SHLD vs. PPA: Which Defense ETF Wins the Global Rearmament Trade? | HSBC Close to Picking Buyer for Singapore Insurance Business",,9.81,861862528.0,14.829,-1.54,-3.69,75.18,BUY SIGNAL
HWM,https://www.tradingview.com/chart/?symbol=HWM,Howmet Aerospace Inc.,Industrials,280.52,112238149632,19.1,71.4,16.58,2.99,62.43,254.16,221.81,True,True,True,BULLISH TREND,False,59.01,NEUTRAL,5,"Here's How Much a $1000 Investment in Howmet Made 10 Years Ago Would Be Worth Today | Why Howmet (HWM) Outpaced the Stock Market Today | Dow Jones Futures Rise, Oil Prices Dive As Trump Announces Iran Deal; SpaceX's Next Test",65.24,46.59,1192749952.0,87.794,33.82,20.23,75.07,BUY SIGNAL
ALL,https://www.tradingview.com/chart/?symbol=ALL,The Allstate Corporation,Financial Services,224.08,57682882560,3.0,338.4,8.4,3.63,68.73,214.65,205.54,True,True,True,BULLISH TREND,False,45.41,NEUTRAL,5,Is Cincinnati Financial Stock Underperforming the S&P 500? | Inflation Is Heating Up Again. Here's What It Means for Auto Insurers Progressive and Allstate. | Progressive Keeps Beating the Insurance Industry at Its Own Game. Can It Last?,4.96,8.53,12428999680.0,23.719,45.22,17.81,75.03,BUY SIGNAL
NUE,https://www.tradingview.com/chart/?symbol=NUE,Nucor Corporation,Basic Materials,261.63,59583864832,21.3,382.1,61.31,12.36,68.51,225.36,174.84,True,True,True,BULLISH TREND,False,53.97,NEUTRAL,5,"Are Basic Materials Stocks Lagging  Intrepid Potash (IPI) This Year? | Here's Why You Should Add Reliance Stock to Your Portfolio Now | Zacks.com featured highlights include Pelagos Insurance, Genesco, Dave, Nucor and Arrow Electronics",25.93,15.8,-384100000.0,31.595,12.29,6.82,75.02,BUY SIGNAL
AMAT,https://www.tradingview.com/chart/?symbol=AMAT,"Applied Materials, Inc.",Technology,581.33,461552451584,11.4,33.5,68.14,32.12,76.18,431.54,310.68,True,True,True,WATCH - OVERBOUGHT,False,70.11,POSITIVE,5,"EssilorLuxottica, Applied Materials strike deal to develop smart glasses, AR technology | How Much Upside Can LRCX Stock's Growth Deliver? | Strong Results Lifted Applied Materials (AMAT) in Q1",54.84,35.75,3040375040.0,30.399,39.69,29.31,74.86,WATCHLIST
CIEN,https://www.tradingview.com/chart/?symbol=CIEN,Ciena Corporation,Technology,434.4901,61503348736,39.5,2383.3,19.4,-26.55,24.2,522.24,304.85,False,True,True,NO CLEAR ENTRY,False,59.98,NEUTRAL,5,3 Momentum Anomaly Stocks to Profit as Iran Peace Deal Spurs Market | STMicro Eyes $1.5 Billion Convertible Bonds After AI-Fueled Jump | Can the Colt Tie-Up Fuel Ciena's Quantum-Secure Expansion?,144.35,45.17,700927872.0,54.649,15.46,7.87,74.85,WATCHLIST
SPG,https://www.tradingview.com/chart/?symbol=SPG,"Simon Property Group, Inc.",Real Estate,214.65,81562624000,19.3,16.4,14.62,8.49,65.42,202.3,186.04,True,True,True,BULLISH TREND,False,58.6,NEUTRAL,5,"Is Macerich Stock Worth Buying Near Fair Value With Risks Ahead Now? | Jim Cramer on Simon Property Group: “Terrific Record, Buy It” | W.P. Carey Announces Dividend Hike: Is the Increase Sustainable?",14.93,32.0,2494690560.0,457.473,113.59,70.59,74.79,WATCHLIST
WELL,https://www.tradingview.com/chart/?symbol=WELL,Welltower Inc.,Real Estate,213.45,150677438464,38.3,157.9,1.9,-1.97,45.94,210.09,192.99,True,True,True,BULLISH TREND,False,68.07,POSITIVE,5,"Welltower 'Well Positioned' to Capitalize on Seniors Housing Demand, RBC Says | How Investors Are Reacting To Welltower (WELL) Raising Its Planned Quarterly Dividend To $0.85 | FVR or WELL: Which Is the Better Value Stock Right Now?",103.62,63.53,2600212736.0,44.486,3.67,11.96,74.4,WATCHLIST
BLK,https://www.tradingview.com/chart/?symbol=BLK,"BlackRock, Inc.",Financial Services,1054.39,171705843712,27.0,45.9,12.41,-3.96,45.81,1037.98,1059.1,True,False,False,NO CLEAR ENTRY,False,45.3,NEUTRAL,5,BlackRock Cuts Jobs Again Amid Growth and Efficiency Push | SpaceX Extends Historic IPO Rally: 3 Leveraged ETFs to Boost Gains | Bondholders Forced to Reckon With $4 Billion Tax Threat in Bitter Credit Feud,26.54,17.37,7082375168.0,23.635,11.9,24.4,74.32,WATCHLIST
ASML,https://www.tradingview.com/chart/?symbol=ASML,ASML Holding N.V.,Technology,1836.66,707881205760,13.2,19.2,33.81,22.3,66.11,1558.36,1252.89,True,True,True,BULLISH TREND,False,66.21,POSITIVE,5,"ASML Holding N.V. (ASML) Rallied on Market Dominance | ASML Could Soar Higher in 12 Months and Here’s Why We’d Buy It | Elon Musk Calls This ""The Greatest Company in Europe""",61.43,38.16,8243274752.0,12.989,52.24,29.71,74.2,WATCHLIST
TRV,https://www.tradingview.com/chart/?symbol=TRV,"The Travelers Companies, Inc.",Financial Services,309.87,65892208640,1.0,357.6,2.14,4.32,55.75,299.48,286.9,True,True,True,BULLISH TREND,False,77.07,POSITIVE,5,Stocks Rally on Hopes for a Near-term US-Iran Interim Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Peace Agreement | Stocks See Support from Hopes for a Near-term US-Iran Agreement,9.25,10.85,13304375296.0,28.975,25.27,15.54,74.02,WATCHLIST
TPR,https://www.tradingview.com/chart/?symbol=TPR,"Tapestry, Inc.",Consumer Cyclical,151.045,30517843968,21.2,73.7,6.84,16.31,64.48,142.16,128.62,True,True,True,BULLISH TREND,False,74.3,POSITIVE,5,DICK'S Sporting Partners With Lids to Expand Fan Merchandise | BBWI's International Business Emerges as Key Growth Driver | Signet Gains Market Share as Core Brands Drive Comps Momentum,46.05,19.51,1529737472.0,574.912,60.91,8.44,73.89,WATCHLIST
TEL,https://www.tradingview.com/chart/?symbol=TEL,TE Connectivity plc,Technology,216.79,63280091136,14.5,7150.0,6.97,5.29,56.72,214.07,220.3,True,False,False,NO CLEAR ENTRY,False,59.71,NEUTRAL,5,Is Defense Becoming a Long-Term Growth Driver for Amphenol? | TE Connectivity (TEL) Is Down 5.9% After AI Data Center Revenue Outlook Jumps - Has The Bull Case Changed? | TE Connectivity (TEL) Upgraded to Buy: Here's Why,22.14,17.14,2322249984.0,43.798,22.72,15.54,73.63,WATCHLIST
NDAQ,https://www.tradingview.com/chart/?symbol=NDAQ,"Nasdaq, Inc.",Financial Services,89.59,50666799104,13.7,33.8,4.73,-1.12,47.09,88.73,89.18,True,True,False,BULLISH TREND,False,50.75,NEUTRAL,5,"SpaceX Set to Overtake Amazon in Value as It Soars for Third Day | SpaceX Options Launch After $1.765 Trillion IPO Valuation | SpaceX's Nasdaq Debut Puts Bitcoin On 25% Of 'Mag8' Balance Sheets, Strategy’s Michael Saylor Says",26.98,20.19,1559624960.0,79.058,16.2,35.28,73.51,WATCHLIST
META,https://www.tradingview.com/chart/?symbol=META,"Meta Platforms, Inc.",Communication Services,597.075,1515629182976,33.1,62.4,-4.75,-2.7,38.16,622.13,655.3,False,False,False,NO CLEAR ENTRY,False,60.89,POSITIVE,5,"Nvidia joins the AI funding wave as it plans a $20B bond sale: A closer look | Meta introduces AI search and creative tools, Bank of America flags emerging monetization opportunity | 2026 Layoffs Tracker: Robinhood, Walmart and Meta Among Companies Cutting Jobs",21.73,16.47,25558249472.0,35.608,32.93,32.84,73.47,WATCHLIST
GNRC,https://www.tradingview.com/chart/?symbol=GNRC,Generac Holdings Inc.,Industrials,269.56,15868641280,12.4,69.9,33.13,-2.51,47.78,246.35,194.32,True,True,True,BULLISH TREND,False,55.72,NEUTRAL,5,How Does the Belvidere Buyout Enhance Generac's Generator Portfolio? | Will Generac's (GNRC) New Belvidere Megawatt Packaging Hub Redefine Its Data Center Power Narrative? | ERock IPO: A $1.3B Power Play Solution,84.5,24.26,115297624.0,52.086,7.39,4.37,73.16,WATCHLIST
GD,https://www.tradingview.com/chart/?symbol=GD,General Dynamics Corporation,Industrials,364.14,98474450944,10.3,12.0,3.24,6.91,64.42,340.51,341.31,True,True,False,BULLISH TREND,False,61.99,POSITIVE,5,GE Aerospace Rises 12.2% in Six Months: How Should You Play the Stock? | Here’s What Lifted General Dynamics (GD) in Q1 | Street Calls of the Week,22.92,20.05,5289500160.0,37.701,17.97,8.07,73.06,WATCHLIST
HUBB,https://www.tradingview.com/chart/?symbol=HUBB,Hubbell Incorporated,Industrials,510.18,26958817280,11.1,12.5,8.27,6.61,61.04,501.59,468.46,True,True,True,BULLISH TREND,False,60.57,POSITIVE,5,Hubbell (HUBB) Stock Valuation Check After Strong Multi‑Year Returns | Can Power Utility Demand Become nVent Electric's Next Growth Driver? | Is Vertiv Stock Outperforming the S&P 500?,30.19,23.39,541449984.0,72.468,25.82,15.1,73.05,WATCHLIST
NTRS,https://www.tradingview.com/chart/?symbol=NTRS,Northern Trust Corporation,Financial Services,175.62,32497999872,13.9,42.6,29.27,7.39,59.47,163.08,141.83,True,True,True,BULLISH TREND,False,67.86,POSITIVE,5,Sector Update: Financial Stocks Advance Pre-Bell Monday | Here is Why Northern Trust Corp. (NTRS) is One of the Most Undervalued Quality Stocks to Invest In | What Makes Northern Trust Corporation (NTRS) a Strong Momentum Stock: Buy Now?,18.39,14.79,,,14.46,22.36,72.83,WATCHLIST
MDLZ,https://www.tradingview.com/chart/?symbol=MDLZ,"Mondelez International, Inc.",Consumer Defensive,61.24,78610718720,8.2,41.3,8.07,0.44,50.0,60.3,58.27,True,True,True,BULLISH TREND,False,68.93,POSITIVE,5,"Mondelez Balances Human Rights Progress With New SOUR PATCH KIDS BESTIES | Wells Fargo Says Tight Cocoa Supplies Could Support Prices, Prefers Mondelez (MDLZ) | Is Mondelez International, Inc. (MDLZ) A Good Stock To Buy Now?",30.32,18.08,2847500032.0,83.793,10.16,6.64,72.76,WATCHLIST
OKE,https://www.tradingview.com/chart/?symbol=OKE,"ONEOK, Inc.",Energy,85.9001,54119882752,19.6,18.0,1.89,-5.64,40.09,87.81,77.6,False,True,True,BUY THE DIP,False,64.59,POSITIVE,5,2 Best Stocks to Buy in the Market Right Now | Pipeline Stock Face-Off: Is Enbridge or Oneok the Better Buy Right Now? | ONEOK (OKE) Stock Valuation Check After Mixed Analyst Target Resets,15.31,13.89,454375008.0,149.644,15.9,10.03,72.67,WATCHLIST
EQT,https://www.tradingview.com/chart/?symbol=EQT,EQT Corporation,Energy,51.44,32177717248,49.9,490.0,-19.78,-9.06,22.94,56.74,56.32,False,False,True,NO CLEAR ENTRY,False,52.78,NEUTRAL,5,"Devon Outperforms Industry in the Past Year: Buy or Hold the Stock? | Consolidation Wave Reshapes Energy Sector: 3 Stocks Vulnerable to Acquisition, Ranked | The Bull Case For EQT (EQT) Could Change Following Data Center‑Fueled Gas Demand Boosting Earnings – Learn Why",9.76,11.1,2503225856.0,20.816,13.4,35.07,72.52,WATCHLIST
IEX,https://www.tradingview.com/chart/?symbol=IEX,IDEX Corporation,Industrials,224.83,16640804864,8.9,27.8,19.02,6.73,66.8,209.26,186.87,True,True,True,BULLISH TREND,False,53.82,NEUTRAL,5,"Stanley Black's Engineered Fastening Growth Picks Up: More Upside to Come? | Is IDEX (IEX) Stock Outpacing Its Industrial Products Peers This Year? | Zacks Industry Outlook Highlights RBC Bearings, IDEX, Watts Water Technologies and Helios Technologies",33.31,24.36,525024992.0,46.915,12.75,14.38,72.51,WATCHLIST
PTC,https://www.tradingview.com/chart/?symbol=PTC,PTC Inc.,Technology,117.45,13566154752,21.7,268.9,-24.68,-16.0,22.32,138.86,167.63,False,False,False,NO CLEAR ENTRY,False,53.86,NEUTRAL,5,"A Look At PTC (PTC) Valuation After New AI First Product Launches | Mazda Motor Settles on PTC Inc. (PTC)’s Codebeamer for Software-Defined Vehicle Development | PTC Faces A Target Cut, But An Emerging Trend Could Change The Narrative",11.28,13.59,986047232.0,35.78,34.4,41.58,72.11,WATCHLIST
BNY,https://www.tradingview.com/chart/?symbol=BNY,BNY,Financial Services,144.805,99391119360,13.4,41.8,26.0,6.49,57.77,135.59,118.38,True,True,True,BULLISH TREND,False,57.48,NEUTRAL,5,Is Equinix (EQIX) Stock Outpacing Its Finance Peers This Year? | 1 Unpopular Stock That Deserves Some Love and 2 Facing Challenges | Is Bank of New York Stock Outperforming the Nasdaq?,17.94,14.98,,,13.47,28.72,72.0,WATCHLIST
ARES,https://www.tradingview.com/chart/?symbol=ARES,Ares Management Corporation,Financial Services,136.06,44878929920,28.3,770.5,37.21,10.25,63.09,121.39,139.76,True,False,False,NO CLEAR ENTRY,False,66.83,POSITIVE,5,"TPG, Ares, and Blackstone Shares Are Soaring, What You Need To Know | Should You Be Adding Ares Management (NYSE:ARES) To Your Watchlist Today? | Is Ares Management Corporation (ARES) A Good Stock To Buy Now?",62.7,18.59,1757137152.0,168.762,14.18,10.54,71.75,WATCHLIST
COST,https://www.tradingview.com/chart/?symbol=COST,Costco Wholesale Corporation,Consumer Defensive,986.595,437533966336,21.5,45.5,-1.37,-5.25,43.59,1003.84,955.47,False,True,True,BUY THE DIP,False,73.8,POSITIVE,5,"How to save on travel with a Costco credit card | It Wasn’t a Strait of Hormuz Relief Rally, After All | Costco's Growing Traffic Shows the Power of Its Value Strategy",49.63,43.61,6954375168.0,60.257,29.15,3.01,71.75,WATCHLIST
EA,https://www.tradingview.com/chart/?symbol=EA,Electronic Arts Inc.,Communication Services,203.06,50917597184,11.9,85.3,1.52,1.23,68.93,202.07,198.45,True,True,True,BULLISH TREND,False,59.51,NEUTRAL,5,Electronic Arts (EA) Shows Why Its $55 Billion Buyout Case Rests on More Than Deal Momentum | 3 Profitable Stocks We Keep Off Our Radar | Electronic Arts Unveils New Advertising Platform for In-Game Brand Activations (EA),57.85,21.15,2219124992.0,27.41,13.49,11.78,71.71,WATCHLIST
LH,https://www.tradingview.com/chart/?symbol=LH,Labcorp Holdings Inc.,Healthcare,266.65,21865299968,5.8,32.9,0.2,5.26,61.77,261.42,266.39,True,True,False,BULLISH TREND,False,62.36,POSITIVE,5,"LH vs. CRL: Which Stock Is the Better Value Option? | CVS Health Corporation (CVS) Hit a 52 Week High, Can the Run Continue? | Strong Performance Continues at DHR's Biotechnology Unit: What's Next?",23.62,13.72,1142537472.0,83.407,11.05,6.66,71.64,WATCHLIST
PLD,https://www.tradingview.com/chart/?symbol=PLD,"Prologis, Inc.",Real Estate,146.11,136911495168,8.3,65.2,9.86,3.97,49.24,142.5,129.66,True,True,True,BULLISH TREND,False,69.51,POSITIVE,5,Why Warsh's Debut Could Surprise the Doves - and Two Rate-Sensitive Stocks Poised to Benefit | VICI Properties Adds Club Med Resort to Experiential Growth Push | Prologis (PLD) Stock After 43% One-Year Rally Is The Price Still Justified,36.71,44.68,4854310400.0,60.934,6.84,39.65,71.56,WATCHLIST
KMI,https://www.tradingview.com/chart/?symbol=KMI,"Kinder Morgan, Inc.",Energy,31.54,70171009024,13.8,36.0,-4.44,-5.57,37.75,32.09,29.27,False,True,True,BUY THE DIP,False,68.05,POSITIVE,5,"2 Bargain Large-Cap Stocks to Buy Despite Energy's Strong YTD Rally | Comstock Strengthens Balance Sheet With $600M Pinnacle Transaction | Kinder Morgan's Q2 Likely to be Supported by Business Tailwinds, Monument Deal, UBS Says",21.17,20.93,1646875008.0,98.84,10.6,18.92,71.49,WATCHLIST
MSCI,https://www.tradingview.com/chart/?symbol=MSCI,MSCI Inc.,Financial Services,613.185,44595470336,14.1,49.1,11.89,8.02,58.48,585.84,565.23,True,True,True,BULLISH TREND,False,49.29,NEUTRAL,5,South Korea’s stock rally shifts focus to potential MSCI market upgrade | Private market data sector seen reaching $30bn TAM by 2030 | Are Finance Stocks Lagging  Federal Agricultural Mortgage (AGM) This Year?,35.08,27.25,1206103936.0,,,40.74,71.44,WATCHLIST
WAB,https://www.tradingview.com/chart/?symbol=WAB,Westinghouse Air Brake Technologies Corporation,Industrials,274.64,46600187904,13.0,12.8,14.96,4.2,63.18,263.32,229.88,True,True,True,BULLISH TREND,False,58.9,NEUTRAL,5,Does Ryder's Lower Valuation Indicate a Buying Opportunity? | Wabtec (WAB) Stock Valuation Check After Strong Recent Returns And Premium P/E Multiple | Is Now The Time To Look At Buying Westinghouse Air Brake Technologies Corporation (NYSE:WAB)?,38.85,22.6,1123250048.0,62.03,11.31,10.52,71.16,WATCHLIST
EBAY,https://www.tradingview.com/chart/?symbol=EBAY,eBay Inc.,Consumer Cyclical,111.32,49426079744,19.5,7.1,22.12,-1.42,41.91,106.64,92.72,True,True,True,BULLISH TREND,False,61.2,POSITIVE,5,Payoneer to be acquired by Nuvei in $2.75B all-cash deal | Payoneer to be Acquired by Canada's Nuvei in $2.75 Billion Deal | 2 Value Stocks to Target This Week and 1 Facing Challenges,25.71,16.46,1200375040.0,163.327,42.88,17.61,71.0,WATCHLIST
ABNB,https://www.tradingview.com/chart/?symbol=ABNB,"Airbnb, Inc.",Consumer Cyclical,141.065,83722772480,17.9,6.0,9.93,6.18,64.49,135.94,129.03,True,True,True,BULLISH TREND,False,50.0,NEUTRAL,5,SpaceX becomes retail's biggest IPO trade: Chart of the Day | Residence Acquires Influencer Agency  GateMaker | Why Airbnb (ABNB) Stock Is Trading Up Today,34.92,23.26,3191000064.0,33.185,32.32,19.9,71.0,WATCHLIST
HPQ,https://www.tradingview.com/chart/?symbol=HPQ,HP Inc.,Technology,24.255,22181746688,9.0,16.2,31.43,18.2,50.48,21.78,22.38,True,True,False,BULLISH TREND,False,46.18,NEUTRAL,5,Dell Stock And The Best Kind Of Problem | HP (HPQ) – Among the 12 High Yield Fortune 500 Stocks to Buy Now | HP (HPQ) Stock After Recent Rally Is The Valuation Gap Closing?,8.98,8.06,3450874880.0,,,4.45,70.99,WATCHLIST
AMP,https://www.tradingview.com/chart/?symbol=AMP,"Ameriprise Financial, Inc.",Financial Services,470.61,42306465792,9.0,66.0,7.59,-0.3,60.62,458.05,472.31,True,False,False,NO CLEAR ENTRY,False,55.46,NEUTRAL,5,Ameriprise (AMP): 10 Most Undervalued Quality Stocks to Invest In | So You Got an Allocation of SpaceX Shares. Now Do You Sell or Hold? | How Raymond James Financial's Stock Performance Compared to Other Financial Stocks?,11.72,9.88,3355624960.0,56.246,66.94,20.17,70.99,WATCHLIST
KEY,https://www.tradingview.com/chart/?symbol=KEY,KeyCorp,Financial Services,22.76,24566431744,11.8,33.3,21.23,9.04,65.98,21.44,19.76,True,True,True,BULLISH TREND,False,58.79,NEUTRAL,5,Regional Banks Stocks Q1 In Review: KeyCorp (NYSE:KEY) Vs Peers | KeyCorp (KEY) Is Up 2.02% in One Week: What You Should Know | Truist Expands CMBS Reach With Grandbridge Master Servicing Launch,13.96,10.59,,,9.98,27.02,70.95,WATCHLIST
TXT,https://www.tradingview.com/chart/?symbol=TXT,Textron Inc.,Industrials,94.1765,16376254464,11.8,10.6,2.54,2.9,55.4,91.15,88.34,True,True,True,BULLISH TREND,False,61.99,POSITIVE,5,GE Aerospace Rises 12.2% in Six Months: How Should You Play the Stock? | How Is Archer Aviation Advancing Through Flight-Testing Activities? | Textron (TXT) Valuation Check After Recent Share Price Weakness And Modest Undervaluation Estimate,17.97,12.91,622374976.0,52.674,12.25,6.15,70.81,WATCHLIST
MS,https://www.tradingview.com/chart/?symbol=MS,Morgan Stanley,Financial Services,220.97,348532637696,16.3,31.9,42.68,13.59,68.11,194.7,173.01,True,True,True,BULLISH TREND,False,54.36,NEUTRAL,5,"Oil Falls to Three-Month Low as US-Iran Deal Set to Add Supply | Western Digital, Seagate Stocks Keep Soaring. Why They’re Morgan Stanley’s Top Picks. | Goldman, Morgan Stanley Cut Q4 Oil Forecasts to $80 a Barrel",20.03,17.39,,502.246,16.39,24.75,70.75,WATCHLIST
