Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
WDC,https://www.tradingview.com/chart/?symbol=WDC,Western Digital Corporation,Technology,525.93,181278670848,45.5,482.9,100.67,13.36,63.89,428.89,244.66,True,True,True,BULLISH TREND,False,48.84,NEUTRAL,5,"Up 981%, Is Western Digital Stock Still a Buy? | Seagate, Western Digital Stocks Climb As Analysts Hike Price Targets | SNDK's New Business Model Boosts Profitability: Time to Buy the Stock?",31.44,29.55,2075000064.0,17.81,85.92,55.29,89.11,BUY SIGNAL
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,178.91,193617248256,10.6,-12.0,-17.3,-7.37,30.01,192.04,207.63,False,False,False,NO CLEAR ENTRY,False,51.83,NEUTRAL,5,Evaluating T-Mobile US (TMUS) Valuation After Mixed Recent Share Performance | T-Mobile’s hiring efforts take an unexpected turn after layoffs | AT&T launches 4 new internet plans amid fight for customers,19.03,12.8,11147374592.0,218.569,18.02,11.65,44.75,IGNORE
APD,https://www.tradingview.com/chart/?symbol=APD,"Air Products and Chemicals, Inc.",Basic Materials,275.52,61352980480,8.8,,1.04,-6.6,18.8,293.77,272.09,False,True,True,BUY THE DIP,False,56.64,NEUTRAL,5,How The Investment Story For Air Products And Chemicals (APD) Is Shifting With New Analyst Views | IP Expands Capabilities in West Coast Region With NORPAC Acquisition | How Is Air Products and Chemicals' Stock Performance Compared to Other Basic Materials Stocks?,29.03,19.36,-3519237376.0,101.611,12.35,16.91,44.63,IGNORE
AEP,https://www.tradingview.com/chart/?symbol=AEP,"American Electric Power Company, Inc.",Utilities,126.84,69014282240,10.2,6.7,-3.11,-3.03,48.01,131.07,120.68,False,True,True,NO CLEAR ENTRY,False,55.8,NEUTRAL,5,Is AEP’s OVEC Restructuring And Data-Center Load Surge Altering The Investment Case For American Electric Power Company (AEP)? | How The Story Is Shifting For American Electric Power Company (AEP) On Data Center Growth And Risk | How Is American Electric Power's Stock Performance Compared to Other Utility Stocks?,18.79,18.5,-6953449984.0,157.099,12.58,16.29,44.56,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,80.445,103282122752,9.9,17.1,-11.21,3.19,59.19,81.16,91.42,False,False,False,NO CLEAR ENTRY,False,59.33,NEUTRAL,5,Why Medtronic Stock May Have Just Become the Best Buy in the Entire Healthcare Sector | Medtronic plc (MDT) Acquires SPR Therapeutics to Enhance Pain Intervention Prospects | Can Medtronic Finally Challenge Intuitive Surgical's Robotic Surgical Systems Dominance?,21.57,12.54,,57.06,9.93,13.2,44.55,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,78.44,13583825920,-3.0,-91.0,14.34,9.48,56.82,71.03,74.16,True,True,False,BULLISH TREND,False,38.12,NEGATIVE,5,Q1 Earnings Roundup: Solventum (NYSE:SOLV) And The Rest Of The Surgical Equipment & Consumables - Diversified Segment | Is Solventum’s (SOLV) Governance Tweaks Hinting At How It Will Navigate AI Disruption? | Cencora (COR) Up 5.7% Since Last Earnings Report: Can It Continue?,9.6,11.14,378500000.0,106.46,34.79,17.33,44.45,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,35.385,26621915136,10.8,7.3,-6.94,-3.77,54.66,37.25,36.29,False,False,True,NO CLEAR ENTRY,False,69.96,POSITIVE,5,PPL Corp. (PPL) Appears Attractive Following Sector Wide Underperformance | PPL (PPL) Increases Despite Market Slip: Here's What You Need to Know | Assessing PPL (PPL) Valuation After Recent Share Price Pullback And Long Term Growth Plans,21.71,16.72,-1615124992.0,135.116,8.32,13.09,44.45,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,205.285,63158824960,2.6,7.5,-10.55,1.85,35.11,209.2,216.15,False,False,False,NO CLEAR ENTRY,False,54.9,NEUTRAL,5,"Is Republic Services, Inc. (RSG) A Good Stock To Buy Now? | Is Republic Services (RSG) Offering Value After Recent Share Price Weakness? | A Look At Republic Services (RSG) Valuation After Recent Share Price Weakness",29.45,25.47,1808875008.0,117.578,18.35,12.99,44.29,IGNORE
FER,https://www.tradingview.com/chart/?symbol=FER,Ferrovial N.V.,Industrials,66.08,47329431552,5.7,-87.6,1.21,-4.72,45.69,67.91,64.47,False,True,True,NO CLEAR ENTRY,False,60.31,POSITIVE,5,TxDOT selects Ferrovial for $1.47bn SH 99 Grand Parkway project | Ferrovial (BME:FER) Valuation Check As Fair Value Sits Close To Market Price | Semafor World Economy: Ferrovial CEO Ignacio Madridejos on its Infrastructure,48.95,44.49,321375008.0,140.013,14.32,9.22,43.97,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,128.7,11059945472,9.7,-7.0,-14.0,-5.93,50.9,136.99,157.9,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,Allegion CEO To Outline Long Term Plan And Valuation Context | Do Options Traders Know Something About Allegion Stock We Don't? | Allegion (ALLE) Down 4.5% Since Last Earnings Report: Can It Rebound?,17.61,13.51,494362496.0,105.863,34.18,15.24,43.85,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,102.205,68293402624,9.1,,-3.65,-8.93,47.65,109.66,115.03,False,False,False,NO CLEAR ENTRY,False,49.53,NEUTRAL,5,New CRH Investor Relations Lead May Shape Valuation And ESG Narrative | Argan Gears Up for Q1 Earnings: What's in the Offing for the Stock? | This New $125 Million Position Signals Confidence in One Cash-Rich Mining Stock Up 150% in a Year,18.96,15.28,786124992.0,83.227,15.81,9.64,43.81,IGNORE
LOW,https://www.tradingview.com/chart/?symbol=LOW,"Lowe's Companies, Inc.",Consumer Cyclical,208.99,117243396096,10.3,-0.7,-16.08,-9.48,37.18,229.35,245.25,False,False,False,NO CLEAR ENTRY,False,57.42,NEUTRAL,5,1 Oversold Stock Set for a Comeback and 2 That Underwhelm | Home Depot Stock Displays Valuation Premium: Overvalued or Justified? | Lowe’s Subscription Push Tests New Source Of Recurring Investor Value,17.68,15.51,4816124928.0,,,7.51,43.69,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,74.925,21354090496,69.2,-6.9,-9.9,-2.59,55.72,75.5,75.86,False,False,False,NO CLEAR ENTRY,False,54.98,NEUTRAL,5,"A Look At Omnicom Group (OMC) Valuation As Undervaluation Narrative Meets Insider Selling Caution | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Boyd Gaming, Chipotle Mexican Grill, Conagra, Dollar General, MGM Resorts International, Omnicom Group, Yum! Brands, and More | 8 'Super-Expensive' Stocks Worth Every Penny And More, Analysts Say",,6.06,5066650112.0,110.574,2.02,0.32,43.65,IGNORE
J,https://www.tradingview.com/chart/?symbol=J,Jacobs Solutions Inc.,Industrials,121.31,14324390912,27.0,,-9.64,-0.87,73.03,122.7,137.06,False,False,False,WATCH - OVERBOUGHT,False,66.07,POSITIVE,5,Owens Corning (OC) Down 1.2% Since Last Earnings Report: Can It Rebound? | Jacobs Secures Major SSEN Contracts for Grid Modernization Efforts | Why Is Jacobs Solutions (J) Down 4.2% Since Last Earnings Report?,35.78,14.66,512446368.0,138.776,9.38,2.9,43.54,IGNORE
XOM,https://www.tradingview.com/chart/?symbol=XOM,Exxon Mobil Corporation,Energy,151.16,626550243328,2.6,-43.4,1.16,3.82,34.69,152.78,131.65,False,True,True,NO CLEAR ENTRY,False,45.45,NEUTRAL,5,"Is XOM Worth Betting on at its Premium Price or Should Investors Wait? | Exxon CEO delivers blunt message on oil prices, economy | Is the Countdown to $150 Oil On as the Iran War Drags?",25.45,14.21,11630499840.0,18.261,9.87,7.76,43.29,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,161.83,77985669120,7.6,-15.4,-9.6,-2.51,43.15,167.8,180.96,False,False,False,NO CLEAR ENTRY,False,53.89,NEUTRAL,5,"Exchange-Traded Funds Lower, Equity Futures Mixed Pre-Bell Thursday as Investors Weigh Economic Data | 2 Large-Cap Stocks to Research Further and 1 We Turn Down | What Marsh & McLennan Companies (MRSH)'s Talent Raid Lawsuit and TriBridge Deal Mean For Shareholders",20.21,14.3,4965374976.0,151.634,27.57,14.26,43.16,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,104.775,38612701184,6.2,12.9,-5.5,-0.69,44.59,108.38,102.57,False,True,True,NO CLEAR ENTRY,False,63.82,POSITIVE,5,A Look At Consolidated Edison (ED) Valuation After Recent Share Price Move | Here's Why Investors Should Add ED to Their Portfolio Right Now | Here's Why You Should Add Duke Energy Stock to Your Portfolio Now,17.67,16.15,-833249984.0,106.177,8.73,12.52,43.16,IGNORE
MMM,https://www.tradingview.com/chart/?symbol=MMM,3M Company,Industrials,154.99,80837713920,1.3,-39.7,2.74,8.38,57.69,147.67,156.15,True,False,False,NO CLEAR ENTRY,False,52.68,NEUTRAL,5,Strength in HON's Building Automation Unit Seems Firm: What's Next? | Is 3M Company Stock Underperforming the Nasdaq? | Is Honeywell International Stock Underperforming the Nasdaq?,29.81,16.39,2322374912.0,396.497,71.46,11.14,43.11,IGNORE
DVN,https://www.tradingview.com/chart/?symbol=DVN,Devon Energy Corporation,Energy,45.06,51972345856,-0.8,-75.3,1.06,-0.55,28.65,47.57,40.05,False,True,True,NO CLEAR ENTRY,False,50.55,NEUTRAL,5,"Stocks to Watch: Marvell Technology, Apple, Broadcom, Strategy | Sector Update: Energy Stocks Advance Premarket Monday | Devon Energy Reshapes Portfolio And Capital Returns After Coterra Merger",12.55,8.36,1600499968.0,56.404,15.18,14.17,43.09,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,184.965,130912788480,3.7,9.8,-6.76,5.3,75.39,180.89,204.71,True,False,False,WATCH - OVERBOUGHT,False,59.01,NEUTRAL,5,Why Wall Street Sees Danaher (DHR) Benefiting From Improving Industry Conditions | Danaher Insiders Sold US$235m Of Shares Suggesting Hesitancy | 1 Industrials Stock for Long-Term Investors and 2 That Underwhelm,35.85,20.32,4568500224.0,37.17,7.08,14.89,42.97,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,33.81,13806507008,22.5,,-30.17,-3.34,55.7,35.8,59.15,False,False,False,NO CLEAR ENTRY,False,58.82,NEUTRAL,5,"Broadcom downgraded, UnitedHealth upgraded: Wall Street's top analyst calls | 3 Stocks Estimated To Be Trading At Discounts Ranging From 24% To 49.9% | CoStar Group, Inc. (CSGP) To Acquire Housing Market Data Provider Zonda",483.0,18.8,202200000.0,14.526,0.3,0.73,42.86,IGNORE
ODFL,https://www.tradingview.com/chart/?symbol=ODFL,"Old Dominion Freight Line, Inc.",Industrials,248.755,51733151744,-2.9,-4.2,26.29,25.75,90.76,210.65,172.68,True,True,True,WATCH - OVERBOUGHT,False,54.22,NEUTRAL,5,Bell Asset Management Sold Old Dominion Freight Line (ODFL) Over Downside Risk Concerns | FedEx Freight Stock Is a Haven in the Market Selloff. Here’s Why. | Old Dominion Unveils Solid LTL Unit Performance for May,52.04,39.45,861986240.0,0.909,23.33,18.46,42.84,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,130.36,20424591360,-1.0,8.9,-41.49,-18.65,36.08,179.18,216.85,False,False,False,NO CLEAR ENTRY,False,63.69,POSITIVE,5,"Charter and Comcast rival files Chapter 11 bankruptcy | Is Harmonic Inc. (HLIT) A Good Stock To Buy Now? | Starlink is SpaceX’s Best Business. It Threatens Verizon, AT&T, Comcast.",3.53,2.95,2403624960.0,459.525,27.5,9.03,42.65,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,161.815,10833819648,-1.5,17.3,-2.75,2.56,56.2,154.95,204.57,True,False,False,NO CLEAR ENTRY,False,41.78,NEUTRAL,5,What's Happening With BigBear.ai Stock? | Reasons Why You Should Retain Gartner Stock in Your Portfolio Now | Can Gartner’s AI Risk Push Shape a More Durable Advisory Edge for Investors Watching IT?,15.99,10.55,1064192896.0,5293.41,94.88,11.44,42.64,IGNORE
DRI,https://www.tradingview.com/chart/?symbol=DRI,"Darden Restaurants, Inc.",Consumer Cyclical,195.0,22334324736,5.9,-3.3,-2.55,-0.09,51.9,196.95,193.63,False,True,True,NO CLEAR ENTRY,False,56.15,NEUTRAL,5,2 Restaurant Stocks to Research Further and 1 We Find Risky | Darden Stock Rises 17% in 6 Months: Should You Buy the Stock Now? | Is Darden Restaurants (DRI) Stock Outpacing Its Retail-Wholesale Peers This Year?,20.55,17.14,678150016.0,387.681,51.54,8.66,42.59,IGNORE
UPS,https://www.tradingview.com/chart/?symbol=UPS,"United Parcel Service, Inc.",Industrials,108.16,91936677888,-1.6,-27.2,10.05,9.87,83.79,101.32,96.0,True,True,True,WATCH - OVERBOUGHT,False,68.53,POSITIVE,5,I'm Calling It: UPS Is a Buy Before July 15 | UPS’s Mexico Air Freight Expansion Could Be A Game Changer For United Parcel Service (UPS) | Can Improving Bookings Support a SendTech Recovery at Pitney Bowes?,17.5,13.52,4625500160.0,181.508,33.35,5.94,42.48,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,25.745,146732204032,5.4,-10.1,-2.39,-1.17,56.86,26.3,25.14,False,True,True,NO CLEAR ENTRY,False,57.22,NEUTRAL,5,"Watch Out, Rising Capex Could Turn Today’s Cash Cows Into Dogs | Can MariTide Save Amgen Stock From Its Fading Blockbusters? | Is AbbVie Stock The Right Defensive Pick In This Volatile Market?",19.65,9.07,12376625152.0,71.602,8.31,11.83,42.18,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,81.66,18823694336,5.0,18.5,-0.11,-0.47,51.63,81.7,76.57,False,True,True,NO CLEAR ENTRY,False,51.67,NEUTRAL,5,CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Evergy Stock Outlook: Is Wall Street Bullish or Bearish?,21.72,17.94,-1101750016.0,155.555,8.87,14.63,42.18,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,122.72,15436392448,3.7,-7.6,-31.48,-6.51,45.16,140.88,173.36,False,False,False,NO CLEAR ENTRY,False,53.57,NEUTRAL,5,Leidos SATCOM Upgrade Raises Questions On Undervalued Shares And Debt Risks | Leidos Holdings (LDOS) Secures $2.7B US Army Hypersonic Weapons Contract | Is BigBear.ai Emerging as a Key Homeland Security AI Stock?,11.24,9.33,1194749952.0,137.125,30.58,8.15,42.09,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,129.6,20957554688,25.4,,-20.3,-15.18,33.15,142.6,217.44,False,False,False,NO CLEAR ENTRY,False,66.31,POSITIVE,5,"1 Nasdaq 100 Stock to Target This Week and 2 That Underwhelm | PANW Stock Declines 9% Post Q3 Results: Should You Buy, Sell or Hold? | Is Zscaler’s (ZS) Radiant Logic Deal a Subtle Shift in Its Zero Trust Healthcare Strategy?",,28.19,1108818560.0,78.939,-3.71,-2.44,42.05,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,162.59,44999553024,-2.8,-24.1,34.24,9.28,66.44,148.04,127.3,True,True,True,BULLISH TREND,False,57.59,NEUTRAL,5,"2 of the Most Trusted Total Market ETFs Go Head to Head: VTI vs. SPTM | XLE Bets on Oil Prices. AMLP Collects Tolls. Here's Why That Difference Matters. | Which Is the Better Artificial Intelligence (AI) ETF, Roundhill's CHAT or State Street's XLK?",16.51,11.77,,,11.26,21.3,42.01,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,118.475,144337387520,-5.3,-20.2,1.99,3.9,35.12,121.21,103.09,False,True,True,NO CLEAR ENTRY,False,60.13,POSITIVE,5,SCHD’s $85 Billion Strategy Now Concentrates 41 Percent of Your Money in Just Ten Stocks | Here's How ExxonMobil's Advantaged Assets Drive Growth and Resilience | Cactus (WHD) Up 4.9% Since Last Earnings Report: Can It Continue?,20.08,12.88,5289124864.0,36.143,11.28,12.33,41.91,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,106.145,21841336320,1.4,-6.3,-2.65,1.72,43.5,107.78,104.56,False,True,True,NO CLEAR ENTRY,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.5,36.6,2084000000.0,45.603,9.22,8.82,41.49,IGNORE
ABBV,https://www.tradingview.com/chart/?symbol=ABBV,AbbVie Inc.,Healthcare,221.715,391724466176,12.4,-46.2,-1.71,9.38,64.37,209.4,217.33,True,True,False,BULLISH TREND,False,65.66,POSITIVE,5,Can MariTide Save Amgen Stock From Its Fading Blockbusters? | Is AbbVie Stock The Right Defensive Pick In This Volatile Market? | Discover RadNet And 2 Other Stocks Estimated To Be Trading Below Intrinsic Value,108.15,13.64,20811624448.0,,,5.79,41.45,IGNORE
KHC,https://www.tradingview.com/chart/?symbol=KHC,The Kraft Heinz Company,Consumer Defensive,23.245,27563403264,0.8,13.6,-3.17,0.11,53.55,22.52,23.42,True,False,False,NO CLEAR ENTRY,False,53.21,NEUTRAL,5,Kraft Heinz Reinvestment Plan Tests Brand Revival And Valuation Story | Why Is Kraft Heinz (KHC) Down 5% Since Last Earnings Report? | Jim Cramer on Kraft Heinz CEO: “I Have Faith in Steve”,,11.12,3212250112.0,50.258,-12.58,-23.05,41.21,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,111.41,36289097728,9.0,7.9,-2.79,-0.37,55.5,113.32,110.08,False,True,True,NO CLEAR ENTRY,False,63.9,POSITIVE,5,"WEC Energy Group (WEC) Offers a Compelling Investment Case, Here is Why | WEC Energy (WEC) Down 3.4% Since Last Earnings Report: Can It Rebound? | What Makes WEC Energy Group (WEC) a Defensive Play?",22.33,18.56,-2067012480.0,153.184,11.68,16.24,41.21,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,301.26,56123215872,190.0,-6.1,-18.53,0.43,41.3,323.69,312.12,False,False,True,NO CLEAR ENTRY,False,59.08,NEUTRAL,5,SpaceX Prepares to Make History: Space Stocks to Watch | Possible Bearish Signals With L3Harris Technologies Insiders Disposing Stock | Space Farming Takes Off: Redwire Wins Landmark Mission,32.75,22.1,,34.574,,10.37,41.13,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,144.2,31824062464,3.8,-10.6,-0.29,0.65,62.04,140.78,137.88,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,32.4,30.08,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,41.12,20098375680,12.8,,-4.03,-0.65,62.28,39.93,38.69,True,True,True,BULLISH TREND,False,57.27,NEUTRAL,5,"Delta and Other Airline Stocks Are Under Pressure After a Sector-Wide Profit Warning | DAL, UAL, AAL, LUV Stocks Slip Overnight: IATA Halves 2026 Airline Profit Outlook, Sounds Alarm On Fuel Costs | How has the Spirit exit changed competitive intensity in the airline industry?",27.41,9.08,-372375008.0,93.033,10.06,2.83,41.03,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,30.22,15848866816,3.6,-8.1,-39.87,-4.02,43.04,36.15,48.93,False,False,False,NO CLEAR ENTRY,False,58.74,NEUTRAL,5,Tractor Supply Company (TSCO) Expands Tool and Hardware Categories With SKIL Lineup | Tractor Supply Petcare Deal Shifts Growth Toward Services And Loyalty | 3 Reasons to Avoid TSCO and 1 Stock to Buy Instead,14.89,13.06,350726016.0,254.949,45.5,6.91,41.0,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,180.73,23679576064,3.9,4.8,-13.84,3.46,68.15,175.97,210.95,True,False,False,NO CLEAR ENTRY,False,50.18,NEUTRAL,5,2 Profitable Stocks on Our Watchlist and 1 We Avoid | A Look At Verisk Analytics (VRSK) Valuation After New Hurricane Model And AI Data Concerns | Does Verisk (VRSK) Expanding Catastrophe Models Strengthen Its Edge in Insurance Risk Analytics?,27.55,20.88,944362496.0,,,29.34,40.91,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,402.18,66760101888,7.4,-13.8,-11.96,-7.16,44.37,423.5,424.45,False,False,False,NO CLEAR ENTRY,False,55.09,NEUTRAL,5,How Motorola’s New AI SafetyCam Platform At Motorola Solutions (MSI) Has Changed Its Investment Story | Motorola's $1.5 Billion D-Fend Acquisition Reignites Its Direct Competition with Axon Enterprises | 3 Market-Beating Stocks with Solid Fundamentals,32.46,21.72,1815124992.0,374.132,99.29,17.61,40.31,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,90.49,157616668672,7.8,-19.7,-19.17,4.0,59.89,92.12,114.29,False,False,False,NO CLEAR ENTRY,False,45.58,NEUTRAL,5,Goldman Sachs Maintains Buy Rating on Abbott Laboratories (ABT) Stock | Is AbbVie the Most Underrated Dividend Growth Stock in the S&P 500? | Insulet (PODD) Enhances Omnipod 5 System with New Target Glucose Option,25.35,14.93,6341125120.0,64.773,12.33,13.9,40.3,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,29.215,37475074048,7.4,-17.9,-17.21,-12.19,20.91,32.8,36.26,False,False,False,NO CLEAR ENTRY,False,54.34,NEUTRAL,5,"Cava CEO: The 'slop bowl' term is offensive | Cava gives away free food. CEO explains why | How Cava is scaling to 1,000 stores without new capital",26.8,21.54,1087909760.0,217.885,49.23,11.96,40.25,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,22.545,156650291200,2.9,-11.3,-17.25,-10.75,26.35,25.7,25.89,False,False,False,NO CLEAR ENTRY,False,47.04,NEUTRAL,5,I Used Starlink—and It’s Absolutely Incredible | AT&T Inc. (T) Is a Trending Stock: Facts to Know Before Betting on It | Tutor Perini (TPC) Lands A Major Federal Contract That Could Lift Its Backlog,7.42,8.83,8849000448.0,125.175,18.37,16.94,40.06,IGNORE
CCI,https://www.tradingview.com/chart/?symbol=CCI,Crown Castle Inc.,Real Estate,91.57,39965904896,-4.8,,3.33,0.55,54.78,88.09,88.7,True,True,False,BULLISH TREND,False,66.49,POSITIVE,5,Crown Castle (CCI) Soars 5.8%: Is Further Upside Left in the Stock? | Is Crown Castle (CCI) Offering Value After Rate Concerns And Mixed Valuation Signals? | SBA Communications vs. Crown Castle: Which Real Estate Stock Is a Better Buy in 2026?,38.64,30.92,1202875008.0,,,25.14,40.02,IGNORE
AEE,https://www.tradingview.com/chart/?symbol=AEE,Ameren Corporation,Utilities,107.44,29734195200,3.7,19.6,-2.69,-1.22,50.17,110.26,104.62,False,True,True,NO CLEAR ENTRY,False,58.74,NEUTRAL,5,How The Ameren (AEE) Story Is Shifting With Data Center Growth And Mixed Analyst Views | Why Is Ameren (AEE) Down 3.1% Since Last Earnings Report? | Ameren (AEE) is a Top Dividend Stock Right Now: Should You Buy?,19.32,18.5,-1869374976.0,155.674,11.75,17.83,40.0,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,167.81,28010815488,0.6,14.5,-8.9,-7.2,28.79,181.02,173.27,False,False,True,NO CLEAR ENTRY,False,52.1,NEUTRAL,5,"Why Is Atmos (ATO) Down 7.6% Since Last Earnings Report? | Atmos Energy (ATO) Sees Target Cut as Mizuho Cites Lower Utility Valuation Multiples | Zacks Industry Outlook Highlights Atmos Energy, Southwest Gas, Brookfield and ONE",20.67,18.71,-2210371840.0,64.588,9.6,27.58,39.97,IGNORE
NI,https://www.tradingview.com/chart/?symbol=NI,NiSource Inc.,Utilities,45.895,22003863552,8.2,6.0,-1.8,-2.39,45.77,47.1,43.86,False,True,True,NO CLEAR ENTRY,False,61.47,POSITIVE,5,NiSource (NI) Down 2.5% Since Last Earnings Report: Can It Rebound? | Is NiSource (NI) Pricing Look Stretched After 27.5% One Year Share Price Rise? | Will Strong Q1 Results and New Debt Financing Shift NiSource's (NI) Regulated Infrastructure Narrative?,22.83,20.47,-1562412544.0,140.908,9.11,14.1,39.77,IGNORE
BDX,https://www.tradingview.com/chart/?symbol=BDX,"Becton, Dickinson and Company",Healthcare,149.78,41270444032,5.2,,-8.9,-2.27,68.06,150.46,153.31,False,False,False,NO CLEAR ENTRY,False,54.02,NEUTRAL,5,"Jim Cramer on Becton, Dickinson: “I Think You Buy Some and Then You Wait” | Is It Smart To Buy Becton, Dickinson and Company (NYSE:BDX) Before It Goes Ex-Dividend? | Becton, Dickinson and Company Stock: Is BDX Underperforming the Healthcare Sector?",26.14,11.18,4531250176.0,71.599,6.67,5.12,39.72,IGNORE
MGM,https://www.tradingview.com/chart/?symbol=MGM,MGM Resorts International,Consumer Cyclical,47.25,12088970240,4.2,-5.9,32.58,23.98,76.49,39.42,36.14,True,True,True,WATCH - OVERBOUGHT,False,51.0,NEUTRAL,5,"How proposed Caesars, MGM deals could impact casino workers | Investing.com’s stocks of the week | 3 Consumer Stocks with Warning Signs",64.73,20.51,528360256.0,951.186,13.49,1.03,39.58,IGNORE
MELI,https://www.tradingview.com/chart/?symbol=MELI,"MercadoLibre, Inc.",Consumer Cyclical,1617.43,81999151104,49.0,-15.6,-8.59,-13.51,54.65,1726.2,2005.52,False,False,False,NO CLEAR ENTRY,False,48.41,NEUTRAL,5,Bell Global Equities Fund Bets on MercadoLibre (MELI) Amid Weakness | Discover RadNet And 2 Other Stocks Estimated To Be Trading Below Intrinsic Value | 3 Stocks I Bought Last Month,42.63,27.29,-4104624896.0,169.977,31.26,6.04,39.52,IGNORE
GIS,https://www.tradingview.com/chart/?symbol=GIS,"General Mills, Inc.",Consumer Defensive,33.225,17731557376,2.2,-14.5,-22.15,-6.96,47.69,34.6,42.52,False,False,False,NO CLEAR ENTRY,False,46.08,NEUTRAL,5,"Traders Ran for Cover (and Kleenex) | General Mills, J.M. Smucker Among Food Producers Seen Missing 2027 Earnings Views, Morgan Stanley Says | General Mills new COO commits to restoring “profitable top-line growth”",8.12,10.48,2263375104.0,217.629,23.59,12.05,39.24,IGNORE
