Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
NVDA,https://www.tradingview.com/chart/?symbol=NVDA,NVIDIA Corporation,Technology,218.16,5284053385216,85.2,214.5,19.17,11.0,35.27,202.91,188.41,True,True,True,BULLISH TREND,False,68.52,POSITIVE,5,Broadcom's sell-off just entered megacap history | Is OpenAI coming for Tesla's robotics business? | NVIDIA (NVDA): The Most Promising Stock to Buy Right Now,33.41,17.27,46335873024.0,6.555,114.29,62.97,88.58,BUY SIGNAL
CMCSA,https://www.tradingview.com/chart/?symbol=CMCSA,Comcast Corporation,Communication Services,23.4401,83733397504,5.3,-32.6,-26.11,-11.41,24.48,26.86,27.85,False,False,False,NO CLEAR ENTRY,False,55.55,NEUTRAL,5,"Is Comcast (CMCSA) Quietly Redefining Its Capital Playbook With Debt Tenders And A UK Theme Park? | CMCSA Stock Climbs Overnight As Universal Heads To Europe: Comcast Makes Its Biggest Theme Park Bet Yet | Offerpad, Comcast, and Sonos Shares Are Falling, What You Need To Know",4.6,6.17,4013125120.0,106.858,20.92,15.0,45.49,IGNORE
SBAC,https://www.tradingview.com/chart/?symbol=SBAC,SBA Communications Corporation,Real Estate,203.78,21613520896,5.9,-14.7,5.08,-5.69,54.87,205.73,194.49,False,True,True,BUY THE DIP,False,63.61,POSITIVE,5,SBA Communications vs. Crown Castle: Which Real Estate Stock Is a Better Buy in 2026? | A Look At SBA Communications (SBAC) Valuation After Recent Share Price Volatility | SBA Communications (SBAC) Down 7.5% Since Last Earnings Report: Can It Rebound?,21.47,25.14,-301849504.0,,,35.66,45.39,IGNORE
DIS,https://www.tradingview.com/chart/?symbol=DIS,The Walt Disney Company,Communication Services,99.0732,172041748480,6.5,-29.8,-3.85,-1.4,31.01,101.82,107.68,False,False,False,NO CLEAR ENTRY,False,65.41,POSITIVE,5,Disney's next growth story isn't parks or movies | AT&T Teams Up With Disney and Pixar on Toy Story 5 Promotional Campaign (T) | Here's Why Walt Disney (DIS) is a Strong Momentum Stock,15.85,13.22,3751375104.0,41.069,11.01,11.54,45.33,IGNORE
COR,https://www.tradingview.com/chart/?symbol=COR,"Cencora, Inc.",Healthcare,268.97,52331085824,3.8,128.3,-26.78,-11.87,59.52,293.33,324.39,False,False,False,NO CLEAR ENTRY,False,52.14,NEUTRAL,5,"Is Cencora’s New CFO, $2 Billion Buyback, and Lawsuit Trio Altering The Investment Case For Cencora (COR)? | AbbVie vs. Pfizer: Which Healthcare Stock Is a Better Buy in 2026? | Bath & Body Works Sales Fall Amid Turnaround Efforts",20.61,13.6,-318246112.0,420.985,107.13,0.78,45.27,IGNORE
SOLV,https://www.tradingview.com/chart/?symbol=SOLV,Solventum Corporation,Healthcare,81.39,14094690304,-3.0,-91.0,15.61,17.89,74.98,70.41,74.08,True,True,False,WATCH - OVERBOUGHT,False,48.22,NEUTRAL,5,Solventum Corporation (SOLV) Fell as Its HCIT Unit Hurt by AI Disruption Fears | 1 Unpopular Stock That Should Get More Attention and 2 We Turn Down | What Are Wall Street Analysts' Target Price for Solventum Stock?,9.96,11.56,378500000.0,106.46,34.79,17.33,45.16,IGNORE
APD,https://www.tradingview.com/chart/?symbol=APD,"Air Products and Chemicals, Inc.",Basic Materials,285.19,63506305024,8.8,,4.66,-6.17,25.6,294.25,272.17,False,True,True,BUY THE DIP,False,61.37,POSITIVE,5,IAMGOLD Expands Cote Gold Resource Base With Updated Estimate | PAAS Strengthens Timmins Operations With Resource Discoveries | Is FCEL's Food Opportunity Flying Under Investors' Radar?,30.08,20.04,-3519237376.0,101.611,12.35,16.91,45.01,IGNORE
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,27.51,38105190400,6.1,,-1.18,7.41,65.14,26.44,28.24,True,False,False,NO CLEAR ENTRY,False,67.95,POSITIVE,5,Royal Caribbean Cruises vs. Carnival Corporation: Which Cruise Stock Is a Better Buy in 2026? | Carnival (CCL) Valuation Check After Recent Share Price Rebound And Mixed One Year Returns | Carnival’s LNG Fuel Breakthrough And What It Could Mean For CCL Investors,12.12,10.57,2174000128.0,203.901,27.85,11.48,44.99,IGNORE
ALNY,https://www.tradingview.com/chart/?symbol=ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,304.45,40647905280,96.4,,-6.98,1.11,57.51,307.75,382.63,False,False,False,NO CLEAR ENTRY,False,56.67,NEUTRAL,5,"Alnylam Bets on AI for Speedy RNAi Drug Discovery and Development | Alnylam, Inceptive ink AI deal potentially worth $2B | Are Options Traders Betting on a Big Move in Alnylam Stock?",76.49,21.91,204714128.0,276.203,90.36,12.55,44.93,IGNORE
DASH,https://www.tradingview.com/chart/?symbol=DASH,"DoorDash, Inc.",Consumer Cyclical,159.48,69436137472,33.1,-6.1,-10.28,-4.01,54.87,162.94,206.71,False,False,False,NO CLEAR ENTRY,False,47.26,NEUTRAL,5,"Deliveroo adds restaurant reservations feature in UAE via SevenRooms | DoorDash Insiders Sell US$255m Of Stock, Possibly Signalling Caution | DoorDash upgrades ad platform with LiveRamp pact, premium ad formats",75.89,20.47,2295624960.0,32.194,9.92,6.29,44.93,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,175.695,190137958400,10.6,-12.0,-19.6,-9.09,33.4,193.29,208.38,False,False,False,NO CLEAR ENTRY,False,53.52,NEUTRAL,5,What's justifying SpaceX's $2T valuation target ahead of IPO? | JPMorgan Maintains Overweight Rating on Array Digital Infrastructure (AD) | T-Mobile opens first India tech hub in Hyderabad,18.65,12.57,11147374592.0,218.569,18.02,11.65,44.88,IGNORE
ALB,https://www.tradingview.com/chart/?symbol=ALB,Albemarle Corporation,Basic Materials,164.82,19437989888,32.7,,-1.85,-15.4,21.01,184.7,141.87,False,True,True,NO CLEAR ENTRY,False,48.07,NEUTRAL,5,"Albemarle (ALB) Valuation Check As Upgraded Earnings Outlook Meets Cost Cuts And Insider Selling Concerns | ATI Prices $450 Million Senior Notes Offering Due in 2033 | RBC Capital Raises PT On Albemarle (ALB) To $257, Reiterates “Outperform” Rating",,13.65,716711744.0,19.845,-1.82,-4.24,44.85,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,125.61,15016788992,0.8,-18.5,-27.48,-3.53,59.59,141.69,171.65,False,False,False,NO CLEAR ENTRY,False,47.94,NEUTRAL,5,Stocks Mostly Down Pre-Bell as Middle East Concerns Persist | LULU Stock Rises Premarket Ahead Of Q1 Test: Analyst Says Valuation Looks Cheap But Warns Of FY26 'Reset' Risk | Jobs Report: What to Watch the Rest of the Week,9.47,9.56,824078400.0,36.245,34.01,14.22,44.64,IGNORE
PM,https://www.tradingview.com/chart/?symbol=PM,Philip Morris International Inc.,Consumer Defensive,176.65,275319422976,9.1,-9.3,-0.45,4.24,23.95,170.35,163.9,True,True,True,BULLISH TREND,False,56.39,NEUTRAL,5,"Morgan Stanley Raises Philip Morris (PM) Target on Confidence in Zyn and IQOS Growth | What Philip Morris International (PM)'s EPS Cut and Canada Impairment Means For Shareholders | Philip Morris International's US Launch of Zyn Ultra Seen as Potential Catalyst, Morgan Stanley Says",24.85,19.34,8575249920.0,,,26.74,44.41,IGNORE
CPT,https://www.tradingview.com/chart/?symbol=CPT,Camden Property Trust,Real Estate,110.87,10986174464,-0.5,12.1,3.07,5.86,74.68,103.36,103.89,True,True,False,WATCH - OVERBOUGHT,False,61.69,POSITIVE,5,Morgan Stanley Maintains Equal Weight Rating on Camden (CPT) | This REIT Yielding 16% Just Landed a New $5 Million Bet From EMG Holdings | KB Home Stock Is Down 15%. So Why Did One Investor Buy Up $4 Million in Shares Last Quarter?,30.97,90.63,688079616.0,104.147,9.06,24.49,44.39,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,16.485,33417248768,33.6,-26.5,-1.05,0.46,65.65,16.14,16.53,True,False,False,NO CLEAR ENTRY,False,59.89,NEUTRAL,5,June 2026's Top Dividend Stocks For Reliable Income | Top Dividend Stocks To Consider In June 2026 | ChoiceOne Financial Services And 2 Other Top Dividend Stocks To Consider,12.68,8.65,,,8.39,26.6,44.34,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,81.135,104168005632,9.9,17.1,-14.44,4.3,62.47,81.39,91.5,False,False,False,NO CLEAR ENTRY,False,55.68,NEUTRAL,5,"CereVasc raises $85m to advance hydrocephalus treatment | Medtronic Balances Hugo Robotics Expansion With Ongoing Cardiovascular Device Recalls | Company News for Jun 4, 2026",21.75,12.59,,57.06,9.93,13.2,44.25,IGNORE
DECK,https://www.tradingview.com/chart/?symbol=DECK,Deckers Outdoor Corporation,Consumer Cyclical,108.185,15024836608,9.6,-4.8,-0.51,9.79,71.5,103.62,103.27,True,True,True,WATCH - OVERBOUGHT,False,50.55,NEUTRAL,5,"Carriage Services, Deckers, and RE/MAX Shares Plummet, What You Need To Know | How The Deckers Outdoor (DECK) Investment Story Is Shifting Without Fresh Analyst Price Targets | Footwear Names Are Regaining Their Stride. What Crocs and Deckers Charts Say.",15.41,13.04,858725120.0,15.01,40.86,18.71,44.24,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,206.475,63524945920,2.6,7.5,-10.58,1.27,46.23,209.49,216.4,False,False,False,NO CLEAR ENTRY,False,53.8,NEUTRAL,5,"Is Waste Management Stock Underperforming the Nasdaq? | Top Stock Reports for JPMorgan, GE Aerospace & Western Digital | Republic Services Pick of the Week at Smart Insider Following Share Purchases by Cascade Investments",29.67,25.61,1808875008.0,117.578,18.35,12.99,44.2,IGNORE
LYV,https://www.tradingview.com/chart/?symbol=LYV,"Live Nation Entertainment, Inc.",Communication Services,160.46,37341097984,12.2,,1.15,2.03,31.14,160.63,153.48,False,True,True,NO CLEAR ENTRY,False,52.45,NEUTRAL,5,Live Nation (LYV) Down 2.1% Since Last Earnings Report: Can It Rebound? | 3 Hyped Up  Stocks with Questionable Fundamentals | States Flex Muscle on Antitrust Enforcement as Trump Administration Pulls Back,,74.67,2120347904.0,738.269,14.93,0.33,44.2,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,35.095,26403735552,10.8,7.3,-8.38,-6.04,42.92,37.32,36.3,False,False,True,NO CLEAR ENTRY,False,64.27,POSITIVE,5,Assessing PPL (PPL) Valuation After Recent Share Price Pullback And Long Term Growth Plans | Is PPL Emerging as a Key Beneficiary of the AI and Data Center Boom? | PPL vs. IDACORP: Which Utility Stock Looks More Attractive Now?,21.53,16.58,-1615124992.0,135.116,8.32,13.09,43.99,IGNORE
J,https://www.tradingview.com/chart/?symbol=J,Jacobs Solutions Inc.,Industrials,123.17,14544021504,27.0,,-10.56,-9.51,76.69,122.99,137.3,True,False,False,WATCH - OVERBOUGHT,False,70.39,POSITIVE,5,Why Is Jacobs Solutions (J) Down 4.2% Since Last Earnings Report? | 3 Profitable Stocks We Approach with Caution | A Look At Jacobs Solutions (J) Valuation After Melbourne Water Contract Win And Earnings Beat,36.23,14.89,512446368.0,138.776,9.38,2.9,43.88,IGNORE
XOM,https://www.tradingview.com/chart/?symbol=XOM,Exxon Mobil Corporation,Energy,153.16,634840154112,2.6,-43.4,2.92,-0.44,51.96,153.31,131.21,False,True,True,NO CLEAR ENTRY,False,52.73,NEUTRAL,5,"Is $150 Oil Really Possible in Two or Three Weeks? | Jim Cramer Says He Is a “Huge Believer” in Bloom Energy | Can Pure Dividend Stocks Replace a $110,000 Dual-Income Household Income? Here’s What It Would Take",25.83,14.4,11630499840.0,18.261,9.87,7.76,43.87,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,129.51,11129552896,9.7,-7.0,-17.01,-2.1,45.88,137.66,158.29,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,Allegion CEO To Outline Long Term Plan And Valuation Context | Do Options Traders Know Something About Allegion Stock We Don't? | Allegion (ALLE) Down 4.5% Since Last Earnings Report: Can It Rebound?,17.67,13.59,494362496.0,105.863,34.18,15.24,43.85,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,105.94,70789128192,9.1,,-5.79,-5.49,47.34,109.67,115.1,False,False,False,NO CLEAR ENTRY,False,49.53,NEUTRAL,5,New CRH Investor Relations Lead May Shape Valuation And ESG Narrative | Argan Gears Up for Q1 Earnings: What's in the Offing for the Stock? | This New $125 Million Position Signals Confidence in One Cash-Rich Mining Stock Up 150% in a Year,19.65,15.84,786124992.0,83.227,15.81,9.64,43.81,IGNORE
GEHC,https://www.tradingview.com/chart/?symbol=GEHC,GE HealthCare Technologies Inc.,Healthcare,63.695,28974331904,7.4,-30.9,-19.35,4.35,55.01,66.78,75.08,False,False,False,NO CLEAR ENTRY,False,48.98,NEUTRAL,5,QuidelOrtho (QDEL) Up 24.1% Since Last Earnings Report: Can It Continue? | Jim Cramer on GE HealthCare: “Maybe It’s Too Expensive” | 3 Value Stocks with Questionable Fundamentals,15.27,11.86,1483624960.0,97.055,19.46,9.1,43.77,IGNORE
IT,https://www.tradingview.com/chart/?symbol=IT,"Gartner, Inc.",Technology,165.34,11069825024,-1.5,17.3,-0.93,10.6,69.39,154.58,205.38,True,False,False,NO CLEAR ENTRY,False,55.11,NEUTRAL,5,Why Is Gartner (IT) Up 9.1% Since Last Earnings Report? | It’s No Longer Doom and Gloom for These 3 ‘AI Doom’ Stocks | 3 Profitable Stocks with Warning Signs,16.34,10.78,1064192896.0,5293.41,94.88,11.44,43.71,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,75.73,21583521792,69.2,-6.9,-10.86,-2.46,61.5,75.52,75.86,True,False,False,NO CLEAR ENTRY,False,54.98,NEUTRAL,5,"A Look At Omnicom Group (OMC) Valuation As Undervaluation Narrative Meets Insider Selling Caution | Here Are Wednesday’s Top Wall Street Analyst Research Calls: Boyd Gaming, Chipotle Mexican Grill, Conagra, Dollar General, MGM Resorts International, Omnicom Group, Yum! Brands, and More | 8 'Super-Expensive' Stocks Worth Every Penny And More, Analysts Say",,6.12,5066650112.0,110.574,2.02,0.32,43.65,IGNORE
GE,https://www.tradingview.com/chart/?symbol=GE,GE Aerospace,Industrials,326.14,340760756224,24.7,-1.8,-3.88,13.76,72.78,297.8,301.58,True,True,False,WATCH - OVERBOUGHT,False,54.01,NEUTRAL,5,Huntington Ingalls (HII) Down 10% Since Last Earnings Report: Can It Rebound? | America's Rare Earth Reckoning Could Create a New Strategic Powerhouse | Applied Aerospace & Defense IPO raises $650 million on NYSE,40.51,37.55,5667999744.0,116.527,45.43,17.86,43.57,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,161.01,77573726208,7.6,-15.4,-12.44,-3.74,51.77,168.18,181.4,False,False,False,NO CLEAR ENTRY,False,53.89,NEUTRAL,5,"Exchange-Traded Funds Lower, Equity Futures Mixed Pre-Bell Thursday as Investors Weigh Economic Data | 2 Large-Cap Stocks to Research Further and 1 We Turn Down | What Marsh & McLennan Companies (MRSH)'s Talent Raid Lawsuit and TriBridge Deal Mean For Shareholders",20.1,14.23,4965374976.0,151.634,27.57,14.26,43.16,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,186.21,131793969152,3.7,9.8,-8.85,6.63,75.37,180.99,204.97,True,False,False,WATCH - OVERBOUGHT,False,58.74,NEUTRAL,5,"Jim Cramer on Danaher: “At These Prices, It’s Clearly Overvalued” | How Corning Turned Glass Into Gold | Is It Time To Reassess Danaher (DHR) After Its Recent Share Price Weakness?",36.09,20.46,4568500224.0,37.17,7.08,14.89,42.95,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,33.33,13610497024,22.5,,-29.98,-4.5,61.94,36.09,59.7,False,False,False,NO CLEAR ENTRY,False,58.82,NEUTRAL,5,"Broadcom downgraded, UnitedHealth upgraded: Wall Street's top analyst calls | 3 Stocks Estimated To Be Trading At Discounts Ranging From 24% To 49.9% | CoStar Group, Inc. (CSGP) To Acquire Housing Market Data Provider Zonda",476.14,18.53,202200000.0,14.526,0.3,0.73,42.86,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,25.7751,146903744512,5.4,-10.1,-1.58,-0.94,50.44,26.34,25.13,False,True,True,NO CLEAR ENTRY,False,65.03,POSITIVE,5,Why Is Pfizer (PFE) Down 4.5% Since Last Earnings Report? | Does Decnupaz Approval Validate ABBV's ADC Strategy in Oncology? | Better High-Yield Dividend Stock to Buy: Bristol Myers Squibb or Pfizer?,19.68,9.08,12376625152.0,71.602,8.31,11.83,42.8,IGNORE
ED,https://www.tradingview.com/chart/?symbol=ED,"Consolidated Edison, Inc.",Utilities,104.07,38352883712,6.2,12.9,-6.71,-3.86,39.99,108.56,102.51,False,True,True,NO CLEAR ENTRY,False,58.13,NEUTRAL,5,Here's Why Investors Should Add ED to Their Portfolio Right Now | Here's Why You Should Add Duke Energy Stock to Your Portfolio Now | Southern Company Approves Rate Cut for Georgia Power Customers,17.55,16.04,-833249984.0,106.177,8.73,12.52,42.7,IGNORE
DRI,https://www.tradingview.com/chart/?symbol=DRI,"Darden Restaurants, Inc.",Consumer Cyclical,192.47,22044551168,5.9,-3.3,-4.65,-1.04,46.37,197.02,193.69,False,False,True,NO CLEAR ENTRY,False,56.15,NEUTRAL,5,Darden Stock Rises 17% in 6 Months: Should You Buy the Stock Now? | Is Darden Restaurants (DRI) Stock Outpacing Its Retail-Wholesale Peers This Year? | Best Buy (BBY) Tops Q1 Earnings and Revenue Estimates,20.26,16.91,678150016.0,387.681,51.54,8.66,42.59,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,41.24,20157028352,12.8,,-12.16,3.85,58.31,39.87,38.59,True,True,True,BULLISH TREND,False,75.2,POSITIVE,5,Southwest exec says the free bag and assigned seating overhaul is already paying off | Is Southwest Airlines (LUV) The Best Airline Stock in Billionaire Paul Singer’s Portfolio? | Southwest says plus-size flyers no longer need to buy a second seat — but getting one free isn't guaranteed,27.49,9.11,-372375008.0,93.033,10.06,2.83,42.47,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,227.67,548051058688,9.9,-52.9,-6.65,1.52,46.99,230.47,210.57,False,True,True,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"CereVasc raises $85m to advance hydrocephalus treatment | How to Maximize Dividend Income in Retirement Before RMDs Change the Math | Without a Roth, $60,000 in Dividend Income From These 5 Stocks Means You Owe the IRS $22,200",26.35,17.9,12511375360.0,67.73,26.42,21.83,42.4,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,129.29,20256944128,-1.0,8.9,-44.27,-18.29,28.21,182.69,218.2,False,False,False,NO CLEAR ENTRY,False,58.53,NEUTRAL,5,"Charter, fuboTV, and Inspired Shares Plummet, What You Need To Know | Charter Communications (CHTR) Valuation Check After A Steep One Year Share Price Decline | Unpacking Q1 Earnings: Charter (NASDAQ:CHTR) In The Context Of Other Consumer Discretionary - Wireless, Cable and Satellite Stocks",3.5,2.92,2403624960.0,459.525,27.5,9.03,42.23,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,125.56,15793623040,3.7,-7.6,-28.77,-8.48,50.02,142.28,173.91,False,False,False,NO CLEAR ENTRY,False,54.86,NEUTRAL,5,"Leidos (LDOS) Down 7.8% Since Last Earnings Report: Can It Rebound? | OSIS Gains From Robust Demand, Faces Margin and Timing Headwinds | Yum! Brands upgraded, Chipotle downgraded: Wall Street's top analyst calls",11.49,9.55,1194749952.0,137.125,30.58,8.15,42.19,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,81.34,18749929472,5.0,18.5,-1.91,0.5,47.03,81.58,76.44,False,True,True,NO CLEAR ENTRY,False,51.67,NEUTRAL,5,CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Evergy Stock Outlook: Is Wall Street Bullish or Bearish?,21.63,17.87,-1101750016.0,155.555,8.87,14.63,42.18,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,217.61,40402919424,6.1,,0.85,-2.47,25.01,215.4,231.54,True,False,False,NO CLEAR ENTRY,False,63.19,POSITIVE,5,"Take-Two's Path to Profitability Is Coming in November | Cars.com, Take-Two, and Match Group Shares Plummet, What You Need To Know | Piper Sandler starts Take-Two at overweight, sees GTA 6 driving shares to $280",,21.57,1447787520.0,84.26,-10.56,-4.48,41.81,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,119.265,145299832832,-5.3,-20.2,3.89,-2.57,50.65,121.7,102.83,False,True,True,NO CLEAR ENTRY,False,58.76,NEUTRAL,5,3 Reasons We’re Fans of ConocoPhillips (COP) | Here's How the Permian Basin Is Fueling ExxonMobil's Growth Strategy | Pantheon Resources advocates alongside Alaska's major North Slope producers,20.21,12.97,5289124864.0,36.143,11.28,12.33,41.8,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,163.49,45248643072,-2.8,-24.1,30.06,9.96,67.62,146.58,126.78,True,True,True,BULLISH TREND,False,54.48,NEUTRAL,5,Did State Street’s Rejected Independent-Chair Proposal Reframe Its Governance Trade-offs for Investors in STT? | Vanguard’s VOO Hits $1 Trillion of Assets in ETF Industry First | ARKX vs. XAR: Two ETFs Worthy of Consideration,16.6,11.83,,,11.26,21.3,41.76,IGNORE
ABBV,https://www.tradingview.com/chart/?symbol=ABBV,AbbVie Inc.,Healthcare,222.885,393791602688,12.4,-46.2,-4.85,8.14,67.65,208.68,217.1,True,True,False,BULLISH TREND,False,68.59,POSITIVE,5,Does Decnupaz Approval Validate ABBV's ADC Strategy in Oncology? | BioLife Solutions Leads 3 Stocks Estimated To Be Trading Below Fair Value | The Best Stocks to Invest $500 in Right Now,109.26,13.71,20811624448.0,,,5.79,41.69,IGNORE
ZS,https://www.tradingview.com/chart/?symbol=ZS,"Zscaler, Inc.",Technology,135.16,21856659456,25.4,,-13.48,-4.39,43.78,143.01,218.88,False,False,False,NO CLEAR ENTRY,False,61.64,POSITIVE,5,Zscaler (ZS) Valuation Check After Guggenheim Upgrade And Renewed AI Security Optimism | Is CrowdStrike Stock A Great Business At A Dangerous Price? | Stocks Retreat as US-Iran Peace Hopes in Doubt,,29.39,1108818560.0,78.939,-3.71,-2.44,41.68,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,201.32,47150325760,11.0,-19.5,-9.58,2.19,66.65,202.14,193.17,False,True,True,NO CLEAR ENTRY,False,59.34,NEUTRAL,5,Dentsply (XRAY) Down 13.5% Since Last Earnings Report: Can It Rebound? | 3 Market-Beating Stocks with Exciting Potential | AbbVie vs. Pfizer: Which Healthcare Stock Is a Better Buy in 2026?,30.78,16.81,4849999872.0,,,0.62,41.65,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,22.685,157623058432,2.9,-11.3,-20.9,-12.41,29.8,25.93,25.95,False,False,False,NO CLEAR ENTRY,False,65.96,POSITIVE,5,What's justifying SpaceX's $2T valuation target ahead of IPO? | US Supreme Court backs FCC in clash with wireless carriers over fines | How to Maximize Dividend Income in Retirement Before RMDs Change the Math,7.46,8.89,8849000448.0,125.175,18.37,16.94,41.58,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,306.82,57159016448,190.0,-6.1,-16.5,1.38,49.23,326.74,313.02,False,False,True,NO CLEAR ENTRY,False,63.71,POSITIVE,5,"Joby Aviation, Inc. (JOBY) Up 8.7% Since Last Earnings Report: Can It Continue? | OSIS Gains From Robust Demand, Faces Margin and Timing Headwinds | Can Financial Investigations Become Cognyte's Next Major Growth Engine?",33.28,22.51,,34.574,,10.37,41.5,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,104.98,21601617920,1.4,-6.3,-5.78,-1.08,49.37,107.77,104.45,False,True,True,NO CLEAR ENTRY,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.36,36.2,2084000000.0,45.603,9.22,8.82,41.49,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,110.185,35890081792,9.0,7.9,-5.46,-3.55,45.3,113.31,110.01,False,True,True,NO CLEAR ENTRY,False,65.68,POSITIVE,5,WEC Energy (WEC) Down 3.4% Since Last Earnings Report: Can It Rebound? | What Makes WEC Energy Group (WEC) a Defensive Play? | Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus?,22.08,18.35,-2067012480.0,153.184,11.68,16.24,41.35,IGNORE
LNT,https://www.tradingview.com/chart/?symbol=LNT,Alliant Energy Corporation,Utilities,71.08,18358333440,5.0,4.9,-0.95,-2.72,44.28,71.96,67.67,False,True,True,NO CLEAR ENTRY,False,65.46,POSITIVE,5,CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Alliant Energy Stock: Analyst Estimates & Ratings | We Think You Should Be Aware Of Some Concerning Factors In Alliant Energy's (NASDAQ:LNT) Earnings,22.35,19.29,-1202625024.0,159.526,11.31,18.58,41.34,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,144.68,31929995264,3.8,-10.6,-2.66,3.5,54.93,140.17,137.78,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,32.51,30.18,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
TSCO,https://www.tradingview.com/chart/?symbol=TSCO,Tractor Supply Company,Consumer Cyclical,29.395,15416196096,3.6,-8.1,-41.42,-9.32,45.45,36.78,49.24,False,False,False,NO CLEAR ENTRY,False,59.11,NEUTRAL,5,3 Reasons to Avoid TSCO and 1 Stock to Buy Instead | Tractor Supply makes massive bet on pets | Is Tractor Supply (TSCO) Now Offering Value After A 37.5% Year To Date Fall?,14.48,12.7,350726016.0,254.949,45.5,6.91,41.03,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,411.645,68331249664,7.4,-13.8,-13.69,-6.02,57.06,425.29,424.96,False,False,True,NO CLEAR ENTRY,False,63.52,POSITIVE,5,3 Cash-Producing Stocks with Exciting Potential | Motorola Solutions to Buy Counter-Drone Technology Company for $1.5 Billion | Motorola Solutions to acquire D-Fend Solutions for $1.5 billion,33.14,22.23,1815124992.0,374.132,99.29,17.61,40.98,IGNORE
