Ticker,Chart Link,Company,Sector,Price,Market Cap,Revenue Growth %,EPS Growth %,3M Momentum %,Pullback 1M %,RSI,MA50,MA200,Above MA50,Above MA200,MA50 > MA200,Entry Setup,High Conviction Dip Buy,News Sentiment Score,News Sentiment Label,News Headlines Count,Top News Headlines,P/E,Forward P/E,Free Cash Flow,Debt to Equity,ROE %,Profit Margin %,Score,Signal
DIS,https://www.tradingview.com/chart/?symbol=DIS,The Walt Disney Company,Communication Services,101.96,177054711808,6.5,-29.8,-2.26,-1.72,41.0,101.68,107.9,True,False,False,NO CLEAR ENTRY,False,60.09,POSITIVE,5,"The twisty economics of amusement parks | Here’s what’s worth streaming in June 2026 on Netflix, Hulu, HBO Max and more | 3 Dates for Disney Stock Investors to Circle in June",16.31,13.6,3751375104.0,41.069,11.01,11.54,44.91,IGNORE
INTC,https://www.tradingview.com/chart/?symbol=INTC,Intel Corporation,Technology,110.71,556428427264,7.2,,143.32,17.14,31.38,83.74,49.61,True,True,True,BULLISH TREND,False,51.33,NEUTRAL,5,"Microsoft, Dell, and HP stocks rise as Nvidia announces new AI chip for personal computers | Nvidia debuts RTX Spark processor for Windows laptops, taking aim at Intel, AMD | Intel Plans AI Data Center Chip Launch",,71.9,-8301250048.0,36.028,-2.91,-5.9,44.91,IGNORE
ALNY,https://www.tradingview.com/chart/?symbol=ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,299.52,39989686272,96.4,,-7.86,-3.22,64.32,308.7,384.98,False,False,False,NO CLEAR ENTRY,False,56.43,NEUTRAL,5,Are Options Traders Betting on a Big Move in Alnylam Stock? | JPMorgan says large-cap biotech is back as profits and pipelines fuel upside | Citi Initiates Alnylam (ALNY) With Buy Rating,75.07,21.55,204714128.0,276.203,90.36,12.55,44.91,IGNORE
TMUS,https://www.tradingview.com/chart/?symbol=TMUS,"T-Mobile US, Inc.",Communication Services,186.38,201701310464,10.6,-12.0,-13.29,-4.15,43.68,194.86,209.38,False,False,False,NO CLEAR ENTRY,False,51.41,NEUTRAL,5,T-Mobile US Stock: Is TMUS Underperforming the Communication Sector? | Why Is T-Mobile (TMUS) Down 3.7% Since Last Earnings Report? | T-Mobile catches employees off guard with big shift after layoffs,19.81,13.34,11147374592.0,218.569,18.02,11.65,44.71,IGNORE
CPT,https://www.tradingview.com/chart/?symbol=CPT,Camden Property Trust,Real Estate,107.58,10660165632,-0.5,12.1,-0.48,2.44,61.59,102.67,103.81,True,True,False,BULLISH TREND,False,61.69,POSITIVE,5,Morgan Stanley Maintains Equal Weight Rating on Camden (CPT) | This REIT Yielding 16% Just Landed a New $5 Million Bet From EMG Holdings | KB Home Stock Is Down 15%. So Why Did One Investor Buy Up $4 Million in Shares Last Quarter?,30.05,87.94,688079616.0,104.147,9.06,24.49,44.59,IGNORE
RSG,https://www.tradingview.com/chart/?symbol=RSG,"Republic Services, Inc.",Industrials,201.4501,61978963968,2.6,7.5,-12.31,-3.71,55.29,210.25,216.8,False,False,False,NO CLEAR ENTRY,False,58.02,NEUTRAL,5,"Top Stock Reports for JPMorgan, GE Aerospace & Western Digital | Republic Services Pick of the Week at Smart Insider Following Share Purchases by Cascade Investments | A Look At Republic Services (RSG) Valuation As Mixed Returns Meet 12.9% Upside Estimate",28.86,24.99,1808875008.0,117.578,18.35,12.99,44.54,IGNORE
CL,https://www.tradingview.com/chart/?symbol=CL,Colgate-Palmolive Company,Consumer Defensive,87.97,70392651776,8.4,-5.9,-9.03,3.06,55.32,86.07,83.33,True,True,True,BULLISH TREND,False,47.97,NEUTRAL,5,"EU weighs freezing Russian oil price cap as Middle East war lifts crude prices | Ukrainian drones hit Russian port, tanker, and oil depot, officials say | 2 Weeks in May Rekindled My Love for Stock Picking. Here’s My Daily Trading Routine.",34.1,21.77,3319500032.0,1640.535,363.58,10.04,44.54,IGNORE
PM,https://www.tradingview.com/chart/?symbol=PM,Philip Morris International Inc.,Consumer Defensive,172.88,269443661824,9.1,-9.3,-5.11,4.73,36.71,169.63,163.7,True,True,True,BULLISH TREND,False,56.95,NEUTRAL,5,“Demand for Data Center Power Continues to Outpace Expectations” — Josh Brown’s Case for Heavy Assets Over AI Hype | Walmart’s Pullback Has Created a Compelling Technical Setup | One Thing I’m Watching: The AI-Fication of the S&P 500,24.35,18.92,8575249920.0,,,26.74,44.46,IGNORE
PCAR,https://www.tradingview.com/chart/?symbol=PCAR,PACCAR Inc,Industrials,107.98,56828391424,-8.9,19.7,-12.95,-8.83,38.12,117.02,109.67,False,False,True,NO CLEAR ENTRY,False,54.94,NEUTRAL,5,3 Large-Cap Stocks We Keep Off Our Radar | 1 Nasdaq 100 Stock with Exciting Potential and 2 We Brush Off | Why Is Paccar (PCAR) Down 5% Since Last Earnings Report?,22.97,15.94,1485162496.0,76.163,13.11,8.91,44.45,IGNORE
LULU,https://www.tradingview.com/chart/?symbol=LULU,lululemon athletica inc.,Consumer Cyclical,132.875,15885326336,0.8,-18.5,-24.58,-3.5,64.01,143.9,172.75,False,False,False,NO CLEAR ENTRY,False,43.93,NEUTRAL,5,"Jobs report, retail earnings, AI in focus next week | Seeking Clues to Lululemon (LULU) Q1 Earnings? A Peek Into Wall Street Projections for Key Metrics | How lululemon’s Board Truce With Founder Chip Wilson Will Impact lululemon athletica (LULU) Investors",10.02,10.06,824078400.0,36.245,34.01,14.22,44.31,IGNORE
APD,https://www.tradingview.com/chart/?symbol=APD,"Air Products and Chemicals, Inc.",Basic Materials,278.26,61963128832,8.8,,1.29,-7.26,11.07,294.12,272.2,False,True,True,BUY THE DIP,False,51.32,NEUTRAL,5,IFF to Optimize Portfolio With Its Food Ingredients Business Sale | NEXA Resumes Cajamarquilla Smelter Operations After Fire Incident | BofA Lifts Price Target on Air Products (APD) After Earnings Beat,29.29,19.55,-3519237376.0,101.611,12.35,16.91,44.21,IGNORE
CCL,https://www.tradingview.com/chart/?symbol=CCL,Carnival Corporation Ltd.,Consumer Cyclical,27.69,38354513920,6.1,,-4.39,5.09,65.12,26.29,28.27,True,False,False,NO CLEAR ENTRY,False,57.37,NEUTRAL,5,"Is Norwegian Cruise Line (NCLH) The Best Cruise Stock to Buy Ahead of Summer Travel Boom? | Carnival Corporation data breach affects 5.9 million customers | Here Are Monday’s Top Wall Street Analyst Research Calls: Accenture, Caesars Entertainment, Carnival, Dell Technologies, IBM, Kohl’s, Microsoft, Zscaler, and More",12.2,10.65,2174000128.0,203.901,27.85,11.48,44.14,IGNORE
PPL,https://www.tradingview.com/chart/?symbol=PPL,PPL Corporation,Utilities,34.59,26023798784,10.8,7.3,-10.02,-7.61,33.27,37.43,36.31,False,False,True,NO CLEAR ENTRY,False,64.27,POSITIVE,5,Assessing PPL (PPL) Valuation After Recent Share Price Pullback And Long Term Growth Plans | Is PPL Emerging as a Key Beneficiary of the AI and Data Center Boom? | PPL vs. IDACORP: Which Utility Stock Looks More Attractive Now?,21.22,16.34,-1615124992.0,135.116,8.32,13.09,43.99,IGNORE
VST,https://www.tradingview.com/chart/?symbol=VST,Vistra Corp.,Utilities,155.65,52482449408,43.4,,-6.1,-1.35,53.25,154.14,172.66,True,False,False,NO CLEAR ENTRY,False,38.64,NEGATIVE,5,From Bond Proxy to Battleground: Why Utilities Are the Worst Hiding Spot in 2026 | Analyst Raises Vistra (VST) Price Target by $4 | XLU Investors: Watch PJM’s March 2027 Data Center Framework Decision,26.03,14.21,476875008.0,355.187,42.9,11.53,43.99,IGNORE
ALLE,https://www.tradingview.com/chart/?symbol=ALLE,Allegion plc,Industrials,128.77,11065961472,9.7,-7.0,-20.46,-6.34,41.85,138.48,158.84,False,False,False,NO CLEAR ENTRY,False,53.18,NEUTRAL,5,"Do Options Traders Know Something About Allegion Stock We Don't? | Allegion (ALLE) Down 4.5% Since Last Earnings Report: Can It Rebound? | Sone Capital Management Adds to MarketAxess Stake, According to Recent SEC Filing",17.59,13.49,494362496.0,105.863,34.18,15.24,43.85,IGNORE
DTE,https://www.tradingview.com/chart/?symbol=DTE,DTE Energy Company,Utilities,140.835,29297670144,15.8,-44.4,-3.87,-7.16,45.71,145.14,138.13,False,True,True,BUY THE DIP,False,74.57,POSITIVE,5,Michigan Set for Massive Battery Storage Buildout Under $1.6 Billion DTE Energy-LG Energy Solution Partnership | DTE Energy Advances Growth Through Renewables and Data Centers | OpenAI Needs 1.4 Gigawatts of Power. It Called a Michigan Utility Nobody’s Ever Heard Of. That Stock Could Beat the Nasdaq,23.13,16.86,-2188124928.0,218.787,10.42,7.65,43.77,IGNORE
LOW,https://www.tradingview.com/chart/?symbol=LOW,"Lowe's Companies, Inc.",Consumer Cyclical,208.875,117178875904,10.3,-0.7,-18.39,-12.53,29.17,231.74,246.31,False,False,False,NO CLEAR ENTRY,False,57.57,NEUTRAL,5,1 Large-Cap Stock Worth Investigating and 2 Facing Challenges | How The Lowe's (LOW) Investment Story Is Shifting As Analysts Trim Fair Value Estimates | Jim Cramer on Lowe’s: “The Company’s Doing So Much Better Than Anybody Expected”,17.66,15.51,4816124928.0,,,7.51,43.71,IGNORE
ABT,https://www.tradingview.com/chart/?symbol=ABT,Abbott Laboratories,Healthcare,87.6899,152739430400,7.8,-19.7,-22.68,-3.41,67.44,93.6,115.28,False,False,False,NO CLEAR ENTRY,False,60.07,POSITIVE,5,Abbott's CE Mark Win for Libre Duo Systems May Lift Its Stock | Is ACS’s Cologuard Endorsement Reshaping the Investment Case for Abbott Laboratories (ABT)? | BSX vs. ABT: Which Medical Stock Has More Upside Potential?,24.56,14.47,6341125120.0,64.773,12.33,13.9,43.66,IGNORE
CRH,https://www.tradingview.com/chart/?symbol=CRH,CRH plc,Basic Materials,106.67,71276912640,9.1,,-8.74,-9.59,40.37,109.51,115.16,False,False,False,NO CLEAR ENTRY,False,46.8,NEUTRAL,5,This New $125 Million Position Signals Confidence in One Cash-Rich Mining Stock Up 150% in a Year | BP’s Ousted Chair Says He Was Fired Without Explanation | Dycom to Report Q1 Earnings: Here's What to Expect This Season,19.79,15.95,786124992.0,83.227,15.81,9.64,43.59,IGNORE
HBAN,https://www.tradingview.com/chart/?symbol=HBAN,Huntington Bancshares Incorporated,Financial Services,16.055,32545583104,33.6,-26.5,-4.43,-4.21,51.98,16.09,16.54,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,UMB Financial Rises 18.3% in 6 Months: Should You Buy the Stock Now? | June 2026's Standout Dividend Stocks For Your Portfolio | Dividend Stocks To Consider In May 2026,12.35,8.43,,,8.39,26.6,43.55,IGNORE
MRSH,https://www.tradingview.com/chart/?symbol=MRSH,"Marsh & McLennan Companies, Inc.",Financial Services,161.34,77732724736,7.6,-15.4,-13.01,-3.8,49.52,168.97,182.06,False,False,False,NO CLEAR ENTRY,False,58.76,NEUTRAL,5,Piper Sandler Maintains Neutral Rating on Marsh & McLennan (MRSH) | Marsh ENEOS Deal Tests Acquisition Driven Growth In Japanese Insurance Market | Booz Allen Hamilton Set to Report Q4 Earnings: What's in the Cards?,20.17,14.26,4965374976.0,151.634,27.57,14.26,43.55,IGNORE
JNJ,https://www.tradingview.com/chart/?symbol=JNJ,Johnson & Johnson,Healthcare,222.295,535112286208,9.9,-52.9,-10.05,-2.73,53.02,231.01,209.77,False,True,True,NO CLEAR ENTRY,False,61.3,POSITIVE,5,No Rate Cuts Until 2027? Grab These High-Yielding Safe Dividend Kings Now | Is It Too Late To Consider Johnson & Johnson (JNJ) After Its 48% One-Year Surge? | Is Johnson & Johnson (JNJ) One of the Best Dividend Paying Stocks to Buy Right Now?,25.76,17.48,12511375360.0,67.73,26.42,21.83,43.3,IGNORE
BA,https://www.tradingview.com/chart/?symbol=BA,The Boeing Company,Industrials,224.72,177147297792,14.0,,-2.19,-1.88,38.77,219.73,219.47,True,True,True,BULLISH TREND,False,50.88,NEUTRAL,5,Stock Market Today: Dow Falls On New Iran Threat; Warren Buffett's Berkshire Boosts Stock (Live Coverage) | Is Boeing Company Stock Underperforming the S&P 500? | How Kelly Ortberg is rebuilding Boeing from the inside out,89.17,53.74,2554249984.0,828.696,169.95,2.46,43.27,IGNORE
OMC,https://www.tradingview.com/chart/?symbol=OMC,Omnicom Group Inc.,Communication Services,74.97,21366915072,69.2,-6.9,-11.3,-2.28,49.5,75.53,75.84,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,Here's Why Investors Must Hold OMC Stock in Their Portfolios for Now | Why Is Omnicom (OMC) Down 1.8% Since Last Earnings Report? | Omnicom Stock Outlook: Is Wall Street Bullish or Bearish?,,6.03,5066650112.0,110.574,2.02,0.32,43.25,IGNORE
CSGP,https://www.tradingview.com/chart/?symbol=CSGP,"CoStar Group, Inc.",Real Estate,32.83,13406318592,22.5,,-27.32,-5.14,49.25,36.61,60.52,False,False,False,NO CLEAR ENTRY,False,63.6,POSITIVE,5,"CoStar Group, Inc. (CSGP) To Acquire Housing Market Data Provider Zonda | Natera And 2 Other Companies That May Be Trading Below Their Estimated Value | Three Stocks That May Be Trading Below Estimated Value In May 2026",469.0,18.26,202200000.0,14.526,0.3,0.73,43.24,IGNORE
LUV,https://www.tradingview.com/chart/?symbol=LUV,Southwest Airlines Co.,Industrials,42.1401,20596973568,12.8,,-12.32,11.13,60.23,39.76,38.43,True,True,True,BULLISH TREND,False,74.87,POSITIVE,5,Is Southwest Airlines (LUV) The Best Airline Stock in Billionaire Paul Singer’s Portfolio? | Southwest says plus-size flyers no longer need to buy a second seat — but getting one free isn't guaranteed | Here's Why Alaska Air Shares Popped Higher This Week,28.09,9.31,-372375008.0,93.033,10.06,2.83,42.44,IGNORE
DHR,https://www.tradingview.com/chart/?symbol=DHR,Danaher Corporation,Healthcare,180.15,127504875520,3.7,9.8,-12.36,0.67,72.31,181.55,205.41,False,False,False,WATCH - OVERBOUGHT,False,50.0,NEUTRAL,5,Avantor (AVTR) Appoints Ludovic Brellier as EVP and Chief Transformation Officer | Is Thermo Fisher Scientific Stock Underperforming the S&P 500? | Teladoc (TDOC) Up 23.9% Since Last Earnings Report: Can It Continue?,34.98,19.8,4568500224.0,37.17,7.08,14.89,42.25,IGNORE
COP,https://www.tradingview.com/chart/?symbol=COP,ConocoPhillips,Energy,116.37,141760692224,-5.3,-20.2,-0.85,-6.79,51.71,122.23,102.44,False,True,True,BUY THE DIP,False,61.31,POSITIVE,5,Alaskan frontier oil boom bodes well for energy industry | ConocoPhillips (COP) – Among the 14 Best Oil and Gas Stocks to Buy According to Hedge Funds | Barclays Raises PT on ConocoPhillips (COP) Stock,19.72,12.64,5289124864.0,36.143,11.28,12.33,42.2,IGNORE
EVRG,https://www.tradingview.com/chart/?symbol=EVRG,"Evergy, Inc.",Utilities,80.425,18539010048,5.0,18.5,-2.65,-2.1,39.97,81.42,76.27,False,True,True,NO CLEAR ENTRY,False,51.67,NEUTRAL,5,CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Evergy Stock Outlook: Is Wall Street Bullish or Bearish?,21.39,17.67,-1101750016.0,155.555,8.87,14.63,42.18,IGNORE
TTWO,https://www.tradingview.com/chart/?symbol=TTWO,"Take-Two Interactive Software, Inc.",Communication Services,229.34,42579865600,6.1,,7.23,7.29,56.56,214.19,231.76,True,False,False,NO CLEAR ENTRY,False,66.86,POSITIVE,5,What to Know About This Fund's $4.8 Million e.l.f. Beauty Exit After a Tough Year | Consumer Internet Stocks Q1 Results: Benchmarking Take-Two (NASDAQ:TTWO) | 5 Insightful Analyst Questions From Take-Two’s Q1 Earnings Call,,22.59,1447787520.0,84.26,-10.56,-4.48,42.1,IGNORE
LDOS,https://www.tradingview.com/chart/?symbol=LDOS,"Leidos Holdings, Inc.",Technology,129.35,16270350336,3.7,-7.6,-27.72,-13.32,53.06,144.53,174.69,False,False,False,NO CLEAR ENTRY,False,51.63,NEUTRAL,5,"Leidos Holdings, Inc. (LDOS) Is a Trending Stock: Facts to Know Before Betting on It | Jim Cramer on Leidos: “Stock Is in Freefall, That Makes No Sense to Me” | A Look At Leidos Holdings (LDOS) Valuation After New State Department Evolve Contract Awards",11.83,9.8,1194749952.0,137.125,30.58,8.15,41.93,IGNORE
MCO,https://www.tradingview.com/chart/?symbol=MCO,Moody's Corporation,Financial Services,460.09,80366878720,8.1,7.8,-1.05,-0.14,58.36,445.11,475.13,True,False,False,NO CLEAR ENTRY,False,37.06,NEGATIVE,5,5 Warren Buffett Stocks to Hold Forever | South East Water breaches Ofwat licence after supply chaos | Investors Say It’s Time for Pemex to Tap Global Debt Markets,32.96,24.74,2266125056.0,235.539,71.36,31.69,41.86,IGNORE
TECH,https://www.tradingview.com/chart/?symbol=TECH,Bio-Techne Corporation,Healthcare,51.2,8016320000,-1.5,128.6,-11.29,-7.28,64.29,52.17,57.38,False,False,False,NO CLEAR ENTRY,False,58.43,NEUTRAL,5,Are Wall Street Analysts Bullish on Bio-Techne Stock? | 2 Healthcare Stocks to Research Further and 1 We Find Risky | The 5 Most Interesting Analyst Questions From Bio-Techne’s Q1 Earnings Call,73.14,24.83,299849376.0,13.922,5.34,9.05,41.82,IGNORE
PFE,https://www.tradingview.com/chart/?symbol=PFE,Pfizer Inc.,Healthcare,25.675,146333220864,5.4,-10.1,-4.26,-2.25,47.27,26.4,25.1,False,True,True,NO CLEAR ENTRY,False,52.16,NEUTRAL,5,How S&P 500 Giant Pfizer Is Tackling Hard-To-Treat Cancers | Pfizer Oncology Deal And Lung Cancer Data Reshape Valuation Debate | 3 Cash-Producing Stocks Worth Your Attention,19.6,9.05,12376625152.0,71.602,8.31,11.83,41.77,IGNORE
FITB,https://www.tradingview.com/chart/?symbol=FITB,Fifth Third Bancorp,Financial Services,48.64,44082995200,33.0,-78.9,-1.53,-4.18,49.93,48.64,46.33,False,True,True,NO CLEAR ENTRY,False,54.4,NEUTRAL,5,Are You Looking for a High-Growth Dividend Stock? | 3 Large-Cap Stocks We Keep Off Our Radar | Why This $38 Million Hope Bancorp Buy Could Be a Bigger Bet on Bank Consolidation,16.38,9.9,,,7.97,24.13,41.7,IGNORE
VRSK,https://www.tradingview.com/chart/?symbol=VRSK,"Verisk Analytics, Inc.",Industrials,183.04,23982237696,3.9,4.8,-14.57,-0.79,67.73,177.3,213.12,True,False,False,NO CLEAR ENTRY,False,59.99,NEUTRAL,5,"Will Verisk's Valuable Data Moat Hold, or Will AI Commoditize It? | Why Is Verisk (VRSK) Down 6.3% Since Last Earnings Report? | 1 S&P 500 Stock Worth Investigating and 2 That Underwhelm",27.9,21.14,944362496.0,,,29.34,41.7,IGNORE
LYB,https://www.tradingview.com/chart/?symbol=LYB,LyondellBasell Industries N.V.,Basic Materials,67.285,21718575104,-6.3,-29.5,16.25,-9.81,27.72,73.47,55.75,False,True,True,BUY THE DIP,False,57.37,NEUTRAL,5,"Are Basic Materials Stocks Lagging  Avino Silver (ASM) This Year? | Zacks.com featured highlights include Nexstar Media Group, Murphy USA, LyondellBasell Industries and Avnet | Zacks.com featured highlights include Nexstar Media, Murphy USA, LyondellBasell and Avnet",,8.92,987000000.0,141.24,-6.01,-2.69,41.69,IGNORE
MDT,https://www.tradingview.com/chart/?symbol=MDT,Medtronic plc,Healthcare,74.38,95495356416,8.7,-11.8,-23.57,-8.15,49.35,81.9,91.69,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"TFX Stock Setup: Valuation, Leverage, and a Neutral Zacks Rank | Is Medtronic Stock Underperforming the Nasdaq? | Jobs Data, Tech Earnings and Other Key Things to Watch this Week",20.78,12.28,4073125120.0,57.06,9.39,13.0,41.6,IGNORE
L,https://www.tradingview.com/chart/?symbol=L,Loews Corporation,Financial Services,103.635,21324857344,1.4,-6.3,-7.57,-7.92,49.9,107.86,104.3,False,False,True,NO CLEAR ENTRY,False,55.44,NEUTRAL,5,1 Unpopular Stock That Deserves a Second Chance and 2 We Question | A Look At Loews (L) Valuation As Recent Price Swings Cool Longer Term Momentum | Loews reports year-over-year drop in profit,13.19,35.74,2084000000.0,45.603,9.22,8.82,41.49,IGNORE
CHTR,https://www.tradingview.com/chart/?symbol=CHTR,"Charter Communications, Inc.",Communication Services,141.66,19999328256,-1.0,8.9,-39.15,-14.23,42.32,187.64,220.19,False,False,False,NO CLEAR ENTRY,False,48.97,NEUTRAL,5,"Charter Communications, Inc. (CHTR): One of the Most Oversold S&P 500 Stocks So Far in 2026 | Why is Bernstein Cautious While Charter Communications, Inc. (CHTR) Could 10x by 2030? | 3 Consumer Stocks with Open Questions",3.83,3.2,2403624960.0,459.525,27.5,9.03,41.47,IGNORE
LNT,https://www.tradingview.com/chart/?symbol=LNT,Alliant Energy Corporation,Utilities,70.02,18084556800,5.0,4.9,-2.47,-4.64,38.03,71.84,67.56,False,True,True,NO CLEAR ENTRY,False,65.46,POSITIVE,5,CDL Delivers Capital Gains Alongside Income as Rates Hover Near 4.4% | Alliant Energy Stock: Analyst Estimates & Ratings | We Think You Should Be Aware Of Some Concerning Factors In Alliant Energy's (NASDAQ:LNT) Earnings,22.02,19.0,-1202625024.0,159.526,11.31,18.58,41.34,IGNORE
WEC,https://www.tradingview.com/chart/?symbol=WEC,"WEC Energy Group, Inc.",Utilities,109.595,35697905664,9.0,7.9,-5.22,-6.28,41.78,113.41,109.93,False,False,True,NO CLEAR ENTRY,False,64.95,POSITIVE,5,Is WEC Energy Group (WEC) Fairly Priced After Recent Dividend Stability Focus? | CDL’s $2.29 annual dividend beats Treasury yields despite rising interest rates | Forget Utility Dividends. Kevin Warsh Just Made the 30-Year Treasury a Better Income Play,21.96,18.25,-2067012480.0,153.184,11.68,16.24,41.3,IGNORE
ATO,https://www.tradingview.com/chart/?symbol=ATO,Atmos Energy Corporation,Utilities,167.7,27992453120,0.6,14.5,-9.85,-11.23,22.88,182.22,173.1,False,False,True,NO CLEAR ENTRY,False,67.92,POSITIVE,5,"After Plunging 10.3% in 4 Weeks, Here's Why the Trend Might Reverse for Atmos (ATO) | Here's Why You Should Add Duke Energy Stock to Your Portfolio Now | A Look At Atmos Energy (ATO) Valuation After Recent Share Price Pullback",20.65,18.7,-2210371840.0,64.588,9.6,27.58,41.23,IGNORE
LHX,https://www.tradingview.com/chart/?symbol=LHX,"L3Harris Technologies, Inc.",Industrials,312.095,58141720576,190.0,-6.1,-17.25,-2.64,59.03,329.42,312.46,False,False,True,NO CLEAR ENTRY,False,59.53,NEUTRAL,5,Can GE's Growth Investments Create Long-Term Value for Investors? | Is Wall Street Bullish or Bearish on L3Harris Technologies Stock? | The Commercial Space Economy Just Crossed a Real Revenue Threshold and After Following This Industry for Years These Are the 3 ETFs Worth Owning,33.92,22.89,,34.574,,10.37,41.16,IGNORE
EXR,https://www.tradingview.com/chart/?symbol=EXR,Extra Space Storage Inc.,Real Estate,141.385,31202807808,3.8,-10.6,-6.31,-1.36,42.95,139.43,137.62,True,True,True,BULLISH TREND,False,61.25,POSITIVE,5,UBS Reaffirms Buy on Extra Space Storage (EXR) After PT Increase | A Look At Extra Space Storage (EXR) Valuation As Shares Show Mixed Recent Performance | Is Wall Street Bullish or Bearish on Extra Space Storage Stock?,31.84,29.54,1340995200.0,98.092,6.83,27.14,41.1,IGNORE
MSI,https://www.tradingview.com/chart/?symbol=MSI,"Motorola Solutions, Inc.",Technology,412.065,68400971776,7.4,-13.8,-15.01,-6.14,62.08,427.86,425.65,False,False,True,NO CLEAR ENTRY,False,64.05,POSITIVE,5,Motorola Solutions to Acquire D-Fend Solutions in $1.5 Billion Deal | Motorola targets rogue drones with $1.5 billion D-Fend deal | Motorola Solutions to Buy Counter-Drone Technology Company for $1.5 Billion,33.28,22.28,1815124992.0,374.132,99.29,17.61,41.02,IGNORE
T,https://www.tradingview.com/chart/?symbol=T,AT&T Inc.,Communication Services,24.65,171276550144,2.9,-11.3,-11.07,-5.66,46.99,26.22,26.01,False,False,True,NO CLEAR ENTRY,False,56.12,NEUTRAL,5,AT&T Uses Physical AI To Deepen Role In Supply Chain Data | AT&T (T) Maintains Long-term Outlook and Capital Allocation Plans | 3 Cash-Producing Stocks on Our Watchlist,8.11,9.65,8849000448.0,125.175,18.37,16.94,40.79,IGNORE
STT,https://www.tradingview.com/chart/?symbol=STT,State Street Corporation,Financial Services,158.16,43773476864,-2.8,-24.1,22.99,3.48,68.12,144.31,126.01,True,True,True,BULLISH TREND,False,67.64,POSITIVE,5,Are You Looking for a High-Growth Dividend Stock? | Zacks Industry Outlook Highlights State Street and Northern Trust | Wells Fargo Raises its Price Target on State Street (STT),16.06,11.45,,,11.26,21.3,40.71,IGNORE
CRL,https://www.tradingview.com/chart/?symbol=CRL,"Charles River Laboratories International, Inc.",Healthcare,179.69,8648033280,1.2,,0.52,7.53,59.34,169.59,176.41,True,True,False,BULLISH TREND,False,61.36,POSITIVE,5,"Here Are Friday’s Top Wall Street Analyst Research Calls: Best Buy, Cogent Communications, Dell Technologies, EPAM Systems, Federal Realty, Gap, Snowflake, Viper Energy, and More | Are Wall Street Analysts Bullish on Charles River Laboratories Stock? | Is Charles River (CRL) Quietly Recasting Its Moat Around AI Pathology And Cell Therapy Services?",,14.59,510023744.0,102.551,-5.87,-4.58,40.71,IGNORE
SWK,https://www.tradingview.com/chart/?symbol=SWK,"Stanley Black & Decker, Inc.",Industrials,77.195,12000392192,2.7,-34.8,-7.13,-1.23,43.28,74.53,74.42,True,True,True,BULLISH TREND,False,50.77,NEUTRAL,5,Donaldson Gears Up to Report Q3 Earnings: What's in the Offing? | Morgan Stanley Trims Stanley Black & Decker (SWK) Forecast Despite Operational Progress | 2 Industrial Stocks You'll Wish You Bought in 2026 a Decade From Now,31.64,12.46,842187520.0,77.606,4.17,2.44,40.26,IGNORE
CMG,https://www.tradingview.com/chart/?symbol=CMG,"Chipotle Mexican Grill, Inc.",Consumer Cyclical,30.805,39521034240,7.4,-17.9,-16.04,-9.37,41.89,33.19,36.62,False,False,False,NO CLEAR ENTRY,False,50.46,NEUTRAL,5,Qdoba completes $435 million whole business securitization | Darden Stock Rises 17% in 6 Months: Should You Buy the Stock Now? | Jim Cramer has bold new message for Starbucks investors,28.27,22.68,1087909760.0,217.885,49.23,11.96,39.94,IGNORE
GM,https://www.tradingview.com/chart/?symbol=GM,General Motors Company,Consumer Cyclical,81.1,73125044224,-0.9,-15.8,4.54,5.48,62.2,77.09,72.56,True,True,True,BULLISH TREND,False,54.56,NEUTRAL,5,"More Incentives Needed To Drive EV Demand, Mazda Executive Says | Update: UAW Calls Strike at Key GM Supplier Plant in Michigan | BMW doubles down on humanoid robots after a U.S. test run",29.6,5.77,22466625536.0,199.048,4.01,1.38,39.81,IGNORE
MSTR,https://www.tradingview.com/chart/?symbol=MSTR,Strategy Inc,Technology,152.415,53514358784,11.9,,10.73,-7.88,22.36,156.06,206.51,False,False,False,NO CLEAR ENTRY,False,50.0,NEUTRAL,5,"Bitcoin juggernaut Strategy stock drops as it sells coins for the first time since 2022 | Strategy sells $2.5M in bitcoin, Berkshire to acquire Taylor Morrison | Bitcoin bull Michael Saylor just sold $2.5 million worth of BTC",,34.16,-8699502592.0,18.094,-30.76,0.0,39.8,IGNORE
CAH,https://www.tradingview.com/chart/?symbol=CAH,"Cardinal Health, Inc.",Healthcare,194.46,45543673856,11.0,-19.5,-15.2,0.82,72.4,202.68,192.44,False,True,True,WATCH - OVERBOUGHT,False,63.72,POSITIVE,5,Wall Street Analysts Predict a 25.75% Upside in Cardinal (CAH): Here's  What You Should Know | 2 S&P 500 Stocks to Target This Week and 1 We Brush Off | Is Cardinal Health (CAH) a Great Value Stock Right Now?,29.69,16.24,4849999872.0,,,0.62,39.6,IGNORE
